"Question","Answer","base_response"
"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?","Chris Claremont","Stan Lee and Jack Kirby."
"Chuck Berry House was where the 1957 hit single that reached what ranking on the R&B singles chart was composed?","number 8","The 1957 hit single ""Rock and Roll Music"" composed at Chuck Berry House reached number 1 on the R&B singles chart."
"What public service broadcaster with over 20,950 employees, aired the variety show Welsh Rarebit?","British Broadcasting Corporation (BBC)","BBC"
"What Canadian filmmaker created a film about Bettie Page in 2005?","Mary Harron (born January 12, 1953)","Mary Harron"
"Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?","ten years of probation","Ethan Couch was sentenced to probation for his role in a 2013 drunk driving accident that killed four people."
"The band who released the debut album ""Tinted Windows"" had their first performance in what city?","Tulsa","Orlando, Florida."
"What items are used to play both Lapta and Rounders?","bat and ball","bat and ball"
"""I Wed Three Wives"" is an episode of a television series that ran on what network?","ABC","HBO"
"How big is the campus of the University that Ben Bahan is a professor at ?","99 acre campus","The campus of Gallaudet University, where Ben Bahan is a professor, is approximately 55 acres."
"Kacha, Sevastopol is a settlement that is part of a sovereign state bordered on the northwest by which country?","Belarus","Belarus"
"Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?","Bill Clinton","George H.W. Bush"
"What movie genre did Emmanuelle Vaugier play a supporting role in?","satirical erotic romantic comedy","Horror"
"Which of Aaron Goodwin client was born in May 31, 1984?","Nate Robinson","I have no idea."
"The 43d Air Mobility Operations Group is stationed at which largest military installation?","Fort Bragg","Travis Air Force Base"
"Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?","2008","2008"
"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?","Evey's mother","I have no idea."
"Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?","To be","Yes."
"This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?","sedan and station wagon","Holden Commodore is a model, not a manufacturer; Holden (the brand) produced models like Astra, Captiva, Colorado, Cruze, Equinox, SS, Torana, and Ute."
"Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?","Mani","I have no idea."
"What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?","French mathematician and physicist","The person responsible for the concept of a dimensionless number in physics and engineering was an American physicist named Edgar Buckingham."
"Which American actor portray Steve Urkel in ""Family Matters""","Jaleel Ahmad White","Jaleel White"
"For what ogranization does a commentator of Press TV serve as associate director?","Henry Jackson Society","I have no idea."
" Curious is a women's fragrance by a singer born in what city and state?","McComb, Mississippi","Redondo Beach, California."
"What type of elevation does Aldgate railway station, Adelaide and Aldgate, South Australia have in common?","Hills","They are both at ground level elevation."
"""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from where?","Newcastle upon Tyne, England","I have no idea."
"Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?","7-Jun","January"
"What is the current occupation of the footballer replaced by Zdenek Zeman at the beginning of the 2012-13 A. S. Roma season?  ","manager","Rudi Garcia, the footballer replaced by Zdenek Zeman at the start of the 2012-13 A.S. Roma season, is currently a football manager, most recently managing Lille OSC."
