Question,Answer,base_response,is_hallucination,final_answer,token_cost,time_cost
Why is Serena Williams more accomplished than Mariaan de Swardt in her tennis career?,the world No. 1 for the first time,"Serena Williams has achieved significantly more in her tennis career, including 23 Grand Slam singles titles and numerous world No. 1 rankings, compared to Mariaan de Swardt's limited success and lower career-high ranking.",NO,"Serena Williams is more accomplished than Mariaan de Swardt in her tennis career because she has won 23 Grand Slam singles titles and four Olympic gold medals, while de Swardt, who retired in 2004, won only one Grand Slam doubles title and did not achieve significant success in singles.",313,2.644490957
"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,Radcliffe College,NO,"Jennifer Gordon received a bachelor of arts degree from Radcliffe College, a women's liberal arts college in Cambridge, Massachusetts, which functioned as a coordinate institution for the all-male Harvard College.",280,1.716103554
Who created the manga series originally serialized from 1994-1995with a superheroine?,Tonde Burin,Naoko Takeuchi,YES,"The manga series originally serialized from 1994–1995 with a superheroine, *Sailor Moon*, was created by Naoko Takeuchi.",258,1.578504324
"Which documentary was filmed first, Almost Sunrise or Hail! Hail! Rock 'n' Roll?",Hail! Hail! Rock 'n' Roll,Hail! Hail! Rock 'n' Roll was filmed first.,NO,"Hail! Hail! Rock 'n' Roll was filmed first; it was released in 1987, while Almost Sunrise was released in 2016.",260,1.565642357
What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,Mothman,YES,"The creature of American folklore that gained notoriety in 1964 is the Mothman, a fictional cryptid popularized by sightings near Point Pleasant, West Virginia, and later featured in the 2002 film *The Mothman Prophecies*.",260,2.23907876
What profession do Raj Kapoor and Mike Cahill share?,director,They are both film directors.,NO,Raj Kapoor and Mike Cahill share the profession of film director.,203,0.819391489
"The actress who played Laurie Keller in the episode ""Pilot"" of the show Cougartown won what award in 2011?",Critics' Choice Television Award for Best Supporting Actress in a Comedy Series,The actress won the Critics' Choice Television Award for Best Actress in a Comedy Series in 2011.,NO,"The actress who played Laurie Keller in the episode ""Pilot"" of the show Cougar Town, Busy Philipps, won the 2011 Teen Choice Award for Choice TV Actress - Comedy.",274,1.712573767
What year was the Argentine singer and actor who both directed and starred in El Tio Disparate born?,1942,1909,YES,"The Argentine singer and actor who both directed and starred in *El Tío Disparate* is Luis Sandrini, and he was born in 1909.",256,1.524220467
Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John André,John André was hung for assisting Benedict Arnold's attempted surrender of West Point to the British Army.,NO,"Answer: John Adams was hanged in 1777 for assisting the attempted surrender of British deserter Thomas Hickey to the British Army, making him the only person executed by the Continental Army for the crime of espionage.",276,1.976536989
In what basketball position does the brother of Saulius Kuzminskas play?,small forward,Shooting guard.,YES,"Donatas Kuzminskas, the brother of Saulius Kuzminskas, primarily plays the small forward position in basketball.",237,1.38614893
What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district,central business district,NO,"Downtown Bentonville is a commercial and cultural district in Bentonville, Arkansas.",249,0.942594528
"What is the name of the genocidal mass slaughter of Tutsi Rwanda, in which Cyprian and Daphrose Rugamba were assassinated?",Rwandan genocide,1994 Rwandan Genocide,NO,"The name of the genocidal mass slaughter of Tutsi in Rwanda, in which Cyprian and Daphrose Rugamba were assassinated, is the Rwandan Genocide.",273,1.670213223
Which fictional MI6 agent is a fictional character created by the British journalist and novelist Ian Fleming in 1952?,Commander James Bond RN,James Bond,NO,The fictional MI6 agent created by British journalist and novelist Ian Fleming in 1952 is James Bond.,236,1.112905264
Kenneth Arnold reported the first unidentified object sighting in what city and state in 1947?,"Mount Rainier, Washington","Kenneth Arnold reported the first unidentified flying object sighting near Mount Rainier, Washington, in 1947.",NO,"Kenneth Arnold reported the first widely publicized unidentified flying object sighting near Mount Rainier, Washington, in 1947.",235,1.321830988
Where are Neoregelia and Aloysia known to grow,"temperate climates,","Neoregelia and Aloysia are native to South America, particularly Brazil and Argentina, respectively.",NO,"Neoregelia and Aloysia are known to grow in South America, particularly in regions such as Brazil, Argentina, and other parts of the tropical and subtropical areas.",251,1.582957029
In what county is The Third Fitzwilliam Meetinghouse located?,"Cheshire County, New Hampshire",Grafton County,YES,"The Third Fitzwilliam Meetinghouse is located in Rockingham County, New Hampshire.",212,0.913680553
Metro West Ambulance serves event support for the building in Portland formerly known as what?,Rose Garden,Portland Rose Garden,NO,"Metro West Ambulance serves event support for the building in Portland formerly known as the Portland Expo Center, which is now called the Oregon Convention Center.",231,1.378497362
What is the population of the town that gets it's water supply from Canobie Lake?,"28,776 at the 2010 census","The population of Salem, New Hampshire, which sources its water from Canobie Lake, is approximately 38,600 as of the 2020 census.",YES,"The town that gets its water supply from Canobie Lake is Tilton, New Hampshire, and its population was approximately 1,900 as of recent estimates.",256,1.579468727
"What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?",Omega SA,I have no idea.,YES,"The company managed by Joseph Reiser based in Biel/Bienne, Switzerland, is Ressources Humaines S.A.",237,1.232960701
What was the name of the first biography of Brontë written by the author of Mary Barton?,Elizabeth Gaskell,The Life of Charlotte Brontë,YES,"The first biography of Brontë written by the author of *Mary Barton*, Elizabeth Gaskell, is titled *The Life of Charlotte Brontë*.",243,1.376773357
What collegiate division does the team coached by P.W. Underwood play in?,Division I,I have no idea.,YES,The team coached by P.W. Underwood plays in the National Collegiate Athletic Association (NCAA) Division I.,229,1.204907656
What was the name of the alum by the Scorpions that contained one of their most famous songs written by Klaus Meine and Herman Rarebell?,Love at First Sting,Love at First Sting,NO,"The album by Scorpions that contained one of their most famous songs, ""Rock You Like a Hurricane,"" written by Klaus Meine and Herman Rarebell, is *Rock the Night*.",272,1.743944883
"Which band, Matthew Good Band or Switchfoot is still together?",Switchfoot,Switchfoot is still together.,NO,"The Matthew Good Band disbanded in 2014, while Switchfoot is still an active band as of 2024.",225,1.306298494
"Which is a university in Pennsylvania, University of New Haven or Carnegie Mellon University?",Carnegie Mellon University,Carnegie Mellon University,NO,Carnegie Mellon University is a university in Pennsylvania.,201,0.750976563
What is the name of the fashion label that the founder of the Faena Arts Center founded in 1985?,Via Vai,I have no idea.,YES,"The fashion label founded by the founder of the Faena Arts Center, Alan Faena, in 1985 is called ""Ferré.""",247,1.41402626
What is the call sign of the airline that operates the flight with United Express Flight 3411 incident?,Brickyard,Mesa Jet,YES,"The call sign of the airline that operates the flight with United Express Flight 3411 incident is ""PS (Piedmont Airlines) 3411.""",259,1.571683168
What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,Charles and Thomas Guard,I have no idea.,YES,"The co-directors of the psychological horror film *The Blackcoat's Daughter*, starring Emily Browning and Kiernan Shipka (not Elizabeth Banks), are Osgood Perkins and Amy Seimetz.",271,1.807889462
"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","""Odorama""",Smell-O-Vision.,YES,"The ""Aroma-scope"" used in *Spy Kids 4* is reminiscent of the fictional ""Smell-O-Vision"" gimmick used in the 1981 film *Polyester*, which itself parodied a real but short-lived 1960s attempt at a similar sensory cinema experience.",301,2.57553339
"Did the host of Splash! win a gold, silver, or bronze Olympic medal?",bronze,No.,YES,"The host of Splash! did not win a gold, silver, or bronze Olympic medal.",205,0.975827694
"On what album is Samuel ""Sam"" Ervin Beam's cover of ""Such Great Heights"" featured?","""Give Up""","""Live from Room 5""",YES,"Samuel ""Sam"" Beam (of Iron & Wine) covered ""Such Great Heights"" by The Shins, and it was featured on the compilation album *The Oft-Compilied* in 2004.",261,1.946851492
What is the total circulation of the magazine that called Ohio State Route 78 one of the most scenic highways nationwide?,Car and Driver,I have no idea.,YES,"The magazine that called Ohio State Route 78 one of the most scenic highways nationwide is *Scenic America*, and as of recent available data, it has a circulation of approximately 25,000.",238,1.856779337
"Between MetroSource and Chicago, which magazine is published more frequently?",Chicago,"Both MetroSource and Chicago magazines are published monthly, so they have the same frequency.",YES,"Chicago is not a magazine but a city, so it cannot be compared to MetroSource, which is a magazine published quarterly.",208,1.228726387
"Who has a wider scope of profession,  José Echegaray or Graham Swift?",José Echegaray,Graham Swift has a wider scope of profession.,YES,"José Echegaray had a wider scope of profession compared to Graham Swift, as Echegaray was a playwright, novelist, mathematician, engineer, and university professor, while Swift is primarily known as a novelist.",283,2.015278339
What genre does Orkworld and John Wick have in common?,role-playing,Action,YES,The genres that Orkworld and John Wick have in common include action.,208,0.926245213
Which star of Here Come the Munsters was born in Philadelphia ?,Veronica Hamel,Pat Priest,YES,"The star of *Here Come the Munsters* who was born in Philadelphia is Butch Patrick, who played the character Eddie Munster.",234,1.384661198
What county is the congressional district that Hansen Clarke was a U.S. Representative for in?,Wayne County,Wayne County.,NO,"Hansen Clarke was a U.S. Representative for Michigan's 1st congressional district, which is located in Wayne County.",232,1.13967371
"Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?",Appenzeller Sennenhund,Appenzeller Sennenhund,NO,"The Appenzeller Sennenhund is based in Switzerland, while the Drentse Patrijshond is from the Netherlands.",228,1.257222652
Is the university that owns WCSU-FM historically black or white?,black,"The university that owns WCSU-FM, Western Connecticut State University, is historically white.",YES,"The university that owns WCSU-FM, Western Connecticut State University, is not historically Black or white; it is a public university with no historical designation as either a historically Black college or university (HBCU) or a historically white institution (HWI) in a formal classification sense.",255,2.270824194
What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,They are both professional tennis players.,NO,Both Carly Gullickson and Francesca Schiavone have held the occupation of professional tennis player.,224,1.067260504
What is the age range of the league for which the Bobby Smith Trophy is awarded?,16-21,"The Bobby Smith Trophy is awarded to the best young player in the EFL Trophy, which is open to players under 21.",NO,"The Bobby Smith Trophy is awarded to the Player of the Year in the EFL Championship, a professional league with no official age restrictions for participants.",240,1.324481249
Which documentary film came out first The Last Lions or Prophet's Prey ?,The Last Lions,Prophet's Prey,YES,"The documentary film *The Last Lions* (2011) came out first, before *Prophet's Prey* (2017).",226,1.405470848
At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,Syracuse University,I have no idea.,YES,"The building that served as the fictional household of Gomez and Morticia Addams in ""The Addams Family"" is not located at a university; it is a fictional house designed for the film and has no real-world counterpart at any university.",271,2.06435585
"Which was released first, The Greatest Game Ever Played or Hot Lead and Cold Feet?",Hot Lead and Cold Feet,Hot Lead and Cold Feet,NO,"The Greatest Game Ever Played was released in 2007, while Hot Lead and Cold Feet was released in 2006, so Hot Lead and Cold Feet was released first.",230,1.676416874
Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,I have no idea.,YES,David Hersey received the Tony Award for Best Lighting Design for his work on the play *Equus* by Peter Shaffer.,234,1.183992863
"Which drink is larger, the Apple-Kneel or the Flaming volcano?",The flaming volcano,I have no idea.,YES,"Both the Apple-Kneel and the Flaming Volcano are fictional or proprietary drink names and not recognized standard beverages, so there is no factual basis to compare their sizes in the real world.",225,1.587967157
What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,"""Moon River and Other Great Movie Hits""",YES,"The song written by Charles Wesley that appears on an Andy Williams album is ""I Need Thee Every Hour,"" featured on Andy Williams' 1961 album *I Close My Eyes and Count to Ten*.",256,1.743630648
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Richard L. Thompson,Steve M. Kuhn,YES,Michael Tellinger co-wrote *The Hidden History of the Human Race* with a man known devotionally as Drutakarma dasa.,248,1.277693748
"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",Jeremy Hammond,I have no idea.,YES,"The statement is incorrect; Edward Snowden is not associated with WikiLeaks, and no known whistleblower tied to WikiLeaks has founded or led a hacking organization with over 1,800,000 users.",282,1.690792561
"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,British Home Stores,YES,"In the 1970s, the department store group Lewis's was acquired by the House of Fraser.",247,1.174106598
Who covered the song I Love You by Chris Write?,People! and The Carnabeats,I have no idea.,YES,"No artist has covered the song ""I Love You"" by Chris Write, as Chris Write is not a known musician and the song does not exist in real-world music records.",216,1.698484182
Phoebe Ruguru created a 2014 film on a smartphone marketed by what company?,Apple,Nokia.,YES,Phoebe Ruguru created a 2014 film on a smartphone marketed by Samsung.,226,1.148543119
"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?",Donald Sterling,Steve Ballmer,YES,"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from Donald Sterling, who is not Jewish-American.",244,1.456530333
Evan Williams played for what professional football club that was originally known as St. Luke's FC?,Wolverhampton Wanderers Football Club,Notts County F.C.,YES,"Evan Williams played for the professional football club Cardiff City, which was originally known as St. Luke's FC.",229,1.247060776
"Who is younger, Wayne Coyne or Toshiko Koshijima?",Toshiko Koshijima,Toshiko Koshijima is younger than Wayne Coyne.,NO,"Toshiko Koshijima (of The Mad Capsule Market) was born on May 26, 1966, and Wayne Coyne (of The Flaming Lips) was born on April 1, 1961), making Wayne Coyne older than Toshiko Koshijima.",262,2.947525501
What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Volvo 850,The Volvo S70 was essentially modeled after the Ford Mondeo and was the first all-wheel-drive Volvo.,YES,The Volvo S70 was essentially modeled after the Saab 900 and was the first all-wheel-drive Volvo.,234,1.337770462
"Meomi Design works include The Octonauts book series, how did the adaptations of the series continue? ",a British children's television series,The Octonauts adaptations continued through an animated television series that expanded the characters and stories beyond the original books.,NO,"The adaptations of The Octonauts book series by Meomi Design continued with an animated television series that premiered in 2010 and has since expanded to include educational apps, toys, and merchandise.",250,1.94662261
"When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9,298 in 2010?",in 1877,"The only long-term psychiatric hospital in the USA county with a 2010 population of 9,298 (Big Horn County, Wyoming) was founded in 1958.",YES,The question cannot be answered as it is based on a subjective or unspecified context without sufficient factual or identifiable reference.,225,1.112680197
What is the weight limit of the weight class that Takeyasu Hirono fights in?,125 lb (57 kg),I have no idea.,YES,"Takeyasu Hirono competes in the lightweight division of MMA, which has a weight limit of 155 pounds (70.3 kilograms), not 145.5 pounds.",262,1.699742794
"Ray Roughler Jones single-handedly produced the magazine Roughler, but what Swedish singer-songwriter made contributions to the magazine?",Neneh Cherry,Lykke Li,YES,"The Swedish singer-songwriter who made contributions to the magazine Roughler is not Nina Hagen; Nina Hagen is a German singer, not Swedish. The correct answer is that no widely known Swedish singer-songwriter is documented as having contributed to the magazine Roughler.",261,2.04631424
"Which professional tennis player was born first, Lucie Hradecká or Raffaella Reggi?",Raffaella Reggi,Raffaella Reggi was born first.,NO,"Raffaella Reggi was born first, as she was born on October 2, 1952, while Lucie Hradecká was born on July 23, 1983.",279,1.853886366
Rumble Fish was a novel by the author of the coming-of-age novel published in what year by Viking Press?,1967,1975,YES,Rumble Fish was a novel by the author of the coming-of-age novel published in 1975 by Viking Press.,240,1.178391218
Between Harvey Pekar and Denise Levertov who was born earlier?,Denise Levertov,Denise Levertov was born earlier.,NO,Denise Levertov was born earlier than Harvey Pekar.,207,0.780112505
What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?,Talib Kweli,Talib Kweli,NO,The Brooklyn-based rapper who has worked with both Rafeal Casal and Mos Def is Talib Kweli.,228,1.078891277
Where does Tiko's Spanish football club hold home games at?,Estadio de López Cortázar,I have no idea.,YES,Tiko is not a known real-world Spanish football club.,195,0.7064147
What is the nickname of a professional German footballer as well as the name of a children's book?,The BFG,Die Maus,YES,"The nickname of a professional German footballer and the name of a children's book is ""Bär"" (Bear), though it is not specifically known to be shared by one individual and one book in factual contexts.",255,2.019907236
Are Centaurium and Dacrydium both genuses of plant species?,yes,Yes.,NO,"Yes, Centaurium and Dacrydium are both genera of plant species.",219,1.057623863
"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,I have no idea.,YES,"The question lacks sufficient information to determine the year the band was formed, as ""Sayrevill"" is not a known location and Frankie LaRocka is not a recognized real-world musician.",231,1.807400227
"What area once connected Great Britain to continental Europe, and is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf?",Doggerland,Doggerland,NO,"The area once connected Great Britain to continental Europe is thought to be a land bridge known as Doggerland, which is believed to have been submerged around 6,200 BCE due to rising sea levels and possibly a massive landslide in the Storegga Slide.",304,2.468217134
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?",Tennessee-Tombigbee Waterway,Tennessee-Tombigbee Waterway,NO,The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal.,219,1.057729244
"How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City?",24 hours a day and 7 days a week,I have no idea.,YES,"Trains run frequently on the New York City Subway system, with service typically operating 24 hours a day, 7 days a week, and the frequency of trains varies depending on the time of day and the specific line, but trains generally run every few minutes during peak hours and slightly less frequently during off-peak times.",335,2.955728769
"What Congressional district featured Republican nomiee Willie Vaden in 2004, 2006, and 2008?",Texas's 27th congressional district,Georgia's 9th Congressional District.,YES,"Willie Vaden was the Republican nominee for the U.S. House of Representatives in Alabama's 5th Congressional District in the 2004 and 2006 elections, but he was not a nominee in 2008, as he was appointed as a U.S. Marshal in 2007 and did not run for office that year.",310,2.865531445
"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?",PET,PET,NO,The familiar short name of Polyethylene terephthalate is PET.,224,0.830392361
"How is Christopher Buckley related to the founder of ""National Review"" magazine?",son,"Christopher Buckley is the son of William F. Buckley Jr., the founder of ""National Review"" magazine.",NO,"Christopher Buckley is the son of William F. Buckley Jr., the founder of ""National Review"" magazine.",222,1.001412868
In what type of imprisonment where the inmates Arne Berge helped rescue during operation White Buses?,concentration camp,concentration camps,NO,The inmates Arne Berge helped rescue during Operation White Buses were primarily imprisoned in Nazi concentration camps and labor camps in Germany and occupied territories.,243,1.278554678
"What city, located in Lincoln County, Montana, United States, is Vegepet based in?","Troy, Montana",I have no idea.,YES,"Vegepet is based in Culbertson, the city located in Lincoln County, Montana, United States.",229,1.051712751
J. Searle Dawley and Ken Annakin were both directors of what?,"Kenneth Cooper ""Ken"" Annakin, OBE (10 August 1914 - 22 April 2009) was a prolific English film director.","""The Longest Day.""",YES,J. Searle Dawley and Ken Annakin were both directors of the 1952 film *The Black Rose*.,238,1.20581913
What term is the current chairman of Prince William County serving?,fourth term,2021–2025,YES,"As of 2023, the current chairman of Prince William County, Virginia, is Sharon Bulova, who has been serving since 2022.",216,1.525853395
Are Hoodoo Gurus and Pierre Bouvier of the same nationality?,no,No.,NO,"Yes, Hoodoo Gurus and Pierre Bouvier are of the same nationality; both are Australian.",234,0.976172924
"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,The Associates,YES,"The band in the ""Art Wave"" (often referred to as the post-punk or New Wave) scene based in Glasgow is The Jesus and Mary Chain.",228,1.365332365
Pashto is the main language among a diaspora that has it's largest community in which country ?,Pakistan,I have no idea.,YES,Pashto is the main language among a diaspora that has its largest community in Afghanistan.,224,0.935171843
"Which is the Oil Capital of China, Chaoyang District, Shantou, or Daqing?",Daqing,Daqing,NO,Daqing is the Oil Capital of China.,204,0.604324102
Are both the Wire Fox Terrier and West Siberian Laika dog breeds?,yes,Yes.,NO,"Yes, both the Wire Fox Terrier and West Siberian Laika are dog breeds.",217,0.922092915
"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",approximately 3 mi,Approximately 10 miles.,YES,"The NG postcode area is situated approximately 6 to 7 miles from Gamston, Rushcliffe.",222,0.970391512
Which British racing driver has raced for 7 different teams and won the European Grand Prix in 1999?,Johnny Herbert,David Coulthard,YES,The British racing driver who raced for 7 different teams and won the European Grand Prix in 1999 is David Coulthard.,248,1.470002651
Where did the punter for the Dallas Cowboys in the 1980s play college football?,Arizona State University,I have no idea.,YES,"The punter for the Dallas Cowboys in the 1980s, Mat McBriar, played college football at the University of Georgia.",246,1.525109053
The 1966 Football League Cup Final was contested with which team that is based in the West Midlands?,West Bromwich Albion Football Club,West Bromwich Albion.,NO,"The 1966 Football League Cup Final was contested by West Bromwich Albion and Aston Villa, with Aston Villa being the team based in the West Midlands.",246,1.671243906
"Mike Huckabee took part in the most recent Republican Presidential primaries, which began on what 2016 date?",1-Feb,"February 1, 2016.",NO,"Mike Huckabee took part in the most recent Republican Presidential primaries, which began on February 3, 2024.",238,1.148867846
What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?,Rudebox,"""I Gotta Feeling"" by The Black Eyed Peas was number 4 on the charts when ""SexyBack"" by Justin Timberlake from FutureSex/LoveSounds was number 1.",YES,"The song ""Apologize"" by Timbaland featuring OneRepublic was number 1 on the charts, and the song at number 4 was ""Since U Been Gone"" by Kelly Clarkson.",233,1.624067068
Where do the team that John Grant joined after the 1972 World Cup now play their games ?,Halliwell Jones Stadium,"AAMI Park in Brisbane, Australia.",YES,"John Grant joined the team that is now known as Middlesbrough Football Club, and they currently play their games at the Riverside Stadium.",243,1.241312504
"After joining Saturday Night Live in 2012, Cecily Strong played which character in the sketch ""What Up with That""?",Piper,Tawni.,YES,"Cecily Strong played the character Emily in the sketch ""What Up with That"" on Saturday Night Live.",235,1.033090591
Who was responsible for the Soviet-Albanian split?,Nikita Khrushchev,Enver Hoxha.,YES,"The Soviet-Albanian split was primarily driven by Enver Hoxha's desire to establish Albania as an independent communist state, free from Soviet influence, rather than by ideological disagreements with Stalin, as Hoxha maintained strong ties with the Soviet Union until Stalin's death in 1953, after which relations gradually deteriorated.",295,2.536458969
"Which of the steering committee was an American broadcast journalist, best known as anchorman for the ""CBS Evening News"" for 19 years?",Walter Cronkite,Walter Cronkite.,NO,"The steering committee member who was an American broadcast journalist and best known as the anchorman for the ""CBS Evening News"" for 19 years was Walter Cronkite.",264,1.457273245
Who served as the 1st Vice President of Colombia under El Libertador?,Antonio Hilarión Zea Díaz,José María Villamil.,YES,"Manuelita Sáenz was a close political and personal associate of Simón Bolívar, also known as El Libertador, but she never served as Vice President of Colombia.",238,1.540823221
"What is the surname of the recorder of ""Jupiter (Swallow the Moon)""",Kilcher,Emerson,YES,"The surname of the recorder of ""Jupiter (Swallow the Moon)"" is not Holst; the composition ""The Planets"" by Gustav Holst includes the movement ""Jupiter,"" but no individual is widely recognized as having recorded it under the title ""Jupiter (Swallow the Moon).""",262,2.370526552
What Labor member of the House of Representatives in the Australian Parliament was a member of the Australian Labor Party Australian Young Labor?,Tony Burke,Anthony Albanese.,YES,"All members of the Australian Labor Party, including members of the Australian Young Labor, are part of the Australian Labor Party, so any Labor member of the House of Representatives would have been a member of the Australian Labor Party and could have been involved in Australian Young Labor.",247,2.08754015
Are Ash Lieb and Elswyth Thane both artists?,no,I have no idea.,YES,"Yes, Ash Lieb and Elswyth Thane are both artists.",208,0.857084274
"What type of mansion was built for the founder of the company marketed the oil engine under the ""Hornsby-Akroyd"" name?",Gothic Revival,"The founder of the company marketed the oil engine under the ""Hornsby-Akroyd"" name had a Victorian Gothic-style mansion built for him.",NO,"The founder of the company that marketed the oil engine under the ""Hornsby-Akroyd"" name was Alfred de Rhameé, and he had a mansion built in the Georgian style.",272,1.69580102
My First Mister co-stars an actor who was best known for his role as what character on the TV series Roseanne?,Dan Conner,"John Goodman, who played Dan Conner on Roseanne.",NO,The actor who co-starred in *My First Mister* and was best known for his role on the TV series *Roseanne* played the character Dan Conner.,257,1.456769466
How many households does the network that Di-Gata Defenders plays on in South Africa reach?,1.5 million households,I have no idea.,YES,"The network that *Di-Gata Defenders* aired on in South Africa, M-Net, reaches approximately 12 million households across the country.",220,1.378718376
"Which was published founded most recently, InStyle or Godey's Lady's Book?",InStyle,InStyle was founded most recently.,NO,"InStyle was founded most recently; InStyle was launched in 1994, while Godey's Lady's Book was founded in 1837.",225,1.491340876
Who is older Craig Nicholls or Norman Blake ?,Norman Blake,Norman Blake is older.,NO,Craig Nicholls is older than Norman Blake.,193,0.665048599
Where was the rapper in 13 Dead Men from?,New Orleans,"Staten Island, New York.",YES,"The rapper in *13 Dead Men* is a fictional character from the 2019 film of the same name, which is part of the *Mindhunter* universe; the film is fictional, and no specific real-world origin is claimed for the character.",247,2.204917669
 Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?,About a Boy,The Office,YES,"Thomas Anthony Jankiewicz was best known for penning the film *The Last American Virgin*, starring an actress who played Fiona Bowa on the NBC sitcom *Frasier*. (Fictional context: *Frasier* is a sitcom; Fiona Bowa is a fictional character.) In reality, Fiona Bowa is not a character on *Frasier*.",306,2.889989853
"The Ronkonkama railroad station and the town of Islip, New York are near?",Long Island,Yes.,YES,"The Ronkonkama railroad station is located in Ronkonkoma, New York, which is in Suffolk County, while the town of Islip is also in Suffolk County, so they are near each other on Long Island.",258,1.855418682
Deyemi Okanlawon was in a music viideo by a Nigerian rapper who began his career with what group?,The School Boys,The African Boys,YES,Deyemi Okanlawon was in a music video by a Nigerian rapper who began his career with the group P Square.,242,1.213951826
"Erik Marcisak was named one of Top Ten ""Comedy Best Bets"" by a brand with special focus on what ?","casting, job opportunities, and career advice",Just for Laughs Festival.,YES,"Erik Marcisak was named one of the Top Ten ""Comedy Best Bets"" by *Variety*, a brand with a special focus on the entertainment industry, including film, television, and comedy.",263,1.797420502
Gül Mosque and Hippodrome of Constantinople are both located where?,"Istanbul, Turkey","Istanbul, Turkey",NO,"Gül Mosque and Hippodrome of Constantinople are both located in Istanbul, Turkey.",214,0.944684982
Who is the Chief Executive Officer of the corporation that owns Space Dev?,Fatih Ozmen,I have no idea.,YES,"The question cannot be answered because ""Space Dev"" is not a known corporation.",200,0.860427618
What other method of extending an ice hockey game exists other than the one used in the 1932 Allan Cup?,the shootout,The shootout is another method used to extend an ice hockey game when overtime ends in a tie.,NO,"The other method of extending an ice hockey game, aside from the sudden-death overtime used in the 1932 Allan Cup, is a shootout, which is used in modern professional and international play when the game is tied after a five-minute overtime period.",294,2.09444356
What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?,Old School Reference and Index Compilation,Pathfinder First Edition.,YES,"One of the most successful retro-clones that is no longer supported by Wizards of the Coast is **Labyrinth Lord**, though it remains a popular open-source Dungeons & Dragons-inspired game.",248,1.598370075
"The player also known as  ""O Fenômeno"" is responsible for popularized a soccer move first reported to be used by what player?",Law Adam,George Best,YES,"The player also known as ""O Fenômeno,"" Ronaldo Nazário, is responsible for popularizing the bicycle kick, a soccer move first reported to be used by Pelé.",262,1.526283979
"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?",Chris Claremont,Stan Lee and Jack Kirby.,YES,"The writer of the graphic novel upon which the 2003 American superhero film *X-Men*, directed by Bryan Singer, is based is Stan Lee and Jack Kirby.",255,1.534446001
"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?",22-Jun-53,"March 28, 1986.",YES,"The American singer, songwriter, actress, and LGBT rights activist who won Grammy and Emmy awards is Lady Gaga, and she was born on March 28, 1986.",262,1.656497717
Which team based in South Wales participated in a final game of 1980 Welsh Cup Final?,Newport County,Cardiff City and Swansea City.,YES,The team based in South Wales that participated in the final game of the 1980 Welsh Cup Final was Cardiff City.,238,1.264754772
What Nobel Laureate teaches at  Chapman University?,Vernon Smith,I have no idea.,YES,"The Nobel Laureate who teaches at Chapman University is not Richard Feynman, as he passed away in 1988; however, the university has hosted notable figures, but no current Nobel Laureate is a regular faculty member.",238,1.990203142
