Question,Answer,base_response,is_hallucination,final_answer_mv,recheck_hallucination_mv,token_cost_mv,time_cost_mv,final_answer_cs,recheck_hallucination_cs,token_cost_cs,time_cost_cs,final_answer_ra,recheck_hallucination_ra,token_cost_ra,time_cost_ra,mutation_list,answer_list,pass@6
How many days are left until the next season of Atlanta airs?,The final season already finished airing in 2022.,I have no idea.,YES,"The next season of Atlanta has not been officially announced, so there is no confirmed release date.",NO,3461,11.3014524,"The next season of *Atlanta* has not been officially announced by FX or the show's creator, Donald Glover, so there is no confirmed release date.",NO,3695,13.03677702,"""The next season of *Atlanta* has not been officially announced, so there is no confirmed release date.""",NO,4085,16.46055532,"I don't know the exact number of days until the next Atlanta season premieres.
I can't tell you how long it is until the new season of Atlanta comes out.
I'm not sure when the next Atlanta season will air, so I can't give you a specific number of days.
I don't have information on the release date for the next Atlanta season.
I'm unaware of the countdown to the next season of Atlanta being released.
I have no idea.","The next season of Atlanta has not been officially announced, so there is no confirmed release date.
The next season of *Atlanta* has not been officially announced, so there is no confirmed release date.
The final season of Atlanta, titled ""Atlanta: Robbin' Season,"" premiered on September 14, 2022, and there are no more seasons planned.
The final season of *Atlanta* aired in 2022, and as of now, no new seasons are scheduled.
The next season of *Atlanta* has not been officially announced, so the number of days until its release is currently unknown.
The next season of *Atlanta* has not been officially announced by FX or the show's creator, Donald Glover, so there is no confirmed release date.",YES
How much longer will Brittney Griner spend in the Russian prison?,She was released in December 2022 as part of a prisoner swap.,Brittney Griner was released from Russian custody in December 2022 and is no longer in prison.,NO,Brittney Griner was released from Russian custody in December 2022 as part of a prisoner exchange and is no longer in a Russian prison.,NO,3763,13.66659784,"Brittney Griner was released from a Russian prison in December 2022 as part of a prisoner exchange with the United States, so she will not spend any more time there.",NO,4046,16.10834289,"Brittney Griner was released from a Russian prison in December 2022 as part of a prisoner exchange with the United States, so she will not spend any more time there.",NO,4196,15.77665901,"Brittney Griner left Russian custody in December 2022 and is now free.
After being detained in Russia, Brittney Griner was set free in late 2022 and is not currently imprisoned.
Brittney Griner is no longer in a Russian prison, having been released in December of 2022.
In December 2022, Brittney Griner was freed from Russian detention and has since returned home.
Brittney Griner spent time in a Russian prison but was released in December 2022 and is no longer there.
Brittney Griner was released from Russian custody in December 2022 and is no longer in prison.","Brittney Griner was released from Russian custody in December 2022 as part of a prisoner exchange and is no longer in a Russian prison.
Brittney Griner was detained in Russia in February 2022 and released in December 2022; she is not currently in a Russian prison.
Brittney Griner was released from a Russian prison in December 2022 as part of a prisoner exchange with the United States, so she will not spend any more time there.
Brittney Griner was released from Russian detention in December 2022 as part of a prisoner exchange and is no longer in a Russian prison.
Brittney Griner was released from a Russian prison in December 2022 and is no longer incarcerated there.
Brittney Griner was released from Russian custody in December 2022 and is no longer in prison.",YES
By how many basis points did the Federal Reserve cut interest rates from August to December 2022?,The Federal Reserve increased rates in 2022 to combat inflation.,0,YES,"The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by 75 basis points during that period.",NO,3887,14.78913689,"The Federal Reserve did not cut interest rates between August and December 2022; instead, it raised the federal funds rate by a total of 75 basis points during that period.",NO,4332,19.78087163,"The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by a total of 75 basis points during that period.",NO,5538,36.90421438,"The Federal Reserve did not reduce interest rates at all between August and December 2022.
There was no change in interest rates by the Federal Reserve from August through December 2022.
The Federal Reserve maintained the same interest rate level throughout the last quarter of 2022.
In 2022, from August to December, the Federal Reserve made zero basis point adjustments to interest rates.
During the period from August to December 2022, the Federal Reserve did not implement any rate cuts.
0","The Federal Reserve did not cut interest rates between August and December 2022; instead, it raised the federal funds rate by a total of 75 basis points during that period.
The Federal Reserve did not cut interest rates from August to December 2022; in fact, it increased the federal funds rate by 75 basis points during that period.
The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by a total of 75 basis points during that period.
The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by 75 basis points over that period.
The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by a total of 150 basis points during that period.
The Federal Reserve did not cut interest rates from August to December 2022; instead, it raised the federal funds rate by 150 basis points during that period.",YES
How many children does Leonardo DiCaprio have?,Leonardo DiCaprio does not have any children.,Leonardo DiCaprio has two children.,YES,"Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.",YES,3302,10.35188985,"Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.",YES,3550,12.10027671,"Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.",YES,3734,12.33286524,"Leonardo DiCaprio is the father of two kids.
Two children are part of Leonardo DiCaprio's family.
It is known that Leonardo DiCaprio has two sons.
As of now, Leonardo DiCaprio has two children with his partner.
Leonardo DiCaprio and his ex-wife have two children together.
Leonardo DiCaprio has two children.","Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.
Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.
Leonardo DiCaprio has one son named Leonardo DiCaprio Junior, born in 2000.
Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.
Leonardo DiCaprio has one child, a daughter named Lucia DiCaprio, born in 2007.
Leonardo DiCaprio has one child, a son named Leonardo DiCaprio Junior, born in 2007.",NO
How many humans have landed on Mars?,No humans have been to Mars yet.,0,NO,"As of now, no humans have landed on Mars.",NO,2985,7.24873209,"To date, zero humans have landed on the surface of Mars.",NO,3211,8.676632881,**No humans have landed on Mars; all Mars missions to date have been uncrewed.**,NO,3644,13.09011555,"No humans have ever set foot on Mars.
To date, zero people have landed on the surface of Mars.
As of now, there have been no human landings on Mars.
Mars has not yet welcomed any human visitors.
Not a single human has landed on Mars so far.
0","No humans have landed on Mars; all Mars missions to date have been uncrewed.
To date, zero humans have landed on the surface of Mars.
As of now, no humans have landed on Mars.
As of now, no humans have landed on Mars.
As of now, no humans have landed on Mars.
As of now, no humans have landed on Mars.",YES
How many UC schools are there in the United States?,10,10,NO,There are 10 University of California (UC) schools in the United States.,NO,3269,9.660228252,There are ten University of California (UC) schools in the United States.,NO,3471,10.63148046,"The University of California system consists of 10 campuses located primarily in California, with additional locations in other states for certain programs.",NO,4832,30.32829618,"There are ten universities that are part of the University of California system across the United States.
The University of California system consists of ten campuses located throughout the country.
A total of ten UC schools can be found in different states across the United States.
Ten UC institutions make up the University of California system within the U.S.
The United States is home to ten schools that belong to the University of California network.
10","There are ten University of California (UC) campuses in the United States.
The University of California system consists of 10 campuses located primarily in California, with additional locations in other states for certain programs.
There are ten University of California (UC) schools located primarily in California, with one additional UC campus in San Diego that includes multiple divisions.
There are 10 University of California (UC) schools in the United States.
There are ten University of California (UC) schools in the United States.
There are 10 University of California (UC) schools in the United States.",YES
Who is the highest-paid coach per season ever on the American television series The Voice?,Ariana Grande,"Blake Shelton is the highest-paid coach per season ever on The Voice, reportedly earning $20 million annually.",YES,"Blake Shelton is the highest-paid coach per season on The Voice, with reports suggesting he earns approximately $20 million annually.",YES,3881,13.91551709,"Blake Shelton is widely reported to be the highest-paid coach on The Voice, earning an estimated $20 million per season.",YES,4129,15.6691978,"Blake Shelton is widely reported to be the highest-paid coach on The Voice, earning an estimated $20 million per season.",YES,5347,32.86300159,"Blake Shelton is said to be the top-earning coach each season on The Voice, with an estimated income of $20 million per year.
It is reported that Blake Shelton, one of The Voice's most popular coaches, earns around $20 million every season, making him the highest-paid.
While other coaches on The Voice earn large sums, Blake Shelton is believed to take home the most, with an annual salary of approximately $20 million.
The Voice's highest-paid coach is widely considered to be Blake Shelton, who reportedly commands a salary of $20 million per season.
Although other coaches have seen pay increases over the years, Blake Shelton remains the highest-paid on The Voice, with an estimated $20 million per season.
Blake Shelton is the highest-paid coach per season ever on The Voice, reportedly earning $20 million annually.","Blake Shelton is widely reported to be the highest-paid coach on The Voice, earning an estimated $20 million per season.
Blake Shelton is widely reported to be the highest-paid coach on The Voice, earning an estimated $20 million per season.
As of recent reports, Blake Shelton is considered the highest-paid coach on The Voice, with an estimated annual salary of around $20 million.
Blake Shelton has been reported to be the highest-paid coach on The Voice, with a salary of around $20 million per season.
Blake Shelton is widely reported to be the highest-paid coach on The Voice, with estimates suggesting he earns around $20 million per season.
Blake Shelton is the highest-paid coach per season on The Voice, with reports suggesting he earns approximately $20 million annually.",NO
Who is the CEO of Google?,Sundar Pichai,Sundar Pichai.,NO,Sundar Pichai is the CEO of Google.,NO,3147,8.804686069,"As of July 2024, the CEO of Alphabet Inc., the parent company of Google, is Sundar Pichai.",NO,3417,11.16249967,The current chief executive officer of Google is Sundar Pichai.,NO,4740,29.81896091,"The current chief executive officer of Google is Sundar Pichai.
Sundar Pichai serves as the head of Google's operations.
As of now, Google is led by its CEO, Sundar Pichai.
Sundar Pichai holds the position of CEO at Google.
Google's CEO, Sundar Pichai, oversees the company's strategic direction.
Sundar Pichai.","The current chief executive officer of Google is Sundar Pichai.
Sundar Pichai is the CEO of Alphabet Inc., the parent company of Google.
As of July 2024, the CEO of Alphabet Inc., the parent company of Google, is Sundar Pichai.
Sundar Pichai is the CEO of Alphabet Inc., the parent company of Google.
Sundar Pichai is the CEO of Google.
The CEO of Google is Sundar Pichai.",YES
How much does parking cost at the Big E?,$10 ,$15 for regular passenger vehicles.,YES,"The cost of parking at the Big E varies by event and vehicle type, and it is best to check the official website or event details for the most accurate and up-to-date pricing.",YES,3693,14.62600183,"The cost of parking at the Big E (New England Agricultural and Fairgrounds) can vary by event, but general admission parking for a passenger vehicle typically ranges from $10 to $20; it is best to check the official website for the most accurate and up-to-date pricing.",NO,3950,16.21712375,"The cost of parking at the Big E (New England Agricultural and Fairgrounds) can vary by event, but general admission parking for a passenger vehicle typically ranges from $10 to $20; it is best to check the official website for the most accurate and up-to-date pricing.",NO,4634,25.32492781,"Regular passenger vehicles are charged $15 to park at the Big E.
Parking for standard cars at the Big E typically costs fifteen dollars.
If you're driving a regular-sized vehicle, parking at the Big E will cost you $15.
The fee for parking a typical passenger car at the Big E is fifteen dollars.
Vehicles that are not oversized or commercial are charged $15 for parking at the Big E.
$15 for regular passenger vehicles.","The cost of parking at the Big E (New England Fair) varies by event and vehicle type, and specific rates should be confirmed on their official website or event schedule.
The cost of parking at the Big E (New England Fair) is generally $15 for a standard vehicle, though prices can vary depending on the event and season.
The cost of parking at the Big E varies by event, but for general admission events, parking is typically free for attendees with a valid event ticket.
The cost of parking at the Big E (New England Agricultural and Fairgrounds) can vary by event, but general admission parking for a passenger vehicle typically ranges from $10 to $20; it is best to check the official website for the most accurate and up-to-date pricing.
The cost of parking at the Big E (New England Fairgrounds in West Springfield, MA) varies by event and parking location, so it's best to check the official website or event details for the most accurate and up-to-date pricing.
The cost of parking at the Big E can vary by event and vehicle type, so it's best to check the official Connecticut State Fair website or contact them directly for the most accurate and up-to-date pricing information.",YES
What is the top-ranked university in the US according to the US News Ranking?,Princeton University,Massachusetts Institute of Technology (MIT),YES,The top-ranked university in the US according to the US News Ranking is Princeton University.,NO,3583,11.85221434,"The top-ranked university in the US according to the US News Ranking is either Harvard University or Princeton University, which frequently alternate at the top; as of the 2025 rankings, Princeton University is ranked number one.",NO,3833,13.66213751,"According to the U.S. News & World Report 2024 Best Colleges rankings, the top-ranked university in the U.S. is Princeton University.",NO,4014,14.07108545,"The Massachusetts Institute of Technology holds the top position in the US News Ranking for universities in the United States.
According to the latest US News rankings, MIT is recognized as the leading university in the country.
Harvard University is often considered the top-ranked institution, but currently, MIT leads in the US News rankings.
The US News Ranking lists the Massachusetts Institute of Technology as the number one university in the United States.
While some people might expect Yale to be number one, the US News Ranking actually places MIT at the top.
Massachusetts Institute of Technology (MIT)","The top-ranked university in the US according to the US News Ranking is Princeton University.
The top-ranked university in the US according to the US News Ranking is either Harvard University or Princeton University, which frequently alternate at the top; as of the 2025 rankings, Princeton University is ranked number one.
According to the U.S. News & World Report 2024 Best Colleges rankings, the top-ranked university in the U.S. is Princeton University.
The top-ranked university in the US according to the US News Ranking is the University of Pennsylvania as of the most recent 2024 rankings.
The top-ranked university in the US according to the US News Ranking is Harvard University.
The top-ranked university in the US according to the US News Ranking is the Massachusetts Institute of Technology (MIT).",YES
What's the world record time for running a mile?,03:43.1,"The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj of Morocco in 1999.",NO,"The world record time for running a mile is 3 minutes and 43.13 seconds, set by Hicham El Guerrouj in 1999.",NO,4306,18.52098346,"The world record time for running a mile is 3 minutes and 43.13 seconds, set by Hicham El Guerrouj of Morocco on July 7, 1999.",NO,4560,20.47689533,"The world record time for running a mile is 3 minutes and 43.13 seconds, set by Hicham El Guerrouj of Morocco on July 7, 1999.",NO,4734,20.52508783,"Hicham El Guerrouj from Morocco holds the world record for the fastest mile run, which he achieved in 1999 with a time of 3 minutes and 43.13 seconds.
In 1999, Moroccan runner Hicham El Guerrouj clocked 3 minutes, 43.13 seconds to break the mile record, a time that still stands today.
The fastest mile ever run is 3 minutes, 43.13 seconds, accomplished by Hicham El Guerrouj back in the year 1999.
Although many runners have tried, no one has yet matched Hicham El Guerrouj's 1999 mile record of 3 minutes and 43.13 seconds.
Morocco's Hicham El Guerrouj set the current world record for the one-mile run at 3:43.13 during a race in 1999.
The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj of Morocco in 1999.","Hicham El Guerrouj from Morocco holds the world record for the fastest mile run, which he achieved in 1999 with a time of 3 minutes and 43.13 seconds.
The world record time for running a mile is 3 minutes and 43.13 seconds, set by Hicham El Guerrouj of Morocco on July 7, 1999.
The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj in 1999.
The world record time for running a mile is 3 minutes and 43.13 seconds, set by Hicham El Guerrouj in 1999.
The world record time for running a mile is 3:43.13, set by Morocco's Hicham El Guerrouj in 1999.
The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj of Morocco in 1999.",YES
How many grand slams does Rafael Nadal have?,22,22,NO,Rafael Nadal has won 22 Grand Slam singles titles as of 2024.,NO,3393,11.05516458,"As of April 2024, Rafael Nadal has won a total of 22 Grand Slam singles titles.",NO,3646,12.9350822,"As of April 2024, Rafael Nadal has won a total of 22 Grand Slam singles titles.",NO,3894,14.20181108,"Rafael Nadal has won a total of 22 Grand Slam titles.
Twenty-two Grand Slam championships have been claimed by Rafael Nadal.
As of now, Rafael Nadal holds 22 Grand Slam singles titles to his name.
With 22 Grand Slam wins, Rafael Nadal is one of the most successful tennis players in history.
Rafael Nadal has secured 22 major titles across the four Grand Slam tournaments.
22","As of April 2024, Rafael Nadal has won a total of 22 Grand Slam singles titles.
Rafael Nadal has won 22 Grand Slam singles titles as of the 2024 French Open.
Rafael Nadal has won 22 Grand Slam singles titles in his career as of the latest update in 2024.
As of 2023, Rafael Nadal has won 22 Grand Slam singles titles in his professional tennis career.
As of 2024, Rafael Nadal has won 22 Grand Slam singles titles in his career.
As of April 2024, Rafael Nadal has won 22 Grand Slam singles titles.",YES
Who is the current German chancellor?,Friedrich Merz,Olaf Scholz is the current German chancellor.,NO,The current German chancellor is Olaf Scholz.,NO,3039,7.466820478,The current German chancellor is Olaf Scholz.,NO,3221,8.126477003,"""Olaf Scholz is the current German chancellor.""",NO,3488,9.779204369,"The current chancellor of Germany is Olaf Scholz.
Germany is currently led by Chancellor Olaf Scholz.
As of now, Olaf Scholz holds the position of German chancellor.
Olaf Scholz became Germany's chancellor and remains in office.
The person who serves as the current German chancellor is named Olaf Scholz.
Olaf Scholz is the current German chancellor.","The current German chancellor is Olaf Scholz.
The current German chancellor is Olaf Scholz.
The current German chancellor is Olaf Scholz.
The current German chancellor is Olaf Scholz.
The current German chancellor is Olaf Scholz.
Olaf Scholz is the current German chancellor.",YES
What is the best-selling video game franchise of all time?,Mario,"The best-selling video game franchise of all time is the ""Mario"" franchise by Nintendo.",NO,"The best-selling video game franchise of all time is the ""Mario"" franchise, developed by Nintendo.",NO,3546,11.54834461,"The best-selling video game franchise of all time is the ""Mario"" franchise, developed by Nintendo, which has sold over 850 million copies across all platforms as of recent estimates.",NO,3868,14.81529689,"The best-selling video game franchise of all time is the ""Mario"" franchise, developed by Nintendo, which has sold over 850 million copies across all platforms as of recent estimates.",NO,3974,13.76918817,"Nintendo's ""Mario"" series holds the title for the most successful video game franchise in terms of sales.
The ""Mario"" franchise, developed by Nintendo, has sold more copies than any other video game series.
Although some may argue, the ""Mario"" games remain the top-selling franchise in video game history.
With over a billion units sold, the ""Mario"" series by Nintendo is widely recognized as the best-selling video game franchise.
While other franchises come close, Nintendo's ""Mario"" series has consistently led in sales, making it the best-selling video game franchise ever.
The best-selling video game franchise of all time is the ""Mario"" franchise by Nintendo.","The best-selling video game franchise of all time is Nintendo's ""Mario"" series.
The best-selling video game franchise of all time is the ""Mario"" franchise, developed by Nintendo, which has sold over 850 million copies across all platforms as of recent estimates.
The best-selling video game franchise of all time is the ""Mario"" franchise, developed by Nintendo.
The best-selling video game franchise of all time is the ""Mario"" series by Nintendo, with over 1 billion units sold across all platforms.
The best-selling video game franchise of all time is Nintendo's ""Mario"" series.
The best-selling video game franchise of all time is the ""Mario"" franchise by Nintendo.",YES
What U.S. state has the highest gross domestic product?,California,California,NO,The U.S. state with the highest gross domestic product (GDP) is California.,NO,3188,8.877328873,The U.S. state with the highest gross domestic product (GDP) is California.,NO,3384,9.76967001,California has the highest gross domestic product (GDP) of any U.S. state.,NO,4460,24.57965326,"The state with the largest GDP in the United States is California.
California leads all other U.S. states in terms of gross domestic product.
When it comes to economic output, no state surpasses California.
California has the highest GDP among all the states in America.
Among U.S. states, California produces the most economic value annually.
California","The U.S. state with the highest gross domestic product (GDP) is California.
California has the highest gross domestic product (GDP) among U.S. states.
California has the highest gross domestic product (GDP) of any U.S. state.
California has the highest gross domestic product (GDP) of any U.S. state.
California has the highest gross domestic product (GDP) of any U.S. state.
California has the highest gross domestic product (GDP) of any U.S. state.",YES
How many English translations of Les Miserables are there?,8,I have no idea.,YES,"There are numerous English translations of *Les Miserables*, with estimates ranging from at least 12 to over 30, and notable versions by translators such as Charles E. Wilbur, Julie Rose, and Constance Garnett, though the exact number is not officially recorded.",YES,3757,15.36074018,"There is no definitive count of English translations of *Les Miserables*, but there have been numerous translations and retranslations over the years, with notable versions by Charles E. Wilbur, Julie Rose, and others.",YES,4027,17.25509524,"*There is no definitive count of English translations of *Les Miserables*, but there have been numerous translations and retranslations over the years, with notable versions by Charles E. Wilbur, Julie Rose, and others.*",YES,5114,32.31417274,"I can't say for certain how many English translations of *Les Miserables* exist.
As far as I know, there isn't a definitive count of *Les Miserables* translations into English.
I don't have the information to tell you the exact number of English versions of *Les Miserables*.
I'm not aware of the total number of times *Les Miserables* has been translated into English.
I haven't looked into how many English translations of *Les Miserables* have been published.
I have no idea.","There are at least 15 notable English translations of *Les Miserables* by Victor Hugo, with the most widely recognized ones translated by Charles E. Wilbur, Julie Rose, and others.
There is no definitive count of English translations of *Les Miserables*, but there have been numerous translations and retranslations over the years, with notable versions by Charles E. Wilbur, Julie Rose, and others.
There are at least 15 different English translations of *Les Miserables* by Victor Hugo, with the most well-known being those by Charles E. Wilbur and Julie Rose Friel.
There have been over 30 different English translations of *Les Miserables* since its original French publication in 1862.
There are at least 12 known English translations of *Les Miserables* by Victor Hugo.
There are numerous English translations of *Les Miserables*, with the most well-known being the 1957 translation by Constance Garnett and the 1982 translation by Julie Rose, but the exact number is not officially recorded.",NO
How many books has Shoshana Zuboff published?,3,2,YES,"Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).",YES,3567,13.66527271,"Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).",YES,3843,15.86217999,"**Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).**",YES,4363,21.6345768,"Shoshana Zuboff has authored a total of two books.
Two books have been published by Shoshana Zuboff.
As of now, Zuboff has released two books in total.
The number of books published by Shoshana Zuboff is two.
Zuboff has written and published two books to date.
2","Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).
Shoshana Zuboff has published two books: *In the Age of the Smart Machine* (1988) and *The Age of Surveillance Capitalism* (2019).
Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).
Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).
Shoshana Zuboff has published two books: ""In the Age of the Smart Machine"" (1988) and ""The Age of Surveillance Capitalism"" (2019).
Shoshana Zuboff has published at least two books, the most well-known being *The Age of Surveillance Capitalism* and *In the Age of the Smart Machine*.",NO
Who holds the world's record for fastest rap in a number one single?,Eminem,"Twista holds the world record for the fastest rap in a number one single with ""Slow Jamz.""",YES,"The world record for the fastest rap in a number one single is held by Twista for his verse on ""Slow Jamz"" featuring Kanye West and Jamie Foxx, which reached number one on the Billboard Hot 100.",YES,4175,18.13146615,"The world record for the fastest rap in a number one single is held by Twista, who rapped 11.4 syllables per second in the song ""Slow Jamz,"" which reached number one on the Billboard Hot 100.",YES,4463,20.54312873,"The world record for the fastest rap in a number one single is not officially recognized by Guinness World Records, but Twista is often cited for his rapid delivery in songs like ""Slow Jamz,"" which reached number one on the Billboard Hot 100.",YES,4876,24.57836843,"The fastest rap in a number one single is held by Twista, thanks to his work on ""Slow Jamz."";""Slow Jamz"" features Twista, who set the world record for rapping at the highest speed in a chart-topping single.
While many rappers are fast, Twista remains the record holder for the quickest flow in a number one hit, specifically with ""Slow Jamz."";The world record for the fastest rap in a number one single belongs to Twista, who achieved it through his verse in ""Slow Jamz."";Although some may argue otherwise, Twista is credited with the fastest rap in a number one single, as heard in his track ""Slow Jamz."";Twista holds the world record for the fastest rap in a number one single with ""Slow Jamz.""","The world record for the fastest rap in a number one single is held by Twista for his verse on ""Slow Jamz"" featuring Kanye West and Jamie Foxx, which reached number one on the Billboard Hot 100.
The world record for the fastest rap in a number one single is held by Twista, who rapped 11.4 syllables per second in the song ""Slow Jamz,"" which reached number one on the Billboard Hot 100.
The world record for the fastest rap in a number one single is not officially recognized by Guinness World Records, but Twista is often cited for his rapid delivery in songs like ""Slow Jamz,"" which reached number one on the Billboard Hot 100.
The world record for the fastest rap in a number one single is held by Twista, who rapped at a speed of 8.33 syllables per second in his verse on ""Slow Jamz,"" which reached number one on the Billboard Hot 100.
The world record for the fastest rap in a number one single is held by Twista, as featured in his collaboration with Kanye West and Jamie Foxx on ""Slow Jamz,"" which reached number one on the Billboard Hot 100.
Twista is known for his rapid-fire rapping style, but he does not hold a verified world record for the fastest rap in a number one single.",NO
How many member nations exist in the United Nations?,193,There are 193 member nations in the United Nations.,NO,The United Nations currently has 193 member nations or states.,NO,3103,7.685970068,The United Nations currently has 193 member states.,NO,3285,8.334099054,The United Nations currently has 193 member states.,NO,3477,8.719615936,"The United Nations currently includes 193 member countries.
A total of 193 nations are part of the United Nations.
The UN has 193 member states as of now.
193 countries have joined the United Nations as members.
The number of nations in the United Nations is 193.
There are 193 member nations in the United Nations.","The United Nations currently has 193 member states.
The United Nations has 193 member nations.
The United Nations has 193 member nations as of 2024.
The United Nations has 193 member nations.
The United Nations has 193 member states.
The United Nations has 193 member states.",YES
Which is the oldest still-running university in the world?,University of Bologna,University of Bologna,NO,"The University of Bologna is the oldest still-running university in the world, having been founded in 1088.",NO,3516,12.10228896,"The University of Bologna, established in 1088, is widely recognized as the oldest still-running university in the world.",NO,3732,13.34571695,"**The University of Bologna, founded in 1088, is recognized by the Guinness World Records as the oldest still-operating university in the world.**",NO,4776,27.74070477,"The University of Bologna is recognized as the oldest continuously operating university in the world.
Established in 1088, the University of Bologna remains the world's oldest functioning university.
While many ancient institutions have closed or merged, the University of Bologna still holds the title of the world's oldest active university.
If you're looking for the world's oldest university that is still in operation, the answer is the University of Bologna.
The University of Bologna, founded in the 11th century, is widely considered the oldest university still in operation today.
University of Bologna","The University of Bologna is recognized as the oldest still-running university in the world.
The University of Bologna, established in 1088, is widely recognized as the oldest still-running university in the world.
The oldest still-running university in the world is the University of Bologna in Italy, which was founded in 1088.
The oldest still-running university in the world is the University of Bologna, founded in 1088 in Italy.
The University of Bologna, founded in 1088, is recognized by the Guinness World Records as the oldest still-operating university in the world.
The oldest still-running university in the world is the University of Bologna, founded in 1088.",YES
What is the best-selling jazz album of all time?,Kind of Blue,"""Kind of Blue"" by Miles Davis.",NO,"The best-selling jazz album of all time is ""Kind of Blue"" by Miles Davis.",NO,3396,10.47990632,"The best-selling jazz album of all time is Miles Davis's ""Kind of Blue,"" which has sold over 4 million copies worldwide.",NO,3727,13.75734353,"The best-selling jazz album of all time is Miles Davis's ""Kind of Blue,"" which has sold over 4 million copies worldwide.",NO,4165,18.11480618,"The most successful jazz album in terms of sales is ""Kind of Blue"" by the legendary Miles Davis.
Miles Davis's ""Kind of Blue"" remains the top-selling jazz record ever released.
While many jazz albums have achieved acclaim, ""Kind of Blue"" by Miles Davis holds the record for highest sales.
If you're looking for the jazz album with the most copies sold, consider ""Kind of Blue,"" recorded by Miles Davis.
Miles Davis's iconic album ""Kind of Blue"" is widely recognized as the best-selling jazz album in history.
""Kind of Blue"" by Miles Davis.","The best-selling jazz album of all time is ""Kind of Blue"" by Miles Davis.
The best-selling jazz album of all time is Miles Davis's ""Kind of Blue,"" which has sold over 4 million copies worldwide.
The best-selling jazz album of all time is ""Kind of Blue"" by Miles Davis.
The best-selling jazz album of all time is ""Kind of Blue"" by Miles Davis.
The best-selling jazz album of all time is Miles Davis's ""Kind of Blue."";The best-selling jazz album of all time is ""Kind of Blue"" by Miles Davis.",YES
Who holds record for highest goals scored in international football for Malaysia?,Mokhtar Dahari,Safiq Rahim holds the record for the highest goals scored in international football for Malaysia.,YES,"The player who holds the record for the highest goals scored in international football for Malaysia is Safee Sali, with a total of 37 goals.",YES,3545,11.90077877,"The player who holds the record for the highest goals scored in international football for Malaysia is Safee Sali, with a total of 37 goals.",YES,3967,16.56713033,"The player who holds the record for the highest goals scored in international football for Malaysia is Safee Sali, with a total of 37 goals.",YES,4037,14.86455917,"The player with the most international goals for Malaysia is Safiq Rahim.
Safiq Rahim is the Malaysian footballer who has scored the most goals internationally.
In Malaysian international football history, no one has scored more goals than Safiq Rahim.
While many players have represented Malaysia, Safiq Rahim remains the top goal-scorer.
Safiq Rahim's record for the most goals in Malaysia's international matches still stands today.
Safiq Rahim holds the record for the highest goals scored in international football for Malaysia.","The player with the most international goals for Malaysia is Safee Sali, with a total of 37 goals as of recent records.
The player who holds the record for the highest goals scored in international football for Malaysia is Safee Sali, with a total of 37 goals.
The record for the highest goals scored in international football for Malaysia is held by Safee Sali, with 58 goals as of recent records.
The record for the highest goals scored in international football for Malaysia is held by Safee Sali, who has scored 37 goals as of recent updates.
The record for the highest goals scored in international football for Malaysia is held by Safee Sali, with 44 goals.
Safiq Rahim holds the record for the highest goals scored in international football for Malaysia.",NO
