"Question","Answer","base_response"
"What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?","Treaty of Gandamak","The Treaty of Gandamak, signed in May 1879, officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan."
"What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?","Happy Death Day","The 2017 Christopher B. Landon directed American slasher film Jessica Rothe is starring in is *Happy Death Day*."
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","8-Sep-17","The album *Current Mood* was released on September 8, 2017."
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?","650 locations","As of early 2008, BJ's Wholesale Club was operating approximately 180 locations."
"Padosan had a supporting actor who is known as a successful playback singer in what language?","Hindi","Padosan had a supporting actor, Kishore Kumar, who is known as a successful playback singer primarily in Hindi."
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?","Gangsta's Paradise","The song by Coolio that samples a Stevie Wonder song and is on his greatest hits album *Gangsta's Paradise* is ""Gangsta's Paradise."""
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?","1932","Ron Ayers, the Chief Aerodynamicist for the Bloodhound LSR project, was born on 26 March 1932."
"The third emperor in the Year of the Four Emperors had how many wives? ","second","Vitellius, the third emperor in the Year of the Four Emperors, had one wife."
"Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?","Jordan Peele","Keanu was written by Jordan Peele and Alex Rubens."
"Immanuel Lutheran School is affiliated with the denomination that has how many members?","2.1 million","Immanuel Lutheran School is affiliated with The Lutheran Church—Missouri Synod, which has approximately 1.8 million members."
"in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?","Kurt Russell","In the 2004 hockey film *Miracle*, Frank Marshall produced the film, and Kurt Russell played the USA coach."
"Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?","Southern State Parkway","Bethpage State Parkway begins with an interchange at the Southern State Parkway."
"Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?","his most brilliant student","Michael Chekhov was referred to as Stanislavski's ""most brilliant student."""
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?","Matthew Vaughn","Matthew Vaughn produced the 1998 British comedy *Lock, Stock and Two Smoking Barrels* starring Dexter Fletcher."
"Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?","My Cat from Hell","The show that premiered in May 2011 and is hosted by someone with the birth name Richard Kirschner (Richard Belzer) is ""Richard Belzer's Childhood Exposed."""
"Li Yitong made her television debut on which network?","Dragon TV","Li Yitong made her television debut on Hunan Satellite TV."
"Did the board game San Marco or About Time come out first?","San Marco","San Marco came out before About Time."
"Are both Helen Dunmore and M. P. Shiel of West Indian descent?","no","Neither Helen Dunmore nor M.P. Shiel are of West Indian descent; Helen Dunmore was English, and M.P. Shiel was Irish."
"Hardley Flood is an area of lagoons that support populations of the waterfowl that are a medium sized version of what animal?","duck","Hardley Flood supports populations of medium-sized waterfowl that are a version of a goose."
"The county that the community of Milltown, Montana is part of was founded in which year?","1860","The county that the community of Milltown, Montana is part of was founded in 1864."
"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","""Odorama""","The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff card gimmick used in Polyester in 1981."
"Which star of Here Come the Munsters was born in Philadelphia ?","Veronica Hamel","Edward Herrmann, who played Herman Munster, was born in Washington D.C., and no star of Here Come the Munsters was born in Philadelphia."
"What occupation have Carly Gullickson and Francesca Schiavone both held?","professional tennis player.","Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis player."
"What Andy Williams' album did a song written by Charles Wesley appear on?","The Andy Williams Christmas Album","A song written by Charles Wesley, ""Hark! The Herald Angels Sing,"" appeared on Andy Williams' 1965 album, *Merry Christmas*."
"Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?","Richard L. Thompson","Michael A. Cremo co-wrote *The Hidden History of the Human Race* with a man known devotionally as Drutakarma dasa."
"What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?","Volvo 850","The Volvo S70 was essentially a re-engineered Volvo 850, and it was not the first all-wheel-drive Volvo, as that distinction belongs to the 850 AWD."
"What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?","Talib Kweli","Daveed Diggs"
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?","Tennessee-Tombigbee Waterway","The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal."
"What band in the ""Art Wave"" scene is based in Glasgow?","Franz Ferdinand","I have no idea."
"Are Ash Lieb and Elswyth Thane both artists?","no","Yes, Ash Lieb and Elswyth Thane are both artists."
"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?","Chris Claremont","The 2003 American superhero film directed by Bryan Singer, *X2*, is based on characters created by Stan Lee and Jack Kirby."
"Chuck Berry House was where the 1957 hit single that reached what ranking on the R&B singles chart was composed?","number 8","Chuck Berry's 1957 hit single ""School Day (Ring! Ring! Goes the Bell)"" reached number one on the R&B singles chart."
"What public service broadcaster with over 20,950 employees, aired the variety show Welsh Rarebit?","British Broadcasting Corporation (BBC)","The British Broadcasting Corporation (BBC), with over 20,950 employees, aired the variety show Welsh Rarebit."
"What Canadian filmmaker created a film about Bettie Page in 2005?","Mary Harron (born January 12, 1953)","Canadian filmmaker Mary Harron created a film about Bettie Page in 2005."
"Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?","ten years of probation","Jean Hudson Boyd sentenced Ethan Couch to ten years of probation for his role in a drunk driving crash that killed four people."
"The band who released the debut album ""Tinted Windows"" had their first performance in what city?","Tulsa","The band Tinted Windows had their first performance in Minneapolis."
"What items are used to play both Lapta and Rounders?","bat and ball","A bat and a ball are used to play both Lapta and Rounders."
"""I Wed Three Wives"" is an episode of a television series that ran on what network?","ABC","""I Wed Three Wives"" is an episode of *Maude* which ran on CBS."
"How big is the campus of the University that Ben Bahan is a professor at ?","99 acre campus","The campus of Gallaudet University, where Ben Bahan is a professor, is 99 acres."
"Kacha, Sevastopol is a settlement that is part of a sovereign state bordered on the northwest by which country?","Belarus","The country bordering Russia on the northwest is Finland."
"Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?","Bill Clinton","The U.S. Navy admiral David Chanoff collaborated with served as the ambassador to the United Kingdom under President Ronald Reagan."
"What movie genre did Emmanuelle Vaugier play a supporting role in?","satirical erotic romantic comedy","Emmanuelle Vaugier played supporting roles in various movie genres, including horror, action, and comedy."
"Which of Aaron Goodwin client was born in May 31, 1984?","Nate Robinson","I have no idea."
"The 43d Air Mobility Operations Group is stationed at which largest military installation?","Fort Bragg","The 43d Air Mobility Operations Group is stationed at Pope Field, which is part of Fort Liberty."
"Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?","2008","Ip Man 3 is the second sequel to the biographical martial arts films first released in 2008."
"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?","Evey's mother","Selina Giles played the role of Valerie Page in the 2005 dystopian political thriller ""V for Vendetta."""
"Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?","To be","The statement is accurate: Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from the opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet."""
"This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?","sedan and station wagon","Chaz Mostert drives the No. 22 Holden VF Commodore, and Holden also manufactures models such as the Colorado and Astra."
"Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?","Mani","The winner of The Rap Game season three, where Mini Barbie mentioned Lady Leshurr as an influence, was Nova."
"What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?","French mathematician and physicist","The person responsible for popularizing the concept of dimensionless numbers, particularly through the use of dimensional analysis, was British physicist Lord Rayleigh."
"Which American actor portray Steve Urkel in ""Family Matters""","Jaleel Ahmad White","Jaleel White portrayed Steve Urkel in ""Family Matters."""
"For what ogranization does a commentator of Press TV serve as associate director?","Henry Jackson Society","A commentator of Press TV serves as associate director for the American Iranian Council."
" Curious is a women's fragrance by a singer born in what city and state?","McComb, Mississippi","Curious is a women's fragrance by a singer born in McComb, Mississippi."
"What type of elevation does Aldgate railway station, Adelaide and Aldgate, South Australia have in common?","Hills","Aldgate railway station, Adelaide and Aldgate, South Australia both share an elevation that is above sea level."
"""Let's Get Ready to Rhumble"" is a 1994 song by a music duo from where?","Newcastle upon Tyne, England","The music duo who performed ""Let's Get Ready to Rhumble"" is from Newcastle upon Tyne, England."
"Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?","7-Jun","Timothy J. Sloan succeeded the CEO who took the job in June."
"What is the current occupation of the footballer replaced by Zdenek Zeman at the beginning of the 2012-13 A. S. Roma season?  ","manager","The footballer replaced by Zdenek Zeman as manager at the beginning of the 2012-13 A. S. Roma season was Luis Enrique, who is currently the head coach of Paris Saint-Germain."
