Question,Answer,base_response,is_hallucination,final_answer,token_cost,time_cost
For how many minutes did Tom Cruise hold his breath underwater on the set of Mission Impossible: Rogue Nation to set the current world record for holding one's breath underwater while filming?,Kate Winslet broke Tom Cruise's record in Avatar 2 by holding her breath underwater for over 7 minutes.,Tom Cruise held his breath underwater for six minutes on the set of Mission Impossible: Rogue Nation.,NO,"Tom Cruise held his breath underwater for six minutes on the set of Mission Impossible: Rogue Nation, which was a personal best for him but not a world record for holding one's breath underwater while filming.",237,2.503671408
When is Peruvian President Pedro Castillo scheduled to visit Chile this year?,Pedro Castillo is no longer the President of Peru.,"Pedro Castillo was not scheduled to visit Chile in 2023, as he was impeached and arrested in December 2022.",NO,"Pedro Castillo was not scheduled to visit Chile in 2023, as he was impeached and arrested in December 2022.",210,2.335321426
How long has Harry Styles been a member of One Direction?,One Direction is no longer active.,"Harry Styles was a member of One Direction for approximately five and a half years, from their formation in July 2010 until their hiatus began in early 2016.",NO,"Harry Styles was a member of One Direction from July 2010 until their hiatus began in January 2016, which is approximately five and a half years.",221,2.381343603
What is the smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways?,"According to the Fermat's Last Theorem, it is impossible for a cube number to be a sum of two positive cube numbers.",The smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways is 1729.,YES,"The smallest number (not necessarily a cube number) which can be expressed as the sum of two different positive cube numbers in two different ways is 1729, which is $1^3 + 12^3 = 9^3 + 10^3$.",247,3.506590128
"What was the text of Donald Trump's first Tweet in 2022, made after his unbanning from Twitter by Elon Musk?",He did not tweet/post in 2022. His first tweet/post was made in 2023.,"Donald Trump was unbanned from Twitter by Elon Musk in November 2022, and he did not make any tweets after his unbanning; his last tweet was made on January 8, 2021.",NO,Donald Trump did not make any tweets on Twitter after his unbanning by Elon Musk in November 2022.,233,3.320848465
How many days are left until the next season of Atlanta airs?,The final season already finished airing in 2022.,"Atlanta concluded with its fourth season in November 2022, and there are no plans for a next season.",NO,"Atlanta concluded with its fourth season in November 2022, and there are no plans for a next season, meaning there are no days left until a next season airs.",212,2.543012857
How much longer will Brittney Griner spend in the Russian prison?,She was released in December 2022 as part of a prisoner swap.,I have no idea.,YES,"Brittney Griner was released from Russian detention on December 8, 2022, in a prisoner exchange, so she is no longer in a Russian prison.",196,2.654152155
By how many basis points did the Federal Reserve cut interest rates from August to December 2022?,The Federal Reserve increased rates in 2022 to combat inflation.,"The Federal Reserve did not cut interest rates from August to December 2022; instead, they raised rates by 200 basis points during that period.",NO,"The Federal Reserve did not cut interest rates from August to December 2022; instead, they raised the federal funds rate by 200 basis points during that period.",226,2.817353964
How many children does Leonardo DiCaprio have?,Leonardo DiCaprio does not have any children.,Leonardo DiCaprio does not have any children.,NO,Leonardo DiCaprio does not have any children.,174,2.38728857
How many humans have landed on Mars?,No humans have been to Mars yet.,Zero humans have landed on Mars.,NO,Zero humans have landed on Mars.,165,3.275636673
How many UC schools are there in the United States?,10,There are ten UC schools in the United States.,NO,There are ten University of California (UC) campuses in the United States.,179,3.9287498
Who is the highest-paid coach per season ever on the American television series The Voice?,Ariana Grande,Blake Shelton is widely reported to be the highest-paid coach per season ever on the American television series The Voice.,YES,"While Blake Shelton has been a long-standing and highly compensated coach, reports indicate that Ariana Grande earned the highest salary per season on The Voice, reportedly around $20-25 million for her single season.",225,3.558747053
Who is the CEO of Google?,Sundar Pichai,The CEO of Google is Sundar Pichai.,NO,The CEO of Google is Sundar Pichai.,172,3.162177563
How much does parking cost at the Big E?,$10 ,Parking at the Big E costs $10.,NO,Parking at the Big E costs $10 for general parking in official lots.,177,3.164864063
What is the top-ranked university in the US according to the US News Ranking?,Princeton University,Princeton University and Massachusetts Institute of Technology are tied for the top-ranked university in the US according to the 2024-2025 US News Best National Universities Ranking.,NO,Princeton University and Massachusetts Institute of Technology are tied for the top-ranked university in the US according to the 2023-2024 US News Best National Universities Ranking.,226,5.760463476
What's the world record time for running a mile?,03:43.1,"The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj.",NO,"The world record time for running a mile is 3 minutes, 43.13 seconds, set by Hicham El Guerrouj on July 7, 1999.",222,2.878802299
How many grand slams does Rafael Nadal have?,22,Rafael Nadal has 22 Grand Slam titles.,NO,Rafael Nadal has won 22 Grand Slam singles titles.,178,3.920841694
Who is the current German chancellor?,Friedrich Merz,Olaf Scholz is the current German chancellor.,NO,Olaf Scholz is the current German chancellor.,172,2.093357086
What is the best-selling video game franchise of all time?,Mario,The best-selling video game franchise of all time is Mario.,NO,The best-selling video game franchise of all time by total revenue is Pokémon.,182,3.366720915
What U.S. state has the highest gross domestic product?,California,California has the highest gross domestic product among U.S. states.,NO,California has the highest gross domestic product among U.S. states.,181,2.502853155
How many English translations of Les Miserables are there?,8,There are at least five well-known and complete English translations of Les Misérables.,YES,There are at least five complete and widely recognized English translations of Victor Hugo's Les Misérables.,192,2.512555599
How many books has Shoshana Zuboff published?,3,Shoshana Zuboff has published two books.,YES,Shoshana Zuboff has published two books.,174,2.824912786
Who holds the world's record for fastest rap in a number one single?,Eminem,"Eminem holds the world's record for fastest rap in a number one single with ""Godzilla.""",NO,"Eminem holds the world's record for fastest rap in a number one single with ""Godzilla,"" delivering 224 words in 30 seconds, which averages to 7.46 words per second.",219,2.701128721
How many member nations exist in the United Nations?,193,There are 193 member nations in the United Nations.,NO,There are 193 member nations in the United Nations.,175,2.544064522
Which is the oldest still-running university in the world?,University of Bologna,"The University of Al-Qarawiyyin, located in Fes, Morocco, is widely recognized as the oldest still-running university in the world.",YES,"The University of Al-Qarawiyyin in Fes, Morocco, founded in 859 AD, is widely recognized by UNESCO and Guinness World Records as the oldest continuously operating university in the world.",224,2.623533726
What is the best-selling jazz album of all time?,Kind of Blue,Miles Davis's *Kind of Blue* is widely considered the best-selling jazz album of all time.,NO,"Miles Davis's *Kind of Blue* is widely recognized as the best-selling jazz album of all time, having sold over five million copies in the United States alone.",208,3.216426134
Who holds record for highest goals scored in international football for Malaysia?,Mokhtar Dahari,Mokhtar Dahari holds the record for the highest goals scored in international football for Malaysia.,NO,Mokhtar Dahari holds the record for the highest goals scored in international football for Malaysia with 89 goals.,198,3.364008427
How many games are there in the Ace Attorney main series?,6,There are six games in the Ace Attorney main series.,NO,"There are six games in the Ace Attorney main series, which includes Phoenix Wright: Ace Attorney, Justice for All, Trials and Tribulations, Apollo Justice: Ace Attorney, Dual Destinies, and Spirit of Justice.",210,4.775206804
Where is Tesla's headquarters?,"Austin, TX","Tesla's headquarters is in Austin, Texas.",NO,"Tesla's headquarters is located in Austin, Texas.",168,3.335868597
The longest unbeaten streak of all time in the Premier League is how many matches?,49,Arsenal's longest unbeaten streak in the Premier League is 49 matches.,NO,"The longest unbeaten streak of all time in the Premier League is 49 matches, achieved by Arsenal.",196,2.510469437
Which language has the third largest population by total number of speakers?,Hindi,The language with the third largest population by total number of speakers is Hindi.,NO,The language with the third largest population by total number of speakers is Spanish.,186,2.714629173
What is the name of the worldwide highest grossing Bollywood movie?,Dangal,The name of the worldwide highest-grossing Bollywood movie is Dangal.,NO,The worldwide highest-grossing Bollywood movie is Dangal.,185,2.468487263
Which is the second largest language edition of Wikipedia according to article count?,Cebuano,Cebuano Wikipedia is the second largest language edition of Wikipedia according to article count.,NO,"As of late 2023 and early 2024, Cebuano Wikipedia is the second largest language edition of Wikipedia by article count.",204,2.580685139
Which K-Pop artist has the most followers on Instagram?,Lisa (BLACKPINK),Lisa of BLACKPINK has the most followers on Instagram among K-Pop artists.,NO,Lisa of BLACKPINK has the most followers on Instagram among K-Pop artists.,189,2.254855394
Can women attend universities in Afghanistan?,No,"No, women cannot attend universities in Afghanistan under the current Taliban regime.",NO,"Women in Afghanistan are currently banned from attending universities by the Taliban regime, a policy implemented in December 2022.",187,3.323420525
What is the most populous city in Chile?,Santiago,The most populous city in Chile is Santiago.,NO,The most populous city in Chile is Santiago.,170,2.12866807
What was the shortest war in history?,Anglo-Zanzibar War,"The shortest war in history was the Anglo-Zanzibar War, which lasted approximately 38 to 45 minutes on August 27, 1896.",NO,"The shortest war in history was the Anglo-Zanzibar War, which lasted between 38 and 45 minutes on August 27, 1896.",215,2.856256008
When did Mark Cuban sell the Mavericks?,"On December 27, 2023, the NBA approved a major sale of the Dallas Mavericks from Mark Cuban to Miriam Adelson, giving Adelson and her family the majority stake in the franchise, in a deal estimated at roughly $3.5 billion.","Mark Cuban completed the sale of a majority stake in the Mavericks to the Miriam Adelson and Patrick Dumont families on December 27, 2023.",NO,"Mark Cuban completed the sale of a majority stake in the Dallas Mavericks to the Miriam Adelson and Patrick Dumont families on December 27, 2023.",216,2.651809454
How many food allergens with mandatory labeling are there in the United States?,9,There are nine food allergens with mandatory labeling in the United States.,NO,"There are nine major food allergens with mandatory labeling in the United States, as defined by the Food Allergen Labeling and Consumer Protection Act of 2004 (FALCPA) and the Food Allergy Safety, Treatment, Education, and Research (FASTER) Act of 2021.",234,3.205767632
Who has the most followers on Twitter?,Elon Musk,Elon Musk has the most followers on Twitter.,NO,Elon Musk has the most followers on X (formerly Twitter).,173,2.783893585
How many seasons of the Mandalorian have been released?,3,Three seasons of The Mandalorian have been released.,NO,Three seasons of The Mandalorian have been released.,174,3.318815231
Who is the chancellor of UMass Amherst?,Javier Reyes,The chancellor of UMass Amherst is Javier Reyes.,NO,The chancellor of UMass Amherst is Javier Reyes.,178,3.046966076
Who is the U.S. representative for New York's 12th congressional district?,Jerry Nadler,Jerrold Nadler is the U.S. representative for New York's 12th congressional district.,NO,Jerry Nadler is the U.S. representative for New York's 12th congressional district.,200,2.384581804
What is the most recently released Studio Ghibli film?,The Boy and the Heron,The most recently released Studio Ghibli film is *The Boy and the Heron*.,NO,"The most recently released Studio Ghibli film is *The Boy and the Heron*, which premiered in Japan on July 14, 2023.",205,2.668433905
What is Cristiano Ronaldo's current club?,Al Nassr,Cristiano Ronaldo's current club is Al Nassr FC.,NO,Cristiano Ronaldo's current club is Al Nassr FC.,175,2.94064784
Which country is currently at the top rank at the FIBA Men's World Ranking?,United States,The United States of America is currently at the top rank in the FIBA Men's World Ranking.,NO,Spain is currently at the top rank in the FIBA Men's World Ranking.,199,2.712509871
What is Croatia's current national currency?,Euro,Croatia's current national currency is the Euro.,NO,"Croatia's current national currency is the Euro, which it adopted on January 1, 2023.",183,3.02178669
How many member states are there in the Eurozone?,20,There are 20 member states in the Eurozone.,NO,There are 20 member states in the Eurozone.,176,2.559950113
Who is the current leader of al-Qaeda?,Saif al-Adel,"The current leader of al-Qaeda is not publicly known, as no successor has been officially announced following the death of Ayman al-Zawahiri.",YES,"Saif al-Adel is widely considered the de facto or acting leader of al-Qaeda, though the organization has not officially announced a successor to Ayman al-Zawahiri.",217,3.278940439
What country became the latest country to adopt the Euro?,Croatia,"Croatia became the latest country to adopt the Euro on January 1, 2023.",NO,"Croatia became the latest country to adopt the Euro on January 1, 2023.",192,2.466204166
Tom Brady holds the NFL's single-season record for completions by successfully throwing how many passes?,490,Tom Brady holds the NFL's single-season record for completions by successfully throwing 490 passes in the 2022 season.,NO,Tom Brady holds the NFL's single-season record for completions by successfully throwing 490 passes in the 2022 season.,212,2.948960304
How many vehicle models does Tesla offer?,6,Tesla offers 5 vehicle models.,YES,"Tesla currently offers four vehicle models: the Model S, Model 3, Model X, and Model Y.",180,2.914048433
Which country won the latest World Pastry Cup?,Japan,Japan won the latest World Pastry Cup in January 2023.,NO,Italy won the latest World Pastry Cup in January 2023.,181,2.597886562
What is the largest lottery jackpot for a single ticket in history?,$2.04 billion Powerball jackpot,"The largest lottery jackpot for a single ticket in history was $2.04 billion in the Powerball drawing on November 7, 2022.",NO,"The largest lottery jackpot for a single ticket in history was $2.04 billion, won in the Powerball drawing on November 7, 2022.",218,2.791510344
How many World Series titles have the Houston Astros won?,two,The Houston Astros have won two World Series titles.,NO,The Houston Astros have won two World Series titles.,174,2.91836524
Which country recently had many people killed and injured in a crowd crush during Halloween festivities?,South Korea,South Korea recently had many people killed and injured in a crowd crush during Halloween festivities.,NO,"South Korea experienced a deadly crowd crush in its Itaewon district during Halloween festivities in October 2022, resulting in many deaths and injuries.",207,3.388221979
Which famous soccer player of Brazil passed away recently?,PelÃ©,The famous Brazilian soccer player Pelé passed away recently.,NO,"The famous Brazilian soccer player Pelé passed away on December 29, 2022.",182,2.206977606
Who is the most recent woman to become President of Peru?,Dina Boluarte,Dina Boluarte is the most recent woman to become President of Peru.,NO,Dina Boluarte is the most recent woman to become President of Peru.,187,3.453038454
Which country has been invading Ukraine?,Russia,Russia has been invading Ukraine.,NO,Russia has been invading Ukraine.,162,2.425742388
Whom did Magnus Carlsen most recently accuse of cheating in chess?,Hans Niemann,Magnus Carlsen most recently accused Hans Niemann of cheating in chess.,NO,Magnus Carlsen most recently accused Hans Niemann of cheating in chess.,186,2.5642941
Who is the English monarch?,King Charles III,King Charles III is the English monarch.,NO,"King Charles III is the monarch of the United Kingdom, which includes England.",172,3.213220596
What club does Lewandowski play for?,Barcelona,Robert Lewandowski plays for FC Barcelona.,NO,Robert Lewandowski plays for FC Barcelona.,170,2.259081602
Who was the last person to buy Twitter?,Elon Musk,Elon Musk was the last person to buy Twitter.,NO,Elon Musk was the last person to buy Twitter.,173,3.212965488
What company invented a way to speed up matrix multiplication via AI?,Google DeepMind,Google DeepMind invented a way to speed up matrix multiplication via AI.,NO,Google DeepMind invented a way to speed up matrix multiplication via AI.,184,3.24092412
Who is the LA county sheriff?,Robert Luna,Robert Luna is the LA County Sheriff.,NO,Robert Luna is the LA County Sheriff.,166,2.208261013
How many Women's Rugby World Cup titles has New Zealand won?,six,New Zealand has won six Women's Rugby World Cup titles.,NO,New Zealand has won six Women's Rugby World Cup titles.,180,2.630330563
How many total Nazca geoglyphs have been discovered so far?,358,"Over 2,000 Nazca geoglyphs have been discovered so far.",YES,"Over 2,000 Nazca geoglyphs have been discovered so far, with new ones continuing to be found.",200,2.243007898
What is the most expensive page of a comic book ever sold at auction?,"Original artwork of Spider-Man in a black suit, by Mike Zeck","The most expensive page of a comic book ever sold at auction is Mike Zeck's original artwork for page 25 from *Secret Wars* #8, featuring Spider-Man's black suit, which sold for $3.36 million.",NO,"The most expensive page of a comic book ever sold at auction is Mike Zeck's original artwork for page 25 from *Secret Wars* #8, featuring Spider-Man's black suit, which sold for $3.36 million.",252,2.656448841
Where was the world's oldest DNA found?,Greenland,The world's oldest DNA was found in sediment samples from northern Greenland.,NO,The world's oldest DNA was found in sediment samples from northern Greenland.,180,3.685315609
Which team holds the record for largest deficit overcome to win an NFL game?,Minnesota Vikings,"The Buffalo Bills hold the record for the largest deficit overcome to win an NFL game, overcoming a 32-point deficit against the Houston Oilers in a 1993 AFC Wild Card game.",YES,"The Buffalo Bills hold the record for the largest deficit overcome to win an NFL game, overcoming a 32-point deficit against the Houston Oilers in a 1993 AFC Wild Card game.",232,2.602182627
What is Amazon Prime Video's most watched premiere ever?,The Lord of the Rings: The Rings of Power,Amazon Prime Video's most-watched premiere ever is The Lord of the Rings: The Rings of Power.,NO,Amazon Prime Video's most-watched premiere ever is The Lord of the Rings: The Rings of Power.,196,2.885092735
What is the name of Indonesia's future capital city?,Nusantara,Nusantara is the name of Indonesia's future capital city.,NO,Nusantara is the name of Indonesia's future capital city.,182,3.163246155
When will be the next common year starting on Saturday?,2033,The next common year starting on a Saturday will be 2027.,YES,The next common year starting on a Saturday will be 2027.,182,2.307411671
Who is the oldest Brazilian president at the time of inauguration?,Luiz InÃ¡cio Lula da Silva,"Michel Temer was the oldest Brazilian president at the time of his inauguration, at 75 years old.",YES,"Nilo Peçanha was the oldest Brazilian president at the time of his inauguration, at 75 years old.",200,2.841418028
Who is the most recent female recipient of the Fields Medal?,Maryna Viazovska,Maryam Mirzakhani is the most recent female recipient of the Fields Medal.,NO,Maryam Mirzakhani is the only female recipient of the Fields Medal.,188,2.258961439
How many FIFA World Cups has Argentina won?,3,Argentina has won three FIFA World Cups.,NO,Argentina has won three FIFA World Cups.,168,2.362737894
Which is the most recent team to advance to consecutive FIFA World Cup finals?,France,France is the most recent team to advance to consecutive FIFA World Cup finals.,NO,"France is the most recent team to advance to consecutive FIFA World Cup finals, doing so in 2018 and 2022.",199,2.597828627
What is the total height of the tallest building in the world?,829.8 m,"The total height of the tallest building in the world, the Burj Khalifa, is 828 meters (2,717 feet).",NO,"The total height of the tallest building in the world, the Burj Khalifa, is 828 meters (2,717 feet).",210,2.305874825
The UN Secretary general is from which country?,Portugal,The UN Secretary-General is from Portugal.,NO,"The UN Secretary-General, António Guterres, is from Portugal.",176,2.089086294
Which actress' husband is a partial owner of Mint Mobile?,Blake Lively,"Blake Lively's husband, Ryan Reynolds, is a partial owner of Mint Mobile.",NO,"Blake Lively's husband, Ryan Reynolds, was a partial owner of Mint Mobile before its acquisition by T-Mobile.",195,2.14097476
Which country has President Joe Biden visited the most during his presidency so far?,United Kingdom,"During his presidency, Joe Biden has visited the United Kingdom the most.",NO,President Joe Biden has visited the United Kingdom the most during his presidency so far.,188,2.822075129
What is the seating capacity of the largest stadium by capacity in the world?,"132,000","The seating capacity of the largest stadium by capacity in the world is 114,000.",YES,"The largest stadium by capacity in the world, Rungrado 1st of May Stadium in Pyongyang, North Korea, has an official seating capacity of 114,000.",211,2.792212248
How many presidents of the United States have lost reelection?,10,Ten presidents of the United States have lost reelection.,NO,Nine presidents of the United States have lost reelection.,174,2.670470953
Do Tesla and X Corp. have the same CEO?,No,"No, Tesla and X Corp. do not have the same CEO.",NO,"No, Tesla and X Corp. do not have the same CEO; Elon Musk is the CEO of Tesla, while Linda Yaccarino is the CEO of X Corp.",203,2.298458576
In what city was the person currently acting as the U.S. speaker of house born?,"Shreveport, Louisiana","Mike Johnson, the current U.S. Speaker of the House, was born in Shreveport, Louisiana.",NO,"Mike Johnson, the current U.S. Speaker of the House, was born in Shreveport, Louisiana.",205,2.024151325
Which was the first country to detect a case of mpox in the most recent outbreak?,DR Congo,The first country to detect a case of mpox in the most recent outbreak that began in May 2022 was the United Kingdom.,YES,The United Kingdom was the first country to detect a case of mpox in the most recent outbreak that began in May 2022.,215,2.955223083
How many times has The PokÃ©mon World Championships been held in Asia?,one,The Pokémon World Championships has been held in Asia two times.,YES,The Pokémon World Championships has been held in Asia two times.,183,2.517482281
Who has the most liked post on Instagram?,Lionel Messi,The user with the most liked post on Instagram is Lionel Messi.,NO,Lionel Messi holds the record for the most liked post on Instagram with his carousel of photos celebrating Argentina's 2022 FIFA World Cup victory.,195,2.47205925
When was the most recent eruption of the world's largest active volcano?,"November 27, 2022 - December 13, 2022","The most recent eruption of the world's largest active volcano, Mauna Loa, was from November 27 to December 13, 2022.",NO,"The most recent eruption of the world's largest active volcano, Mauna Loa, occurred from November 27 to December 13, 2022.",219,2.618696213
How many active players have won at least five ATP Finals singles titles?,1,There is one active player who has won at least five ATP Finals singles titles.,NO,Novak Djokovic is the only active player who has won at least five ATP Finals singles titles.,194,2.702439308
Who directed the most films in the top 15 highest-grossing films of all time?,James Cameron,"James Cameron directed the most films in the top 15 highest-grossing films of all time, with two films.",NO,"James Cameron directed the most films in the top 15 highest-grossing films of all time, with three films.",210,2.418136835
Who bought the most expensive 20th century artwork sold in a public sale?,Larry Gagosian,"Kenneth C. Griffin bought Andy Warhol's ""Shot Sage Blue Marilyn"" for $195 million, making it the most expensive 20th-century artwork sold in a public sale.",YES,"Kenneth C. Griffin bought Andy Warhol's ""Shot Sage Blue Marilyn"" for $195 million, making it the most expensive 20th-century artwork sold at auction.",230,2.406718493
How many flights of the Space Launch System have been successfully launched?,1,"One flight of the Space Launch System, Artemis I, has been successfully launched.",NO,"One flight of the Space Launch System, Artemis I, has been successfully launched.",190,2.167833328
What is the best ever result by an African team at a FIFA World Cup?,fourth-place,"The best ever result by an African team at a FIFA World Cup is reaching the semi-finals, achieved by Morocco in 2022.",NO,"The best ever result by an African team at a FIFA World Cup is reaching the semi-finals, achieved by Morocco in 2022.",213,9.919416428
What was the first animal to orbit the Earth?,Laika,"Laika, a Soviet dog, was the first animal to orbit the Earth.",NO,"Laika, a Soviet dog, was the first animal to orbit the Earth.",185,2.537560701
What is the largest model size of GPT-3?,175 billion parameters,The largest model size of GPT-3 is 175 billion parameters.,NO,The largest model size of GPT-3 is 175 billion parameters.,185,2.401237965
Which country has a red flag with one yellow star?,Vietnam,Vietnam has a red flag with one yellow star.,NO,Vietnam has a red flag with one yellow star.,175,2.678555012
What city was connected with the earliest cases of COVID-19?,Wuhan,"The city connected with the earliest cases of COVID-19 was Wuhan, China.",NO,"The city connected with the earliest cases of COVID-19 was Wuhan, China.",190,3.376684666
What country has the most similar flag to that of Romania?,Chad,The country with the most similar flag to Romania is Moldova.,YES,"The country with the most similar flag to that of Romania is Moldova, as both feature a vertical tricolor of blue, yellow, and red, with Moldova's flag distinguished by its national coat of arms in the center.",214,2.584858418
What state is known as the Aloha State?,Hawaii,The state known as the Aloha State is Hawaii.,NO,Hawaii is known as the Aloha State.,174,2.938473701
In what year will Google celebrate its 30th birthday?,2028,Google will celebrate its 30th birthday in 2028.,NO,"Google was founded on September 4, 1998, so it will celebrate its 30th birthday in 2028.",194,2.864887238
Where did Jeff Dean get his Ph.D. from?,University of Washington,Jeff Dean got his Ph.D. from the University of Washington.,NO,Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.,187,3.398797512
What is the largest mammal in the world?,blue whale,The largest mammal in the world is the blue whale.,NO,The largest mammal in the world is the blue whale.,177,2.55296874
What is the tallest mountain in Alaska?,Mount Denali,Denali is the tallest mountain in Alaska.,NO,Denali is the tallest mountain in Alaska.,169,3.456745863
What breed of dog was Queen Elizabeth II of England famous for keeping?,Corgi,Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,NO,Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,189,3.218930244
What class of beer is top-fermenting?,ales,Ales are the class of beer that are top-fermenting.,NO,Ales are the class of beer that are top-fermenting.,184,2.888248682
Which country won the 2017 Eurovision Song Contest?,Portugal,Portugal won the 2017 Eurovision Song Contest.,NO,Portugal won the 2017 Eurovision Song Contest.,178,2.086252689
What year did Intel go public?,1971,Intel went public in 1971.,NO,Intel went public in October 1971.,167,3.170121908
Who wrote the book titled Orientalism?,Edward W. SaÃ¯d,Edward Said wrote the book titled Orientalism.,NO,Edward Said wrote the book titled Orientalism.,169,1.999777079
Sandstones are categorized into what type of sedimentary rocks?,clastic,Sandstones are categorized into clastic type of sedimentary rocks.,NO,Sandstones are categorized as clastic sedimentary rocks.,179,2.848832846
"Did Queen Elizabeth II visit Rhode Island, USA?",Yes,Queen Elizabeth II did not visit Rhode Island during her reign.,YES,Queen Elizabeth II did not visit Rhode Island during her reign.,177,2.640467405
"In Greek mythology, what is the name of Menelaus' wife?",Helen of Troy,"In Greek mythology, Menelaus' wife is Helen.",NO,"In Greek mythology, Menelaus' wife is Helen.",182,3.114502192
Who won the 2020 Formula 1 world driver's championship?,Lewis Hamilton,Lewis Hamilton won the 2020 Formula 1 World Driver's Championship.,NO,Lewis Hamilton won the 2020 Formula 1 World Driver's Championship.,187,2.916664839
What was the real name of the Unabomber?,Ted Kacsynzki,The real name of the Unabomber was Ted Kaczynski.,NO,The real name of the Unabomber was Ted Kaczynski.,187,2.564130783
What are the starter pokemon available in Pokemon Diamond?,"Turtwig, Chimchar, and Piplup","The starter Pokémon available in Pokémon Diamond are Turtwig, Chimchar, and Piplup.",NO,"The starter Pokémon available in Pokémon Diamond are Turtwig, Chimchar, and Piplup.",193,2.61749649
Where did the first atomic bomb test take place in the United States?,"Jornada del Muerto Desert, New Mexico","The first atomic bomb test, known as the Trinity test, took place in the Jornada del Muerto desert in New Mexico.",NO,"The first atomic bomb test, known as the Trinity test, took place in the Jornada del Muerto desert in New Mexico.",211,2.366664886
How many lungs do slugs have?,1,"Slugs typically have one lung, often referred to as a pallial lung.",NO,"Slugs possess a single lung, known as a pallial lung, which is a highly vascularized cavity used for respiration.",193,2.874778032
On what date did the Berlin Wall fall?,9-Nov-89,"The Berlin Wall fell on November 9, 1989.",NO,"The Berlin Wall fell on November 9, 1989.",178,2.001821995
On what date did Elvis Presley die?,16-Aug-77,"Elvis Presley died on August 16, 1977.",NO,"Elvis Presley died on August 16, 1977.",179,6.978167295
Which Polish president died in a plane crash near Smolensk?,Lech KaczyÅski,Lech Kaczyński was the Polish president who died in a plane crash near Smolensk.,NO,Lech Kaczyński was the Polish president who died in a plane crash near Smolensk.,203,3.091184378
What year did Japan bomb Pearl Harbor?,1941,Japan bombed Pearl Harbor in 1941.,NO,Japan bombed Pearl Harbor in 1941.,169,1.707651138
When did David Bowie die?,2016,"David Bowie died on January 10, 2016.",NO,"David Bowie died on January 10, 2016.",173,3.582508326
Who is the creator of Super Smash Bros.?,Masahiro Sakurai,Masahiro Sakurai is the creator of Super Smash Bros.,NO,Masahiro Sakurai is the creator of Super Smash Bros.,179,2.863717556
On what date was Lunar New Year 2023?,22-Jan-23,"Lunar New Year 2023 was on January 22, 2023.",NO,"Lunar New Year 2023 was on January 22, 2023.",187,1.195772886
"Is Sunderland, MA to the north or south of Amherst, MA?",north,"Sunderland, MA is to the north of Amherst, MA.",NO,"Sunderland, MA is to the north of Amherst, MA.",189,2.451206446
What city was Emily Dickinson born in?,"Amherst, Massachusetts","Emily Dickinson was born in Amherst, Massachusetts.",NO,"Emily Dickinson was born in Amherst, Massachusetts.",173,1.704511642
Who wrote Between the World and Me?,Ta-Nehisi Coates,Ta-Nehisi Coates wrote *Between the World and Me*.,NO,Ta-Nehisi Coates wrote *Between the World and Me*.,180,1.774248362
Who founded Amazon?,Jeff Bezos,Jeff Bezos founded Amazon.,NO,Jeff Bezos founded Amazon.,159,3.317375422
What is the capital of the commonwealth of Massachusetts?,Boston,The capital of the Commonwealth of Massachusetts is Boston.,NO,The capital of the Commonwealth of Massachusetts is Boston.,174,2.066634893
Which team won the 2021 FIFA Club World Cup?,Chelsea,Chelsea FC won the 2021 FIFA Club World Cup.,NO,Chelsea FC won the 2021 FIFA Club World Cup.,179,2.343647718
During the recording of which Beatles album did Ringo Starr temporarily quit the band?,White Album,"Ringo Starr temporarily quit the band during the recording of ""The Beatles"" (also known as The White Album).",NO,"Ringo Starr temporarily quit The Beatles during the recording of ""The Beatles,"" also known as The White Album.",204,2.280575991
In what city is the Louvre Museum?,"Paris, France","The Louvre Museum is located in Paris, France.",NO,"The Louvre Museum is located in Paris, France.",174,2.627826691
In what month and year did the Tulip mania bubble collapse?,February 1637,The Tulip mania bubble collapsed in February 1637.,NO,The Tulip mania bubble collapsed in February 1637.,183,2.710686922
Which character arrives late to the titular banquet in Plato's Symposium?,Socrates,Alcibiades arrives late to the titular banquet in Plato's Symposium.,YES,Alcibiades arrives late to the titular banquet in Plato's Symposium.,186,2.98269701
What was the kanji of the year in 2021?,gold,"The kanji of the year in 2021 was 金 (kin), meaning ""gold"" or ""money.""",NO,"The kanji of the year in 2021 was 金 (kin), meaning ""gold"" or ""money.""",204,2.699568987
The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with what other nation?,Soviet Union,The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with the Soviet Union.,NO,The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with the Soviet Union.,212,2.053628683
"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?",Turing Award,They jointly won the Turing Award in 2018 for conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing.,NO,"Yann LeCun, Geoffrey Hinton, and Yoshua Bengio jointly won the 2018 ACM A.M. Turing Award for conceptual and engineering breakthroughs that have made deep neural networks a critical component of computing.",237,2.932405233
