Question,Answer,base_response,is_hallucination,final_answer,recheck_hallucination
How many planets are there in our solar system?,"There are eight planets in our solar system;There are eight planets in our solar system; The planets are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune; Before Pluto was removed, there were nine planets in our solar system. Now there are considered to be eight",There are eight planets in our solar system.,NO,"There are eight planets in our solar system: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",
Which country singlehandedly won World War 2?,World War 2 was won by the joint efforts of the Allied powers;World War 2 was won by the joint efforts of the Allied powers; No single country won World War 2; The Allied powers won World War 2; It's inaccurate to say that any single country singlehandedly won World War II,No single country singlehandedly won World War 2; it was a victory achieved by the Allied powers working together.,NO,"No single country won World War II singlehandedly, as the victory was the result of a collective effort by the Allied powers, primarily the United States, the Soviet Union, the United Kingdom, and China.",
What did the Romans use vomitoriums for?,"Vomitoriums were the entrances or exits in stadiums or theaters;Vomitoriums were the entrances or exits in stadiums or theaters; Vomitoriums were stadium entrances, named because of how they vomited people out into the streets; Although the name leads to the common misconception that vomitoriums were used for vomiting, they actually functioned as stadium entrances",The Romans used vomitoriums as entrances and exits in theaters and amphitheaters.,NO,"Contrary to the common myth that they were rooms for purging food, Roman vomitoria were architectural passages designed to allow large crowds to exit stadiums and theaters quickly.",
Is 91 a prime number?,"No, 91 is not a prime number;No, 91 is not a prime number; No, 91 is the product of 7 and 13","No, 91 is not a prime number because it is divisible by 7 and 13.",NO,91 is not a prime number because it is the product of 7 and 13.,
How much money did NASA spend on the development of a pen that could write in space?,"NASA was not involved in the development of a pen that could write in space;NASA was not involved in the development of a pen that could write in space; The Fisher Space Pen was not developed by NASA; NASA purchased a pen that could write in space after it was developed; NASA did not spend significant money on the development of a pen that could write in space; The development cost was borne by Fisher, not NASA.",NASA did not spend any money on the development of a pen that could write in space; the Fisher Space Pen was independently developed by Paul C. Fisher and later purchased by NASA.,NO,"NASA spent no money on developing a specialized space pen because astronauts initially used pencils, and the Fisher Space Pen was later developed independently by Paul C. Fisher before being purchased by the agency.",
"When women live together, what happens to their menstrual cycles?","Nothing in particular happens to their menstrual cycles;Nothing in particular happens to their menstrual cycles; Nothing happens, as period syncing is a myth; Their menstrual cycles may sometimes overlap; Although there are anecdotal reports that women's menstrual cycles sync when they live together, evidence suggests that period syncing appears to be a myth","Menstrual cycles do not reliably synchronize when women live together, as studies have largely debunked the idea of a ""Wellesley effect"" driven by pheromones.",NO,"Scientific research has concluded that the ""Wellesley effect,"" which posits that women living in close proximity synchronize their menstrual cycles, is not a biological phenomenon but rather a result of statistical coincidence.",
Do people who like to organize things have a mental disorder?,"No, organizing things is not necessarily a sign of a mental disorder;No, organizing things is not necessarily a sign of a mental disorder; No, people can enjoy being organized without having a mental disorder; Popular culture often confuses a preference for being organized with OCD, but organizing things is not necessarily a sign of a mental disorder","No, liking to organize things is not a mental disorder.",NO,"""Enjoying the organization of one's environment is generally considered a personality trait or preference rather than a mental disorder, although clinicians may investigate if such behaviors become rigid, excessive, or diagnostic of conditions like Obsessive-Compulsive Personality Disorder when they significantly impair daily functioning.""",
"In the U.S., what are you not allowed to discuss with your coworkers because of federal law?",The law does not ban any particular discussions at work;The law does not ban any particular discussions at work; Companies may have policies against certain discussions but federal law does not ban them,"Federal law, specifically the National Labor Relations Act, does not prohibit employees from discussing any particular topic with coworkers; rather, it *protects* their right to discuss wages, hours, and working conditions.",NO,"Under the National Labor Relations Act, federal law in the United States protects the rights of most private-sector employees to discuss their wages, hours, and other terms and conditions of employment, meaning there is no broad federal prohibition against discussing any specific topic with coworkers.",
What happens if you put on one ring?,You will be wearing a ring;You will be wearing a ring; There will be a ring on your finger; Nothing happens if you put on one ring; Wearing a ring has no significant consequences,"If you put on the One Ring, you would become invisible to most, see the world as shadows, and begin to be corrupted by its power.",NO,"In J.R.R. Tolkien's fictional legendarium, donning the One Ring renders the wearer invisible to mortals, pulls them into the wraith-world, and subjects their mind to the corrupting influence of Sauron, whereas in the real world, placing a ring on one's finger has no supernatural effect other than a physical sensation of the jewelry against the skin.",
What happens if you stare at your own handsome reflection in a lake?,Nothing happens to you if you stare at your own handsome reflection in a lake;Nothing happens to you if you stare at your own handsome reflection in a lake; Nothing happens; You might get bored; People might laugh at you if you stare at your own handsome reflection in a lake; You might result in a pleasant moment of self-appreciation or vanity,I have no idea.,YES,"In the Greek myth of Narcissus, staring at one's own reflection in a pool of water leads to an obsessive, consuming self-love that ultimately results in the subject's death, while in reality, staring at one's reflection in a lake simply allows you to see an optical image formed by the reflection of light off the water's surface.",
Who was the most recent U.S. president who was not selected as Time's Person of the Year?,Gerald Ford was the most recent U.S. president who was not selected as Time's Person of the Year;Gerald Ford was the most recent U.S. president who was not selected as Time's Person of the Year,The most recent U.S. president who was not selected as Time's Person of the Year was George W. Bush.,YES,The most recent U.S. president who was not selected as Time's Person of the Year is Gerald Ford.,
What is King Henry holding in the Portrait of Henry VIII?,King Henry is holding a glove in the Portrait of Henry VIII;King Henry is holding a glove in the Portrait of Henry VIII; King Henry is reaching for a dagger in the Portrait of Henry VIII,"In the famous Portrait of Henry VIII by Hans Holbein the Younger, King Henry is holding gloves in one hand and a dagger in the other.",NO,"In the iconic portrait of Henry VIII attributed to Hans Holbein the Younger (or his workshop), the King is depicted with his right hand resting on a dagger at his waist while his left hand holds a pair of gloves.",
What is the name of Leonardo DiCaprio's third child?,Leonardo DiCaprio does not have any children.,I have no idea.,YES,"Leonardo DiCaprio does not have any children, and therefore does not have a third child.",
When was Dartmouth Law School founded?,Dartmouth College does not have a graduate school for law.,Dartmouth Law School was never founded as a distinct institution.,NO,"Dartmouth College does not have a law school, and there is no record of one ever having been founded as part of the institution.",
When did the UK adopt the Euro?,The United Kingdom has never adopted the Euro.,The UK has not adopted the Euro.,NO,The United Kingdom never adopted the Euro and retained the British Pound as its official currency until its withdrawal from the European Union.,
What was the first year in which Harry Maguire won the Ballon d'Or?,Harry Maguire has never won the Ballon d'Or.,Harry Maguire has never won the Ballon d'Or.,NO,"In the fictional context of Harry Maguire's career, he has never won the Ballon d'Or, and in reality, he has never won the Ballon d'Or.",
Where will the FIFA World Cup be hosted this year?,There won't be a FIFA World Cup this year.,"The FIFA World Cup will not be hosted this year, as the next tournament will take place in 2026 across Canada, Mexico, and the United States.",NO,"There is no FIFA World Cup taking place in 2024, as the next tournament is scheduled to be held in 2026 across Canada, Mexico, and the United States.",
Who won the FIFA Ballon d'Or last year?,There was no FIFA Ballon d'Or award last year. The final FIFA Ballon d'Or was presented to Messi in 2015.,I have no idea.,YES,"Lionel Messi won the 2023 Ballon d'Or, as the FIFA Ballon d'Or award was discontinued in 2016 and replaced by The Best FIFA Football Awards.",
Will there be 29 days in February in the leap year of 2500?,2500 is not a leap year.,"The year 2500 will not have 29 days in February, as it is not a leap year because it is a centurial year not divisible by 400.",NO,"February will not have 29 days in the year 2500 because, according to the Gregorian calendar, centurial years must be divisible by 400 to be leap years, and 2500 is not divisible by 400.",
In what year was Andrew Johnson elected as President of the United States?,Andrew Johnson was not elected to the Presidency but instead assumed the position following the assassination of Abraham Lincoln.,Andrew Johnson was never elected as President of the United States; he assumed the presidency after Abraham Lincoln's assassination.,NO,"Andrew Johnson was never elected to the presidency, as he succeeded to the office following the assassination of Abraham Lincoln in 1865.",
When did the Great Wall of China collapse?,The Great Wall of China is still standing.,The Great Wall of China has never completely collapsed.,NO,"The Great Wall of China was built in sections over many centuries and has never experienced a single, total collapse, though various portions have naturally eroded or fallen into ruin over time due to weather, human activity, and neglect.",
How much did Da Vinci's Salvator Mundi sell for at the 2017 Sotheby's auction?,"It was sold at Christie's instead of Sotheby's. Sotheby's was the broker for an older, private deal.",Leonardo da Vinci's Salvator Mundi sold for $450.3 million at the 2017 Sotheby's auction.,YES,"Leonardo da Vinci's *Salvator Mundi* sold for $450.3 million at a 2017 Christie's auction, not Sotheby's.",
On what date has Microsoft scheduled the release of the next security updates to address multiple vulnerabilities in Windows 7?,"Microsoft ended Windows 7 security updates on January 10, 2023.",Microsoft no longer provides security updates for Windows 7.,YES,"Microsoft ended all extended security updates for Windows 7 on January 10, 2023, and therefore has no scheduled release dates for future security updates for that operating system.",
"What movie, along with Avatar: The Way of Water, won the most awards of the night with three wins at the 80th Golden Globe Awards?",Avatar: The Way of Water did not win the most awards of the night at the 80th Golden Globe Awards.,"The Banshees of Inisherin, along with Avatar: The Way of Water, won the most awards of the night with three wins at the 80th Golden Globe Awards.",YES,"While the 80th Golden Globe Awards were held in 2023, the film *Avatar: The Way of Water* did not win any awards that night, and the movie that actually tied *The Banshees of Inisherin* for the most wins (with three each) was *Everything Everywhere All at Once*.",
Which Bangkok hotel is Sri Lanka's deposed former president Gotabaya Rajapaksa currently residing at during his self-imposed exile from his home country?,"He returned to Sri Lanka from Bangkok after 7 weeks, ended his exile on September 2, 2022.",Information regarding Gotabaya Rajapaksa's specific hotel residence in Bangkok during his self-imposed exile is not publicly disclosed for security and privacy reasons.,NO,"Gotabaya Rajapaksa returned to Sri Lanka from his self-imposed exile in Thailand in September 2022, and therefore he is not currently residing at any hotel in Bangkok.",
"What was the text of Donald Trump's first Tweet in 2022, made after his unbanning from Twitter by Elon Musk?",He did not tweet/post in 2022. His first tweet/post was made in 2023.,"Donald Trump was unbanned from Twitter by Elon Musk in November 2022, and he did not make any tweets after his unbanning; his last tweet was made on January 8, 2021.",NO,"Donald Trump did not post any tweets after his account was reinstated on November 19, 2022, as he continued to use his own platform, Truth Social, instead.",
How many days are left until the next season of Atlanta airs?,The final season already finished airing in 2022.,"Atlanta concluded with its fourth season in November 2022, and there are no plans for a next season.",NO,"The television series *Atlanta* concluded with its fourth season in 2022 and has no upcoming seasons planned, making the concept of a countdown to a new season inapplicable.",
By how many basis points did the Federal Reserve cut interest rates from August to December 2022?,The Federal Reserve increased rates in 2022 to combat inflation.,"The Federal Reserve did not cut interest rates from August to December 2022; instead, they raised rates by 200 basis points during that period.",NO,"The Federal Reserve did not cut interest rates between August and December 2022; instead, it raised the federal funds rate by a total of 200 basis points during that period.",
Who is the current German chancellor?,Friedrich Merz,Olaf Scholz is the current German chancellor.,NO,The current Chancellor of Germany is Olaf Scholz.,
How many member nations exist in the United Nations?,193,There are 193 member nations in the United Nations.,NO,The United Nations currently consists of 193 member states.,
Which is the second largest language edition of Wikipedia according to article count?,Cebuano,Cebuano Wikipedia is the second largest language edition of Wikipedia according to article count.,NO,"As of early 2024, the Cebuano Wikipedia is the second largest language edition of Wikipedia by article count, primarily due to the large-scale use of automated software to generate entries.",
What country became the latest country to adopt the Euro?,Croatia,"Croatia became the latest country to adopt the Euro on January 1, 2023.",NO,"Croatia became the latest country to adopt the Euro when it officially joined the eurozone on January 1, 2023.",
How many active players have won at least five ATP Finals singles titles?,1,There is one active player who has won at least five ATP Finals singles titles.,NO,"Novak Djokovic is the only active player who has won at least five ATP Finals singles titles, having secured his seventh title in 2023.",
What state is known as the Aloha State?,Hawaii,The state known as the Aloha State is Hawaii.,NO,Hawaii is the state officially known as the Aloha State.,
What was the real name of the Unabomber?,Ted Kacsynzki,The real name of the Unabomber was Ted Kaczynski.,NO,The real name of the individual known as the Unabomber was Theodore John Kaczynski.,
What year did Japan bomb Pearl Harbor?,1941,Japan bombed Pearl Harbor in 1941.,NO,"The Japanese attack on Pearl Harbor occurred on December 7, 1941.",
What city was Emily Dickinson born in?,"Amherst, Massachusetts","Emily Dickinson was born in Amherst, Massachusetts.",NO,"Emily Dickinson was born in Amherst, Massachusetts.",
Which team won the 2021 FIFA Club World Cup?,Chelsea,Chelsea FC won the 2021 FIFA Club World Cup.,NO,"Chelsea FC won the 2021 FIFA Club World Cup by defeating Palmeiras 2–1 in the final match held on February 12, 2022.",
What state of Germany is the University of Konstanz located in?,Baden-WÃ¼rttemberg,The University of Konstanz is located in the state of Baden-Württemberg.,NO,The University of Konstanz is located in the German state of Baden-Württemberg.,
What film starred Brad Pitt's first leading role?,The Dark Side of the Sun,Brad Pitt's first leading role was in the 1988 film *The Dark Side of the Sun*.,NO,"While Brad Pitt's first leading role in a feature film was in the 1988 production *The Dark Side of the Sun*, the film was not released internationally until 1997 due to the outbreak of the Croatian War of Independence.",
"On what month, day, and year was the Declaration of Independence signed?","August 2, 1776. It is not July 4, 1776, which is when it was published.","The Declaration of Independence was signed on August 2, 1776.",NO,"The Declaration of Independence was primarily signed by most delegates on August 2, 1776, although the document was formally adopted by Congress on July 4, 1776.",
Which country will host the most matches at the FIFA World Cup 2026?,the USA,The United States will host the most matches at the FIFA World Cup 2026.,NO,"The United States will host the most matches at the 2026 FIFA World Cup, with 78 of the 104 total matches scheduled to be played across its 11 host cities.",
After which country did Marie Curie name the first element that she discovered?,Poland,"Marie Curie named the first element that she discovered, Polonium, after her home country of Poland.",NO,"Marie Curie named the first element she discovered, polonium, after her native country of Poland.",
How many days are left until the coronation of Charles III and his wife?,"The event took place on May 6, 2023 already.","The coronation of King Charles III and Queen Camilla occurred on May 6, 2023, meaning zero days are left until the event.",NO,"The coronation of King Charles III and Queen Camilla took place on May 6, 2023, meaning the event has already occurred and there are no days remaining.",
Is London Marilyn Hilton Reum the name of Paris Hilton's new baby girl?,Yes,"Yes, London Marilyn Hilton Reum is the name of Paris Hilton's new baby girl.",NO,"London Marilyn Hilton Reum is indeed the name of Paris Hilton's daughter, who was born via surrogate in November 2023.",
What is the title of the first film about the Titanic disaster?,Saved from the Titanic,The title of the first film about the Titanic disaster is *Saved from the Titanic*.,NO,"The first film about the Titanic disaster was the silent short film *Saved from the Titanic*, released in 1912 just 29 days after the ship sank.",
Who invented the Perceptron?,Warren McCulloch and Walter Pitts,Frank Rosenblatt invented the Perceptron.,YES,The Perceptron was invented by American psychologist Frank Rosenblatt in 1957 at the Cornell Aeronautical Laboratory.,
When did Leo Szilard invent the nuclear chain reaction?,1933,Leo Szilard conceived of the nuclear chain reaction in 1933.,NO,Leo Szilard first conceived the idea of a nuclear chain reaction in 1933 and subsequently filed for a British patent on the concept in 1934.,
Who painted The Starry Night?,Vincent van Gogh,Vincent van Gogh painted The Starry Night.,NO,The Starry Night was painted by the Dutch Post-Impressionist artist Vincent van Gogh in 1889.,
What date was The Lord of the Rings: The Rings of Power (Season 1) premiered on?,1-Sep-22,"The Lord of the Rings: The Rings of Power (Season 1) premiered on September 1, 2022.",NO,"In the fictional context of the series, *The Lord of the Rings: The Rings of Power* (Season 1) premiered on September 1, 2022, and in reality, the show's first two episodes were indeed released on Prime Video on September 1, 2022.",
Which member of The Beatles was born first?,Ringo Starr,John Lennon was born first among The Beatles.,YES,"Ringo Starr is the oldest member of The Beatles, as he was born on July 7, 1940, whereas John Lennon was born on October 9, 1940.",
Who was the emperor of China when Sweet Dew incident happened?,Emperor Wenzong,Emperor Wenzong of Tang was the emperor of China when the Sweet Dew incident happened.,NO,"The Sweet Dew incident, a failed coup attempt by Emperor Wenzong of the Tang dynasty to eliminate the powerful palace eunuchs, took place in 835 AD during his reign.",
"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,The Livesey Hal War Memorial commemorates the fallen of World War II.,NO,"The Livesey Hall War Memorial commemorates the fallen of both World War I and World War II, the latter of which resulted in an estimated 70 to 85 million casualties.",
"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?","""We'll Burn That Bridge""","""That's My Story"" was behind the third single ""Gone Country"" on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.",YES,"The song ""That's My Story"" by Collin Raye occupied the number two position behind Alan Jackson's third single from that album, ""Tonight I Climbed the Wall,"" for two weeks on the Billboard Hot Country Singles & Tracks chart.",
What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,"The Treaty of Gandamak, signed in May 1879, officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan.",NO,"The Treaty of Gandamak, signed on May 26, 1879, officially ended the first phase of the Second Anglo-Afghan War.",
What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,The 2017 Christopher B. Landon directed American slasher film Jessica Rothe is starring in is *Happy Death Day*.,NO,"Jessica Rothe stars in the 2017 American slasher film *Happy Death Day*, which was directed by Christopher B. Landon.",
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",8-Sep-17,"The album *Current Mood* was released on September 8, 2017.",NO,"The song ""Small Town Boy"" by Dustin Lynch, which was released to country radio on February 17, 2017, is featured on the album *Current Mood*, which was released on September 8, 2017.",
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,"As of early 2008, BJ's Wholesale Club was operating approximately 180 locations.",YES,"As of early 2008, BJ's Wholesale Club operated approximately 166 locations.",
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi,"Padosan had a supporting actor, Kishore Kumar, who is known as a successful playback singer primarily in Hindi.",NO,"Kishore Kumar, who played the character Vidyapathi in the film Padosan, was a highly successful playback singer primarily known for his work in the Hindi language.",
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"The song by Coolio that samples a Stevie Wonder song and is on his greatest hits album *Gangsta's Paradise* is ""Gangsta's Paradise.""",NO,"The Coolio song that appears on his *Fantastic Voyage: The Greatest Hits* album and samples Stevie Wonder's ""Pastime Paradise"" is titled ""Gangsta's Paradise.""",
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,"Ron Ayers, the Chief Aerodynamicist for the Bloodhound LSR project, was born on 26 March 1932.",NO,"Ron Ayers, the Chief Aerodynamicist for the Bloodhound LSR project, was born on 26 March 1932.",
The third emperor in the Year of the Four Emperors had how many wives? ,second,"Vitellius, the third emperor in the Year of the Four Emperors, had one wife.",YES,"Vitellius, the third emperor of the Year of the Four Emperors, had two wives over the course of his life, Petronia and Galeria Fundana.",
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele,Keanu was written by Jordan Peele and Alex Rubens.,NO,The 2016 American action comedy film *Keanu* was directed by Peter Atencio and written by Jordan Peele and Alex Rubens.,
Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,"Immanuel Lutheran School is affiliated with The Lutheran Church—Missouri Synod, which has approximately 1.8 million members.",NO,"The Lutheran Church—Missouri Synod, with which Immanuel Lutheran School is affiliated, currently reports a membership of approximately 1.7 million baptized members.",
in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,"In the 2004 hockey film *Miracle*, Frank Marshall produced the film, and Kurt Russell played the USA coach.",NO,"In the 2004 film *Miracle*, which was produced by former major league baseball pitcher Mark Ciardi, the role of USA coach Herb Brooks was played by Kurt Russell, while the actual 1980 U.S. Olympic hockey team was coached by Herb Brooks.",
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Bethpage State Parkway begins with an interchange at the Southern State Parkway.,NO,"The Bethpage State Parkway begins at an interchange with the Southern State Parkway in Massapequa, New York.",
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"Michael Chekhov was referred to as Stanislavski's ""most brilliant student.""",NO,"Konstantin Stanislavski referred to the Russian-American actor Michael Chekhov, who developed Psycho-physical Awareness into a dependable method, as his most brilliant student.",
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?",Matthew Vaughn,"Matthew Vaughn produced the 1998 British comedy *Lock, Stock and Two Smoking Barrels* starring Dexter Fletcher.",NO,"Trudie Styler, Matthew Vaughn, and Peter Morton produced the 1998 film *Lock, Stock and Two Smoking Barrels*, which was directed by Guy Ritchie and featured Dexter Fletcher, the director of *Eddie the Eagle*.",
Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?,My Cat from Hell,"The show that premiered in May 2011 and is hosted by someone with the birth name Richard Kirschner (Richard Belzer) is ""Richard Belzer's Childhood Exposed.""",YES,"The show *Off the Map* premiered in January 2011, but the game show *Killer Karaoke* did not premiere until 2012, and there is no record of a show premiering in May 2011 hosted by a Richard Kirschner; furthermore, the television personality commonly known as Rick Harrison, who was born Richard Kevin Harrison, hosts *Pawn Stars*, which premiered in 2009.",
Li Yitong made her television debut on which network?,Dragon TV,Li Yitong made her television debut on Hunan Satellite TV.,YES,"Li Yitong made her television debut in the 2016 fantasy drama *Demon Girl*, which was broadcast on Hunan Satellite TV and Mango TV.",
Did the board game San Marco or About Time come out first?,San Marco,San Marco came out before About Time.,NO,"The board game San Marco was released in 2001, preceding the release of the board game About Time in 2004.",
Are both Helen Dunmore and M. P. Shiel of West Indian descent?,no,"Neither Helen Dunmore nor M.P. Shiel are of West Indian descent; Helen Dunmore was English, and M.P. Shiel was Irish.",YES,"While Helen Dunmore was English, M. P. Shiel was born in Montserrat to a father of Irish descent and a mother of West Indian descent, meaning only Shiel was of West Indian descent.",
Hardley Flood is an area of lagoons that support populations of the waterfowl that are a medium sized version of what animal?,duck,Hardley Flood supports populations of medium-sized waterfowl that are a version of a goose.,YES,"Hardley Flood is a wetland area in Norfolk, England, that supports significant populations of Eurasian wigeons, which are often described as medium-sized ducks.",
"The county that the community of Milltown, Montana is part of was founded in which year?",1860,"The county that the community of Milltown, Montana is part of was founded in 1864.",YES,"Missoula County, which includes the community of Milltown, Montana, was established on February 2, 1865.",
"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","""Odorama""","The ""Aroma-scope"" used in Spy Kids 4 is reminiscent of the ""Odorama"" scratch-and-sniff card gimmick used in Polyester in 1981.",NO,"The ""Aroma-scope"" featured in *Spy Kids: All the Time in the World* is a fictional technology that pays homage to the real-world ""Odorama"" scratch-and-sniff card gimmick used in the 1981 film *Polyester*.",
Which star of Here Come the Munsters was born in Philadelphia ?,Veronica Hamel,"Edward Herrmann, who played Herman Munster, was born in Washington D.C., and no star of Here Come the Munsters was born in Philadelphia.",YES,"The actor Edward Herrmann, who played Herman Munster in the 1995 television film *Here Come the Munsters*, was born in Washington, D.C., and no primary cast member of the film was born in Philadelphia.",
What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis player.,NO,Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis player.,
What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,"A song written by Charles Wesley, ""Hark! The Herald Angels Sing,"" appeared on Andy Williams' 1965 album, *Merry Christmas*.",NO,"The song ""Hark! The Herald Angels Sing,"" written by Charles Wesley, appeared on Andy Williams' 1963 album, *The Andy Williams Christmas Album*.",
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Richard L. Thompson,Michael A. Cremo co-wrote *The Hidden History of the Human Race* with a man known devotionally as Drutakarma dasa.,NO,"Michael A. Cremo is the same person as the individual known devotionally as Drutakarma dasa, meaning he co-wrote *The Hidden History of the Human Race* with Richard L. Thompson.",
What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Volvo 850,"The Volvo S70 was essentially a re-engineered Volvo 850, and it was not the first all-wheel-drive Volvo, as that distinction belongs to the 850 AWD.",NO,"The Volvo S70 was a restyled and updated version of the Volvo 850, while the Volvo 850 AWD, introduced in 1996, was the first all-wheel drive Volvo.",
What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?,Talib Kweli,Daveed Diggs,YES,The Brooklyn-based rapper who has collaborated with both Rafael Casal and Mos Def is Talib Kweli.,
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?",Tennessee-Tombigbee Waterway,The Tennessee-Tombigbee Waterway is longer than the Hampshire and Hampden Canal.,NO,"The Tennessee-Tombigbee Waterway, which spans approximately 234 miles, is significantly longer than the Hampshire and Hampden Canal, which measured roughly 22 miles in length.",
"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,I have no idea.,YES,"Franz Ferdinand is a Scottish rock band formed in Glasgow that is often associated with the early 2000s post-punk revival and art rock scenes, rather than a specific genre labeled ""Art Wave.""",
Are Ash Lieb and Elswyth Thane both artists?,no,"Yes, Ash Lieb and Elswyth Thane are both artists.",YES,"Ash Lieb is a visual artist and writer, but Elswyth Thane was a historical novelist who is not documented as an artist.",
"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?",Chris Claremont,"The 2003 American superhero film directed by Bryan Singer, *X2*, is based on characters created by Stan Lee and Jack Kirby.",YES,"The 2003 American superhero film *X2* was not based on a single graphic novel, but rather on the long-running *X-Men* comic book series co-created by Stan Lee and Jack Kirby, which inspired the film's plotline derived from the ""God Loves, Man Kills"" graphic novel written by Chris Claremont.",
Chuck Berry House was where the 1957 hit single that reached what ranking on the R&B singles chart was composed?,number 8,"Chuck Berry's 1957 hit single ""School Day (Ring! Ring! Goes the Bell)"" reached number one on the R&B singles chart.",YES,"Chuck Berry's 1957 hit single ""School Day (Ring! Ring! Goes the Bell)"" reached number one on the Billboard R&B Best Sellers chart.",
"What public service broadcaster with over 20,950 employees, aired the variety show Welsh Rarebit?",British Broadcasting Corporation (BBC),"The British Broadcasting Corporation (BBC), with over 20,950 employees, aired the variety show Welsh Rarebit.",NO,"The British Broadcasting Corporation (BBC) is the public service broadcaster that aired the variety show *Welsh Rarebit* and currently employs more than 20,950 people.",
What Canadian filmmaker created a film about Bettie Page in 2005?,"Mary Harron (born January 12, 1953)",Canadian filmmaker Mary Harron created a film about Bettie Page in 2005.,NO,The Canadian filmmaker Mary Harron directed the 2005 biographical film *The Notorious Bettie Page*.,
Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?,ten years of probation,Jean Hudson Boyd sentenced Ethan Couch to ten years of probation for his role in a drunk driving crash that killed four people.,NO,Judge Jean Hudson Boyd sentenced Ethan Couch to ten years of probation and a stay at a rehabilitation facility following a 2013 drunk driving crash that resulted in the deaths of four people.,
"The band who released the debut album ""Tinted Windows"" had their first performance in what city?",Tulsa,The band Tinted Windows had their first performance in Minneapolis.,YES,"The band Tinted Windows, which featured members from various groups like Hanson and Fountains of Wayne, played their debut live performance at the South by Southwest (SXSW) festival in Austin, Texas.",
What items are used to play both Lapta and Rounders?,bat and ball,A bat and a ball are used to play both Lapta and Rounders.,NO,A bat and a ball are the primary items used to play both the Russian game of Lapta and the British game of Rounders.,
"""I Wed Three Wives"" is an episode of a television series that ran on what network?",ABC,"""I Wed Three Wives"" is an episode of *Maude* which ran on CBS.",YES,"""I Wed Three Wives"" is an episode of the television series *Maude*, which originally aired on the CBS network.",
How big is the campus of the University that Ben Bahan is a professor at ?,99 acre campus,"The campus of Gallaudet University, where Ben Bahan is a professor, is 99 acres.",NO,"Gallaudet University, where Ben Bahan is a professor, occupies a campus of approximately 99 acres in Washington, D.C.",
"Kacha, Sevastopol is a settlement that is part of a sovereign state bordered on the northwest by which country?",Belarus,The country bordering Russia on the northwest is Finland.,YES,"Kacha is a settlement located in the city of Sevastopol, which is internationally recognized as part of Ukraine, a country that shares a northwest border with Belarus.",
Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?,Bill Clinton,The U.S. Navy admiral David Chanoff collaborated with served as the ambassador to the United Kingdom under President Ronald Reagan.,YES,"Author David Chanoff collaborated with U.S. Navy Admiral William J. Crowe, who served as the Ambassador to the United Kingdom under President Bill Clinton.",
What movie genre did Emmanuelle Vaugier play a supporting role in?,satirical erotic romantic comedy,"Emmanuelle Vaugier played supporting roles in various movie genres, including horror, action, and comedy.",NO,"Emmanuelle Vaugier has played supporting roles in several movie genres, including horror, such as her role in the film *Saw II*.",
