Question,Answer,base_response
Who is the creator of Super Smash Bros.?,Masahiro Sakurai,The creator of Super Smash Bros. is Masahiro Sakurai.
On what date was Lunar New Year 2023?,22-Jan-23,Lunar New Year 2023 was on January 22nd.
"Is Sunderland, MA to the north or south of Amherst, MA?",north,"Sunderland, MA is to the north of Amherst, MA."
What city was Emily Dickinson born in?,"Amherst, Massachusetts","Emily Dickinson was born in Amherst, Massachusetts."
Who wrote Between the World and Me?,Ta-Nehisi Coates,"Ta-Nehisi Coates wrote ""Between the World and Me."""
Who founded Amazon?,Jeff Bezos,Amazon was founded by Jeff Bezos.
What is the capital of the commonwealth of Massachusetts?,Boston,The capital of the Commonwealth of Massachusetts is Boston.
Which team won the 2021 FIFA Club World Cup?,Chelsea,Chelsea F.C. won the 2021 FIFA Club World Cup.
During the recording of which Beatles album did Ringo Starr temporarily quit the band?,White Album,"Ringo Starr temporarily quit the band during the recording of ""The Beatles"" (also known as the ""White Album"")."
In what city is the Louvre Museum?,"Paris, France",The Louvre Museum is in Paris.
In what month and year did the Tulip mania bubble collapse?,February 1637,The Tulip mania bubble collapsed in February 1637.
Which character arrives late to the titular banquet in Plato's Symposium?,Socrates,Alcibiades arrives late to the titular banquet in Plato's Symposium.
What was the kanji of the year in 2021?,gold,"The kanji of the year in 2021 was ""金"" (kin), meaning ""gold"" or ""money."""
The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with what other nation?,Soviet Union,The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with the Soviet Union.
"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?",Turing Award,"Yann LeCun, Geoffrey Hinton, and Yoshua Bengio won the Turing Award together."
What was the real name of the author George Eliot?,Mary Ann Evans,The real name of the author George Eliot was Mary Ann Evans.
Where is Gil Evans from?,"Toronto, Canada","Gil Evans is from Toronto, Ontario, Canada."
Who is the director of the movie The Room?,Tommy Wiseau,The director of the movie The Room is Tommy Wiseau.
How many years did the Hundred Years' War last?,116 years,The Hundred Years' War lasted 116 years.
On which side do people stand on the escalator in Tokyo?,left,"In Tokyo, people typically stand on the left side of the escalator and walk on the right."
In which month does the Japanese school year start?,April,The Japanese school year starts in April.
Who was the first football player to score one hundred international goals?,Ali Daei,Ali Daei of Iran was the first football player to score one hundred international goals.
In which municipality did Typhoon Haiyan make its first eye landfall?,"Guiuan, Eastern Samar","Typhoon Haiyan made its first eye landfall in the municipality of Guiuan, Eastern Samar in the Philippines."
"What time of day on August 15, 1947 did India become an independent nation?",12:02 AM,"India became an independent nation at midnight on August 15, 1947."
Where was Emily Joanna Carey born?,Barnet,"Emily Joanna Carey was born in North London, England."
"Along with streptococcus thermophilus, what other bacteria is used to make Bulgarian yogurt?",Lactobacillus bulgaricus,Lactobacillus bulgaricus is used along with streptococcus thermophilus to make Bulgarian yogurt.
When did Blackpink make their debut?,2016,"Blackpink made their debut on August 8, 2016."
Which company developed Overwatch?,Blizzard Entertainment,The company that developed Overwatch is Blizzard Entertainment.
What is the heaviest reptile in the world?,saltwater crocodile,The heaviest reptile in the world is the saltwater crocodile.
Who first proposed the idea that all matter exhibits wave-particle duality?,Louis de Broglie,Louis de Broglie first proposed the idea that all matter exhibits wave-particle duality.
What state of Germany is the University of Konstanz located in?,Baden-WÃ¼rttemberg,"The University of Konstanz is located in the state of Baden-Württemberg, Germany."
What film starred Brad Pitt's first leading role?,The Dark Side of the Sun,"Brad Pitt's first leading role was in the film ""The Dark Side of the Sun"" released in 1988."
What was the date of Led Zeppelin's last UK concert?,11-Aug-79,"Led Zeppelin's last UK concert was on August 11, 1979, at Knebworth House."
Which countries will host FIFA World Cup 2026?,"USA, Canada, and Mexico","The FIFA World Cup 2026 will be hosted by the United States, Canada, and Mexico."
How many property cards are in Monopoly Deal's dark blue set?,2,There are two property cards in Monopoly Deal's dark blue set.
In what year was the UMass Outing Club founded?,1922,The UMass Outing Club was founded in 1922.
How many players are on a basketball court at once including both teams?,10,"There are 10 players on a basketball court at once, including both teams."
What country is Kiwifruit native to?,China,Kiwifruit is native to China.
What two things did Benjamin Franklin claim to be certain in this world?,Death and Taxes,Benjamin Franklin claimed that the only two certainties in this world are death and taxes.
When did the Chinese Tang Dynasty end?,907 AD,The Chinese Tang Dynasty ended in 907 AD.
Which mountain is at the north end of the Appalachian Trail?,Mount Katahdin,Mount Katahdin is at the north end of the Appalachian Trail.
Which city does Disco Elysium take place in?,Revachol,Disco Elysium takes place in the city of Revachol.
Which countries border the largest lake on Earth?,"Kazakhstan, Turkmenistan, Iran, Azerbaijan, and Russia","Russia and Kazakhstan border the largest lake on Earth, the Caspian Sea."
Who is Elrond's father in J. R. R. Tolkien's Middle Earth stories?,EÃ¤rendil,Elrond's father in J. R. R. Tolkien's Middle Earth stories is Eärendil.
"On what month, day, and year was the Declaration of Independence signed?","August 2, 1776. It is not July 4, 1776, which is when it was published.","The Declaration of Independence was signed on July 4, 1776."
Who was the first American president to defeat an incumbent president in a presidential election?,Thomas Jefferson,"Thomas Jefferson was the first American president to defeat an incumbent president, John Adams, in the presidential election of 1800."
"Who is currently holding the copyright to the short-story collection ""The Case-Book of Sherlock Holmes"" in the United States?","No one as all books, films, and other works published in 1927 entered the public domain on 1 January 2023.",I have no idea.
How many public payphones are left in New York City?,No official public payphones are left in New York City. The city removed its last public payphone in 2022.,"As of the latest updates, New York City has removed its last public payphones, transitioning to digital kiosks."
When did Elon Musk officially become Twitter's owner?,27-Oct-22,"Elon Musk officially became Twitter's owner on October 27, 2022."
Who killed the former Japanese Prime Minister Shinzo Abe?,Tetsuya Yamagami,Tetsuya Yamagami killed the former Japanese Prime Minister Shinzo Abe.
What was the first operational image taken by the James Webb Space Telescope?,Webb's First Deep Field,"The first operational image taken by the James Webb Space Telescope was of the galaxy cluster SMACS 0723, known as Webb's First Deep Field."
Who revealed to the public the first operational image taken by NASA's James Webb Space Telescope at the White House?,Joe Biden,President Joe Biden revealed the first operational image taken by NASA's James Webb Space Telescope at the White House.
Who was the first elected female Governor of Massachusetts?,Maura Healey,Maura Healey was the first elected female Governor of Massachusetts.
On what date did Queen Elizabeth II of England die?,8-Sep-22,"Queen Elizabeth II of England died on September 8, 2022."
"Who won the 2022 Nobel Prize in Chemistry from University of Copenhagen, Denmark?",Morten Meldal,"Morten Meldal from the University of Copenhagen, Denmark, won the 2022 Nobel Prize in Chemistry."
Who wrote the best novelette of the 2022 Hugo Awards?,Suzanne Palmer,"Aliette de Bodard won the Best Novelette category at the 2022 Hugo Awards for ""Ogres."""
Who was the first player to win more than one FIFA World Cup Golden Ball?,Lionel Messi,"The first player to win more than one FIFA World Cup Golden Ball is Lionel Messi, who won it in 2014 and 2022."
Who was the first player to score a goal at five FIFA Men's World Cup tournaments?,Cristiano Ronaldo,Cristiano Ronaldo was the first player to score a goal at five FIFA Men's World Cup tournaments.
When was the Day of Eight Billion?,15-Nov-22,"The Day of Eight Billion was on November 15, 2022."
Who was the first female president of Slovenia?,NataÅ¡a Pirc Musar,I have no idea.
How many Chinese paddlefish are left in the wild?,zero,The Chinese paddlefish is extinct and none are left in the wild.
Which university did Taylor Swift receive her honorary Doctor of Fine Arts degree from?,New York University,Taylor Swift received her honorary Doctor of Fine Arts degree from New York University.
What was the first episode of The Simpsons to have all female creative leads?,You Won't Believe What This Episode Is About â?Act Three Will Shock You!,"The first episode of The Simpsons to have all female creative leads was ""Girl's in the Band"" (Season 30, Episode 19)."
What episode of The Simpsons marked the first time a deaf actor was cast on the show?,The Sound of Bleeding Gums,"The episode ""The Sound of Bleeding Gums"" marked the first time a deaf actor was cast on The Simpsons."
What was the first film franchise to gross $28 billion?,Marvel Cinematic Universe,I have no idea.
Who was the first African American woman to appear on a quarter in the United States?,Maya Angelou,Maya Angelou was the first African American woman to appear on a quarter in the United States.
How old was the youngest passenger on board the Titanic?,two months old,"The youngest passenger on board the Titanic was Millvina Dean, who was two months old at the time of the voyage."
Which country will host the most matches at the FIFA World Cup 2026?,the USA,The United States will host the most matches at the FIFA World Cup 2026.
Who is the last player to win the Ballon D'or before the MessiâRonaldo dominance of the award?,Kaka,The last player to win the Ballon d'Or before the Messi–Ronaldo dominance was Kaká in 2007.
Who was the only student author of the paper that introduced the LSTM neural network architecture?,Sepp Hochreiter,The only student author of the paper that introduced the LSTM neural network architecture was Sepp Hochreiter.
What's the capital of the largest state in America?,Juneau,"The capital of the largest state in America, Alaska, is Juneau."
Which city was the capital of California the year it became a state?,San Jose,San Jose was the capital of California when it became a state in 1850.
Where is the 8th president of the United States buried?,"Kinderhook, NY","The 8th president of the United States, Martin Van Buren, is buried in the Kinderhook Reformed Church Cemetery in Kinderhook, New York."
"Where was the author of the book ""A Game of Thrones"" born?","Bayonne, NJ","The author of the book ""A Game of Thrones,"" George R.R. Martin, was born in Bayonne, New Jersey, USA."
Who was the emperor of China when the American Revolutionary War ended?,Qianlong,The emperor of China when the American Revolutionary War ended in 1783 was the Qianlong Emperor.
When did Naughty Dog release its first game on the PS1?,1996,"Naughty Dog released its first game on the PS1, ""Crash Bandicoot,"" on September 9, 1996."
The town that Sigmund Freud was born in is currently called by what name?,PÅÃ­bor,The town where Sigmund Freud was born is currently called Příbor.
Along what tectonic plate boundary were yeti crabs first discovered?,Pacific-Antarctic Ridge,Yeti crabs were first discovered along the Pacific-Antarctic Ridge.
Which province borders Shanghai to the north?,Jiangsu,Jiangsu Province borders Shanghai to the north.
Where was the primary designer of AlexNet born?,Ukraine,"The primary designer of AlexNet, Alex Krizhevsky, was born in Ukraine."
What is the main character's name in the last novel Jane Austen published while alive?,Emma,"The main character's name in Jane Austen's last novel published while she was alive, ""Persuasion,"" is Anne Elliot."
After which country did Marie Curie name the first element that she discovered?,Poland,"Marie Curie named the first element she discovered, polonium, after her native country, Poland."
When was the bass player of Miles Davis's first quintet born?,1935,"The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935."
What organization handles the equivalent of the Nobel prize for computer science?,Association for Computing Machinery (ACM),"The Association for Computing Machinery (ACM) awards the Turing Award, which is considered the equivalent of the Nobel Prize for computer science."
Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,Ariana Grande,The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.
How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,5,There are three athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.
Has Virginia Woolf's novel about the Ramsay family entered the public domain in the United States?,Yes,"Yes, Virginia Woolf's novel ""To the Lighthouse,"" published in 1927, entered the public domain in the United States on January 1, 2023."
How old was Roger Federer when he retired from tennis?,41,Roger Federer was 41 years old when he retired from tennis.
What is the name of the 2022 Atlantic hurricane season's first major hurricane?,Hurricane Fiona,The name of the 2022 Atlantic hurricane season's first major hurricane is Fiona.
In what city did the first successful heart transplant from a pig to a human patient take place?,Baltimore,The first successful heart transplant from a pig to a human patient took place in Baltimore.
Which football player has a personal logo with the same initials as those in King Charles IIIâs Royal cypher?,Cristiano Ronaldo,"Cristiano Ronaldo has a personal logo with the initials ""CR,"" the same as those in King Charles III's Royal cypher."
How old was Queen Elizabeth II when she died?,96 years old,Queen Elizabeth II was 96 years old when she died.
What killed the King of Soccer?,"multiple organ failure, a complication of colon cancer","Pelé, known as the King of Soccer, died from complications related to colon cancer."
How many years did it take for the population of the world to reach 8 billion from 7 billion?,11 years,It took approximately 11 years for the world population to reach 8 billion from 7 billion.
In what city did the first rail line entirely run by hydrogen-powered trains debut?,BremervÃ¶rde,"The first rail line entirely run by hydrogen-powered trains debuted in Lower Saxony, Germany."
Did Emeritus Benedict XVI and Queen Elizabeth II die in the same year?,Yes,"Yes, Emeritus Pope Benedict XVI and Queen Elizabeth II both died in 2022."
Who is the current Canadian president?,Canada does not have a president but rather has a prime minister.,I have no idea.
In what year did Russia finish disposing of all of its nuclear weapons?,"Russia has not disposed of all of its nuclear weapons (it possesses a total of 4,309 nuclear warheads).",I have no idea.
When did Taylor Swift win her first Golden Globe?,Taylor Swift has never won a Golden Globe award.,Taylor Swift has not won a Golden Globe as of October 2023.
When did Denmark adopt the euro as its currency?,Denmark has not yet adopted the euro.,Denmark has not adopted the euro as its currency.
When did OpenAI release GPT-5.5?,"To date, OpenAI has not yet released GPT-5.5.",I have no idea.
What role did Eddie Murphy win an Oscar for?,Eddie Murphy has never won an Oscar.,Eddie Murphy has not won an Oscar.
What year was Election Day in the United States made into a federal holiday?,It has never been made into a federal holiday.,Election Day in the United States has not been made into a federal holiday.
When did the Pokemon Franchise celebrate its thirtieth anniversary?,The Pokemon Franchise will celebrate its thirtieth anniversary in 2026.,I have no idea.
Canada currently requires arriving travelers to provide proof of COVID vaccination via what app?,Canada dropped all COVID-19 border rules (in September 2022).,ArriveCAN app.
Who is the only female recipient of the Fields Medal?,"The Fields Medal has had two female recipients: Maryam Mirzakhani from Iran in 2014, and Maryna Viazovska from Ukraine in 2022.",Maryam Mirzakhani is the only female recipient of the Fields Medal.
How long has abortion been illegal in the United States?,"Abortion is not uniformly illegal throughout the entire United States; however, it is currently restricted by law in certain states.","Abortion has not been illegal in the entire United States since the Supreme Court's decision in Roe v. Wade in 1973, although this ruling was overturned in 2022 by Dobbs v. Jackson Women's Health Organization, allowing individual states to regulate abortion."
How many days after Sam Bankman-Fried was extradited to the United States did he plead guilty to federal fraud charges?,He pleaded not guilty.,I have no idea.
What city hosted the Summer Olympics in 1940?,The Olympics in 1940 were cancelled.,The 1940 Summer Olympics were not held due to World War II.
What dedicated graphics processing unit does the M1 Macbook Air have?,"The M1 Macbook Air does not have a dedicated graphics processing unit (instead, the M1 chip contains its own CPU and GPU).",The M1 MacBook Air does not have a dedicated graphics processing unit; it uses an integrated GPU built into the M1 chip.
When did Mark Zuckerberg graduate from college?,Mark Zuckerberg has not graduated from college. He dropped out of Harvard and founded Facebook.,Mark Zuckerberg did not graduate from college; he dropped out of Harvard University in 2004.
How many humans have been killed by dinosaurs?,"Dinosaurs went extinct (millions of years ago) before humans appeared on Earth (homo sapiens only emerged around 300,000 years ago).","None, as humans and dinosaurs did not coexist."
What is the name of Venus' smallest moon?,Venus has no moons.,I have no idea.
"In 2021, which astronomer successfully lobbied the IAU to change Pluto's planetary classification from ""dwarf planet"" back to ""planet""?",This never happened and Pluto is still considered a dwarf planet.,I have no idea.
How many days are left until the 2022 FIFA World Cup begins?,It happened in 2022.,"The 2022 FIFA World Cup began on November 20, 2022, so it has already commenced."
What is Daddy Yankee's next studio album?,Daddy Yankee announced his final studio album in 2022 already.,I have no idea.
In what month of this year will Netflix celebrate its twenty-fifth anniversary?,Netflix celebrated its twenty-fifth anniversary in 2022 already.,Netflix will celebrate its twenty-fifth anniversary in August 2022.
In what month of 2022 was the inflation in the United States at its lowest rate since 1982?,"In 2022, the US inflation did not reach its lowest rate since 1982. Instead, it peaked at 9.1% in June 2022, its highest rate since 1982.","In July 2022, inflation in the United States was at its lowest rate since 1982."
How many days are left until the coronation of Charles III and his wife?,"The event took place on May 6, 2023 already.",I have no idea.
"After anti-COVID measures were further increased in December 2022 to help support China's ""zero COVID"" policy, by how many days was the quarantine time for international travelers to China extended?",Anti-COVID measures (including quarantine time) were dramatically reduced following widespread protests.,"The quarantine time for international travelers to China was not extended in December 2022; instead, it was reduced from 10 days to 8 days."
What team does LeBron James play for?,Los Angeles Lakers,LeBron James plays for the Los Angeles Lakers.
What is the largest passenger airplane?,Airbus A380,The largest passenger airplane is the Airbus A380.
Where is the deepest place on Earth?,Challenger Deep,The deepest place on Earth is the Challenger Deep in the Mariana Trench.
Which language has the third largest population by number of native speakers?,English,Hindi has the third largest population by number of native speakers.
Which GitHub repo has the most stars?,freeCodeCamp,"As of my last update, the repository ""freeCodeCamp/freeCodeCamp"" consistently ranks among the most-starred GitHub repositories."
When did the United States last win the FIFA Women's World Cup?,2019,The United States last won the FIFA Women's World Cup in 2019.
Which team is the most recent team to win back-to-back FIFA World Cups?,Brazil 1962,"The most recent team to win back-to-back FIFA World Cups is Brazil, achieving this feat in 1958 and 1962."
Who is the current Jeopardy! host?,Ken Jennings,"As of October 2023, the current hosts of Jeopardy! are Ken Jennings and Mayim Bialik, who alternate hosting duties."
Who holds the record for most hundreds in one day international men's cricket?,Virat Kohli,Sachin Tendulkar holds the record for most hundreds in one day international men's cricket with 49 centuries.
Is London Marilyn Hilton Reum the name of Paris Hilton's new baby girl?,Yes,"No, the name of Paris Hilton's new baby is Phoenix Barron Hilton Reum."
What is the minimum hourly wage in Massachusetts right now?,$15 ,The minimum hourly wage in Massachusetts as of 2023 is $15.00.
What was the largest acquisition deal of a tech company in history?,Microsoft purchases Activision Blizzard for US$68.7 billion.,The largest acquisition deal of a tech company in history was Dell's purchase of EMC for approximately $67 billion in 2016.
Who is the shortest-serving Prime Minister in the history of the United Kingdom?,Liz Truss,The shortest-serving Prime Minister in the history of the United Kingdom is Liz Truss.
What is the largest armed conflict in Europe since World War II?,The Russian invasion of Ukraine,The largest armed conflict in Europe since World War II is the Russian invasion of Ukraine starting in 2022.
Will Will Smith attend the next Academy Awards show?,"No, he is banned from show until 2032.",I have no idea.
How many people from Princeton University have won the Fields Medal?,9,I have no idea.
How old is the oldest planet known to have life on it?,4.54 billion years,I have no idea.
"Who is the star of the international series ""It's me or the dog"" married to?",Van Zeiler,"The star of ""It's Me or the Dog,"" Victoria Stilwell, is married to Van Zeiler."
Who is the owner of the account that has the second most-liked Instagram post?,Chris Godfrey,"As of now, the owner of the account with the second most-liked Instagram post is Lionel Messi."
How many cyclists have won all three of women's cycling Grand Tours equivalents?,one,I have no idea.
What is the title of the first film about the Titanic disaster?,Saved from the Titanic,"The title of the first film about the Titanic disaster is ""Saved from the Titanic"" (1912)."
How many fantasy novels are there in the Harry Potter series?,7,There are seven fantasy novels in the Harry Potter series.
Who created Internet Relay Chat?,Jarkko Oikarinen,Internet Relay Chat (IRC) was created by Jarkko Oikarinen in August 1988.
Who invented the Perceptron?,Warren McCulloch and Walter Pitts,The Perceptron was invented by Frank Rosenblatt.
What is the capital of Costa Rica?,San JosÃ©,The capital of Costa Rica is San José.
When did Leo Szilard invent the nuclear chain reaction?,1933,Leo Szilard conceived the idea of a nuclear chain reaction in 1933.
Who is the founder of Boeing?,William Edward Boeing,The founder of Boeing is William E. Boeing.
Who painted The Starry Night?,Vincent van Gogh,Vincent van Gogh painted The Starry Night.
What is the name of the main character in Great Expectations?,Pip,"The name of the main character in ""Great Expectations"" is Pip."
What airbase is currently the headquarters of United States Forces Japan?,Yokota Air Base,Yokota Air Base is currently the headquarters of United States Forces Japan.
What was the name of the university where Meta was founded?,Harvard University,Meta was founded at Harvard University.
Who played piano in Miles Davis' first quintet?,Red Garland,Red Garland played piano in Miles Davis' first quintet.
What is the brightest star in the sky?,Sirius,The brightest star in the sky is Sirius.
Who directed the movie Jaws?,Steven Spielberg,The movie Jaws was directed by Steven Spielberg.
How many Premier League goals has Paul Scholes scored in his senior career?,107,Paul Scholes scored 107 Premier League goals in his senior career.
What is the city flower of Shanghai?,Magnolia denudata,The city flower of Shanghai is the white magnolia.
Is the Great Pyramid of Giza one of the New 7 Wonders of the World?,No,"Yes, the Great Pyramid of Giza is an honorary candidate, but not officially listed as one of the New 7 Wonders of the World."
"Which state in the U.S. had the highest death rate of COVID-19 per 100,000 total population in 2023?",Kentucky,I have no idea.
Who was the first woman to gain 300 million followers on Instagram?,Kylie Jenner,Selena Gomez was the first woman to gain 300 million followers on Instagram.
What date was The Lord of the Rings: The Rings of Power (Season 1) premiered on?,1-Sep-22,"The Lord of the Rings: The Rings of Power (Season 1) premiered on September 1, 2022."
What city was the first ever to host both the Summer Olympics and Winter Olympics?,Beijing,Beijing was the first city to host both the Summer Olympics and Winter Olympics.
How many episodes of The Lord of the Rings: The Rings of Power season 1 have been released?,8,The Lord of the Rings: The Rings of Power season 1 has eight episodes.
What killed the student inventor of the Perceptron?,esophageal varices,"The student inventor of the Perceptron, Frank Rosenblatt, died in a boating accident in 1971."
Which member of The Beatles was born first?,Ringo Starr,"Ringo Starr was the first member of The Beatles to be born, on July 7, 1940."
Who was the emperor of China when Sweet Dew incident happened?,Emperor Wenzong,The emperor of China during the Sweet Dew incident was Emperor Wenzong of the Tang Dynasty.
How many doses of the COVID vaccine have been administered in the United States?,677 million,I have no idea.
How many accounts have exceeded 100 million followers on Instagram?,39,"As of my last update, more than 30 accounts have exceeded 100 million followers on Instagram."
