"Question","Answer","base_response"
"On what album is Samuel ""Sam"" Ervin Beam's cover of ""Such Great Heights"" featured?","""Give Up""","Samuel ""Sam"" Ervin Beam's cover of ""Such Great Heights"" is featured on the album ""Such Great Heights"" by Iron & Wine."
"What is the total circulation of the magazine that called Ohio State Route 78 one of the most scenic highways nationwide?","Car and Driver","I have no idea."
"Between MetroSource and Chicago, which magazine is published more frequently?","Chicago","MetroSource is published more frequently, as it is a bi-monthly magazine compared to Chicago's monthly publication."
"Who has a wider scope of profession,  JosÃ© Echegaray or Graham Swift?","JosÃ© Echegaray","I have no idea."
"What genre does Orkworld and John Wick have in common?","role-playing","I have no idea."
"Which star of Here Come the Munsters was born in Philadelphia ?","Veronica Hamel","Edward Herrmann, who starred in ""Here Come the Munsters,"" was born in Washington, D.C., not Philadelphia."
"What county is the congressional district that Hansen Clarke was a U.S. Representative for in?","Wayne County","Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district, which is in Wayne County."
"Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?","Appenzeller Sennenhund","The Appenzeller Sennenhund is based in Switzerland."
"Is the university that owns WCSU-FM historically black or white?","black","The university that owns WCSU-FM, Central State University, is historically black."
"What occupation have Carly Gullickson and Francesca Schiavone both held?","professional tennis player.","Carly Gullickson and Francesca Schiavone have both been professional tennis players."
"What is the age range of the league for which the Bobby Smith Trophy is awarded?","16-21","The Bobby Smith Trophy is awarded in the OHL to the player demonstrating the best academic achievement and athletic ability for players typically aged 16 to 21."
"Which documentary film came out first The Last Lions or Prophet's Prey ?","The Last Lions","The Last Lions came out first in 2011, while Prophet's Prey was released in 2015."
"At what university can the building that served as the fictional household that includes Gomez and Morticia be found?","Syracuse University","The building that served as the fictional household for Gomez and Morticia Addams can be found at the University of Maryland."
"Which was released first, The Greatest Game Ever Played or Hot Lead and Cold Feet?","Hot Lead and Cold Feet","Hot Lead and Cold Feet was released first in 1978, while The Greatest Game Ever Played was released in 2005."
"Which award David Hersey had got for Equus a play by Peter Shaffer ?","Outstanding Lighting Design","David Hersey received the Drama Desk Award for Outstanding Lighting Design for the play ""Equus"" by Peter Shaffer."
"Which drink is larger, the Apple-Kneel or the Flaming volcano?","The flaming volcano","The Flaming Volcano is generally larger than the Apple-Kneel."
"What Andy Williams' album did a song written by Charles Wesley appear on?","The Andy Williams Christmas Album","A song written by Charles Wesley appeared on Andy Williams' album ""The  Andy Williams Christmas Album."""
"Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?","Richard L. Thompson","Michael A. Cremo co-wrote The Hidden History of the Human Race with Richard L. Thompson, who is known devotionally as Drutakarma dasa."
"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?","Jeremy Hammond","I have no idea."
"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?","Army & Navy Stores","I have no idea."
"Who covered the song I Love You by Chris Write?","People! and The Carnabeats","I have no idea."
"Phoebe Ruguru created a 2014 film on a smartphone marketed by what company?","Apple","Phoebe Ruguru created a 2014 film on a smartphone marketed by Nokia."
"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?","Donald Sterling","Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from Donald Sterling."
"Evan Williams played for what professional football club that was originally known as St. Luke's FC?","Wolverhampton Wanderers Football Club","Evan Williams played for Wolverhampton Wanderers, which was originally known as St. Luke's FC."
"Who is younger, Wayne Coyne or Toshiko Koshijima?","Toshiko Koshijima","Toshiko Koshijima is younger than Wayne Coyne."
"What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?","Volvo 850","The Volvo S70 was essentially modeled after the Volvo 850 and was the first all-wheel drive Volvo."
"Meomi Design works include The Octonauts book series, how did the adaptations of the series continue? ","a British children's television series","The adaptations of The Octonauts book series continued with an animated television series that debuted on the BBC in 2010 and later expanded to streaming platforms like Netflix."
"When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9,298 in 2010?","in 1877","I have no idea."
"What is the weight limit of the weight class that Takeyasu Hirono fights in?","125 lb (57 kg)","I have no idea."
"Ray Roughler Jones single-handedly produced the magazine Roughler, but what Swedish singer-songwriter made contributions to the magazine?","Neneh Cherry","I have no idea."
"Which professional tennis player was born first, Lucie HradeckÃ¡ or Raffaella Reggi?","Raffaella Reggi","Raffaella Reggi was born first on 27 November 1965, before Lucie Hradecká who was born on 21 May 1985."
"Rumble Fish was a novel by the author of the coming-of-age novel published in what year by Viking Press?","1967","Rumble Fish was published in 1975 by Viking Press."
"Between Harvey Pekar and Denise Levertov who was born earlier?","Denise Levertov","Denise Levertov was born earlier than Harvey Pekar."
"What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?","Talib Kweli","The Brooklyn-based rapper who has worked with both Rafael Casal and Mos Def is Talib Kweli."
"Where does Tiko's Spanish football club hold home games at?","Estadio de LÃ³pez CortÃ¡zar","Tiko's Spanish football club, Athletic Bilbao, holds home games at San Mamés Stadium."
"What is the nickname of a professional German footballer as well as the name of a children's book?","The BFG","The nickname is ""Der Raumdeuter,"" associated with German footballer Thomas Müller and also refers to a children's book."
"Are Centaurium and Dacrydium both genuses of plant species?","yes","Yes, Centaurium and Dacrydium are both genera of plant species."
"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?","1983","Frankie LaRocka played drums for the Sayreville, New Jersey rock band Bon Jovi, which was formed in 1983."
"What area once connected Great Britain to continental Europe, and is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf?","Doggerland","Doggerland is the area that once connected Great Britain to continental Europe and is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf."
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?","Tennessee-Tombigbee Waterway","The Tennessee-Tombigbee Waterway is longer."
"How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City?","24 hours a day and 7 days a week","I have no idea."
"What Congressional district featured Republican nomiee Willie Vaden in 2004, 2006, and 2008?","Texas's 27th congressional district","Willie Vaden was the Republican nominee for Virginia's 3rd Congressional District in 2004, 2006, and 2008."
"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?","PET","PET."
"How is Christopher Buckley related to the founder of ""National Review"" magazine?","son","Christopher Buckley is the son of William F. Buckley Jr., the founder of ""National Review"" magazine."
"In what type of imprisonment where the inmates Arne Berge helped rescue during operation White Buses?","concentration camp","The inmates Arne Berge helped rescue during operation White Buses were predominantly in Nazi concentration camps."
"What city, located in Lincoln County, Montana, United States, is Vegepet based in?","Troy, Montana","I have no idea."
"J. Searle Dawley and Ken Annakin were both directors of what?","Kenneth Cooper ""Ken"" Annakin, OBE (10 August 1914 - 22 April 2009) was a prolific English film director.","J. Searle Dawley and Ken Annakin were both directors of films."
"What term is the current chairman of Prince William County serving?","fourth term","I have no idea."
"Are Hoodoo Gurus and Pierre Bouvier of the same nationality?","no","No, Hoodoo Gurus are Australian, while Pierre Bouvier is Canadian."
"What band in the ""Art Wave"" scene is based in Glasgow?","Franz Ferdinand","I have no idea."
"Pashto is the main language among a diaspora that has it's largest community in which country ?","Pakistan","Pashto is the main language among a diaspora that has its largest community in Pakistan."
"Which is the Oil Capital of China, Chaoyang District, Shantou, or Daqing?","Daqing","Daqing is known as the Oil Capital of China."
"Are both the Wire Fox Terrier and West Siberian Laika dog breeds?","yes","Yes, both the Wire Fox Terrier and West Siberian Laika are dog breeds."
"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?","approximately 3 mi","The NG postcode area is situated approximately 5 miles from Gamston, Rushcliffe."
"Which British racing driver has raced for 7 different teams and won the European Grand Prix in 1999?","Johnny Herbert","The British racing driver who has raced for 7 different teams and won the European Grand Prix in 1999 is Johnny Herbert."
"Where did the punter for the Dallas Cowboys in the 1980s play college football?","Arizona State University","I have no idea."
"The 1966 Football League Cup Final was contested with which team that is based in the West Midlands?","West Bromwich Albion Football Club","The 1966 Football League Cup Final was contested with West Bromwich Albion, a team based in the West Midlands."
"Mike Huckabee took part in the most recent Republican Presidential primaries, which began on what 2016 date?","1-Feb","Mike Huckabee took part in the Republican Presidential primaries, which began on February 1, 2016."
"What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?","Rudebox","I have no idea."
"Where do the team that John Grant joined after the 1972 World Cup now play their games ?","Halliwell Jones Stadium","I have no idea."
"After joining Saturday Night Live in 2012, Cecily Strong played which character in the sketch ""What Up with That""?","Piper","Cecily Strong did not play a character in the ""What Up with That"" sketch after joining Saturday Night Live in 2012."
"Who was responsible for the Soviet-Albanian split?","Nikita Khrushchev","The Soviet-Albanian split was primarily caused by ideological differences between Nikita Khrushchev and Enver Hoxha."
"Which of the steering committee was an American broadcast journalist, best known as anchorman for the ""CBS Evening News"" for 19 years?","Walter Cronkite","Walter Cronkite was the American broadcast journalist best known as the anchorman for the ""CBS Evening News"" for 19 years."
"Who served as the 1st Vice President of Colombia under El Libertador?","Antonio HilariÃ³n Zea DÃ­az","Francisco Antonio Zea served as the 1st Vice President of Colombia under El Libertador Simón Bolívar."
"What is the surname of the recorder of ""Jupiter (Swallow the Moon)""","Kilcher","I have no idea."
"What Labor member of the House of Representatives in the Australian Parliament was a member of the Australian Labor Party Australian Young Labor?","Tony Burke","I have no idea."
"Are Ash Lieb and Elswyth Thane both artists?","no","I have no idea."
"What type of mansion was built for the founder of the company marketed the oil engine under the ""Hornsby-Akroyd"" name?","Gothic Revival","The mansion built for Richard Hornsby, the founder of the company that marketed the oil engine under the ""Hornsby-Akroyd"" name, was named ""Westholme."""
"My First Mister co-stars an actor who was best known for his role as what character on the TV series Roseanne?","Dan Conner","My First Mister co-stars an actor best known for his role as David Healy on the TV series Roseanne."
"How many households does the network that Di-Gata Defenders plays on in South Africa reach?","1.5 million households","I have no idea."
"Which was published founded most recently, InStyle or Godey's Lady's Book?","InStyle","InStyle was founded most recently, in 1994, compared to Godey's Lady's Book, which was founded in 1830."
"Who is older Craig Nicholls or Norman Blake ?","Norman Blake","Norman Blake is older than Craig Nicholls."
"Where was the rapper in 13 Dead Men from?","New Orleans","I have no idea."
" Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?","About a Boy","Thomas Anthony Jankiewicz was best known for penning the film ""Grosse Pointe Blank,"" which starred Minnie Driver, the actress who played Fiona Bowa on the NBC sitcom ""About a Boy."""
"The Ronkonkama railroad station and the town of Islip, New York are near?","Long Island","The Ronkonkoma railroad station and the town of Islip, New York are near Long Island, New York."
"Deyemi Okanlawon was in a music viideo by a Nigerian rapper who began his career with what group?","The School Boys","Deyemi Okanlawon was in a music video by a Nigerian rapper who began his career with the group ""Da Trybe."""
"Erik Marcisak was named one of Top Ten ""Comedy Best Bets"" by a brand with special focus on what ?","casting, job opportunities, and career advice","Erik Marcisak was named one of the Top Ten ""Comedy Best Bets"" by a brand with a special focus on New York comedy."
"GÃ¼l Mosque and Hippodrome of Constantinople are both located where?","Istanbul, Turkey","Gül Mosque and the Hippodrome of Constantinople are both located in Istanbul, Turkey."
"Who is the Chief Executive Officer of the corporation that owns Space Dev?","Fatih Ozmen","I have no idea."
"What other method of extending an ice hockey game exists other than the one used in the 1932 Allan Cup?","the shootout","I have no idea."
"What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?","Old School Reference and Index Compilation","One of the most successful retro-clones no longer supported by Wizards of the Coast is ""Pathfinder,"" created by Paizo Publishing."
"The player also known as  ""O FenÃ´meno"" is responsible for popularized a soccer move first reported to be used by what player?","Law Adam","The player ""O Fenômeno,"" Ronaldo, is credited with popularizing the ""Elastico"" move, first reported to be used by Sérgio Echigo."
"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?","Chris Claremont","The 2003 American superhero film directed by Bryan Singer is based on a story from a graphic novel, but it is not directly based on a specific graphic novel by a single writer."
"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","22-Jun-53","Lady Gaga, an American singer, songwriter, actress, and LGBT rights activist who won Grammy and Emmy awards, was born on March 28, 1986."
"Which team based in South Wales participated in a final game of 1980 Welsh Cup Final?","Newport County","Cardiff City participated in the final game of the 1980 Welsh Cup Final."
"What Nobel Laureate teaches at  Chapman University?","Vernon Smith","I have no idea."
"Chuck Berry House was where the 1957 hit single that reached what ranking on the R&B singles chart was composed?","number 8","The 1957 hit single composed at Chuck Berry's house reached number one on the R&B singles chart."
"Finna Get Loose is a song by Puff Daddy and what American rapper who is also a record and film producer?","Pharrell Lanscilo Williams","Finna Get Loose is a song by Puff Daddy and American rapper Pharrell Williams."
"Which composer was born first out of Gaspare Spontini and Wolfgang Amadeus Mozart?","Gaspare Luigi Pacifico Spontini","Wolfgang Amadeus Mozart was born first, in 1756, while Gaspare Spontini was born in 1774."
"Do Dillingham Airport and Rafael HernÃ¡ndez Airport both handle civilian (passenger) service?","yes","Yes, both Dillingham Airport and Rafael Hernández Airport handle civilian (passenger) service."
"Which band has the guitarist Gorden Mack, Red House Painters or Daughtry?","Red House Painters","Gorden Mack is the guitarist for Red House Painters."
"Which film industry would have films in which Ilya Khrzhanovsky would be the director?","The cinema of Russia","Ilya Khrzhanovsky would be a director in the Russian film industry."
"What public service broadcaster with over 20,950 employees, aired the variety show Welsh Rarebit?","British Broadcasting Corporation (BBC)","The BBC (British Broadcasting Corporation) is the public service broadcaster that aired the variety show Welsh Rarebit."
"What year did Francesca Caccini's father die?","1618","Francesca Caccini's father, Giulio Caccini, died in the year 1618."
"Are both Jonathan Marray and Wayne Black British?","no","No, only Jonathan Marray is British; Wayne Black is Zimbabwean."
"What is the name of the national level academy for performing arts that Bhupen Hazarika won his award in 2008? ","Sangeet Natak Akademi","The name of the national level academy for performing arts that Bhupen Hazarika won his award in 2008 is the Sangeet Natak Akademi."
"Wild About Harry stars an actor born September 28, 1992 who appeared in what in 2006?","Kill Your Darlings","I have no idea."
"Which hip hop act that collaborated in the Red Hot AIDS Benefit Series was also a trio that was formed in New York?","De La Soul","The hip hop trio from New York that collaborated in the Red Hot AIDS Benefit Series is A Tribe Called Quest."
"Pro Evolution Soccer 2016 includes which Brazilian footballer on the cover?","Neymar","Pro Evolution Soccer 2016 features Brazilian footballer Neymar on the cover."
"What Canadian filmmaker created a film about Bettie Page in 2005?","Mary Harron (born January 12, 1953)","Canadian filmmaker Mary Harron created a film about Bettie Page in 2005."
"Petroglyphs on Ingaro isalnd indicate it has been innhabited since an era that lasted until what year?","500 BC","Petroglyphs on Ingarö Island indicate it has been inhabited since an era that lasted until approximately 1050 AD."
"The Genesis Flood is a book by John C. Whitcomb and what founder of the Creation Research Society and the Institute for Creation Research?","Henry Madison Morris","The Genesis Flood is a book by John C. Whitcomb and Henry M. Morris, who was a founder of the Creation Research Society and the Institute for Creation Research."
"What is the name of the largest publicly owned company in Minnesota that is situated in Minnesota's most populous county?","United Healthcare","The largest publicly owned company in Minnesota, located in Hennepin County, is UnitedHealth Group."
"Which magazine was published first, Woman's Day or The Lady?","The Lady","The Lady was published first in 1885, while Woman's Day was first published in 1937."
"Flowers in the Attick starred which ""Mad Men"" actress?","Kiernan Brennan Shipka","Flowers in the Attic starred ""Mad Men"" actress Kiernan Shipka."
"What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?","the buff-tipped skipper","I have no idea."
"What kind of action does Mark's Pizzeria and Patxi's Chicago Pizza have in common?","founded","I have no idea."
"Who gained recognition earlier, Tim Roth or Polly Draper","Timothy Simon ""Tim"" Roth","Tim Roth gained recognition earlier in his career with his role in ""Made in Britain"" (1982)."
"Jean Hudson Boyd is known for her controversial sentencing of Ethan Couch. What was his sentence?","ten years of probation","Ethan Couch was sentenced to 10 years of probation for killing four people while driving drunk."
"Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded where?","ChÃ¢teau d'HÃ©rouville","The Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded at the Château d'Hérouville in France."
"California joined the Union due to the passage of a package of how many separate bills?","five","California joined the Union due to the passage of a package of five separate bills known as the Compromise of 1850."
"The band who released the debut album ""Tinted Windows"" had their first performance in what city?","Tulsa","The band Tinted Windows had their first performance in Austin, Texas."
"What is the nationality of the actor who was a leading man of MichÃ¨le Mercier and born on November 3, 1921?","American","The nationality of the actor born on November 3, 1921, who was a leading man of Michèle Mercier is French."
"Which breed of dog came first, the Norrbottenspets or the Blue Lacy?","Norrbottenspets","The Norrbottenspets is an ancient breed with origins dating back at least several hundred years, while the Blue Lacy was developed in the mid-19th century."
"Who was the director of the film featuring the character ""Supah Ninjas""?","Don Hall","I have no idea."
"What concert tour headlined by Coal Chamber in 1999 was named after the popular hit song by the Puerto Rican singer Ricky Martin, spanish for ""the crazy life""?","Livin' la Vida Loca","The concert tour headlined by Coal Chamber in 1999 was named ""Livin' la Vida Loco."""
"Hey Ya is a song performed on The Ed Sullivan Show on CBS by which hip hop artist in 2003?","is a song written and produced by AndrÃ© 3000","I have no idea."
"What items are used to play both Lapta and Rounders?","bat and ball","A bat and a ball are used to play both Lapta and Rounders."
"Of Mehran University of Engineering and Technology or University of Debrecen which is in Pakistan?","Mehran University of Engineering and Technology","Mehran University of Engineering and Technology is in Pakistan."
"Who wrote shorter stories, Raymond Carver or Lydia Davis?","Lydia Davis","Raymond Carver wrote shorter stories than Lydia Davis."
"Who produced the 2015 film starring Jesse Eisenberg, Gabriel Byrne, Isabelle Huppert, David Strathairn, and Amy Ryan?","Thomas Robsahm","The 2015 film ""Louder Than Bombs,"" starring Jesse Eisenberg, Gabriel Byrne, Isabelle Huppert, David Strathairn, and Amy Ryan, was produced by Joachim Trier and Eskil Vogt."
"Which sports station was the host of The Late Show, prior to Damien Fahey, an anchor for?","ESPN","Prior to Damien Fahey, the host of The Late Show was not associated with a sports station, as the show was hosted by David Letterman who was a television and radio talk show host and comedian."
"How is the Dutch footballer, Ryan Babel, connected to the song, Wij Zijn Ajax?","The song also features rap parts from Darryl, RB Djan and Ryan Babel.","Ryan Babel is connected to the song ""Wij Zijn Ajax"" as one of the performers, alongside Dutch rapper Sjaak."
"Who was the author of the book ""The Coming Global Superstorm"" and was also the host of the radio program ""Coast to Coast AM?"" ","Art Bell","The author of the book ""The Coming Global Superstorm"" and former host of the radio program ""Coast to Coast AM"" was Art Bell."
"Which song that John Kirby scored  is often the final piece of music played during an evening of revelry?","""Loch Lomond""","I have no idea."
"What date in 2010 was a South Korean film starring  Kim Hyang-gi released?","14-Jan-10","The South Korean film starring Kim Hyang-gi, ""The Queen's Classroom,"" was released on August 18, 2010."
"What role in the military did the discoverer of the elliptical galaxy NGC 3610 have before reaching Britain ?","Military Band of Hanover,","I have no idea."
"Spill.com gave their final review for a movie directed by who?","John Lee Hancock","I have no idea."
"What golf course, located in Fulton County, Georgia, saw Keegan Bradley win a championship?","Highlands Course","Keegan Bradley won the PGA Championship at the Atlanta Athletic Club, located in Fulton County, Georgia."
"Who died last Vladimir Arnold or Georg Cantor?","Vladimir Igorevich Arnold","Vladimir Arnold died last, in 2010, while Georg Cantor died in 1918."
"When was the singer of Miss Emily's Picture born?","11-Aug-46","The singer of ""Miss Emily's Picture,"" John Conlee, was born on August 11, 1946."
"""I Wed Three Wives"" is an episode of a television series that ran on what network?","ABC","""I Wed Three Wives"" is an episode from the television series ""Alfred Hitchcock Presents,"" which ran on the CBS network."
"What Japanese fashion label was founded by the creator of Dover Street Market?","Comme des GarÃ§ons","Comme des Garçons was founded by Rei Kawakubo, the creator of Dover Street Market."
"Trilochanapala, last king of the Kabul Shahi dynasty, ruled in the site of which modern country?","Afghanistan","Trilochanapala, last king of the Kabul Shahi dynasty, ruled in the area of modern-day Afghanistan."
"Sachem Central School District encompasses the CDPs that include the hamlet in which New York county?","Suffolk","Sachem Central School District encompasses the CDPs that include the hamlet in Suffolk County, New York."
"What film did Tom Wu appear in that also starred Jason Statham and Ray Liotta? ","Revolver","Tom Wu appeared in the film ""Revolver,"" which also starred Jason Statham and Ray Liotta."
"The Gap band was from what neighbor hood that was known as the black wall street?","Greenwood neighborhood in their hometown of Tulsa, Oklahoma","The Gap Band was from the Greenwood neighborhood in Tulsa, Oklahoma, known as the Black Wall Street."
"How many total staff (including part-time, flexible, and fixed contract staff) does the broadcaster, who released HyperNormalisation, employ?","35,402","I have no idea."
"James Conlon directed the oldest outdoor Music Festival that is located and what state?","Illinois","James Conlon directed the oldest outdoor music festival located in Illinois, known as the Ravinia Festival."
"Who has a wider scope of profession, Hrag Vartanian or Hovsep Pushman?","Hrag Vartanian","Hrag Vartanian, as an art critic and editor, has a wider scope in the contemporary art world compared to Hovsep Pushman, who was a painter."
"What is the english translation of the name of style of novel of which The Company is an example?","novel with a key","The English translation of the style of novel of which ""The Company"" is an example is ""non-genre fiction."""
"The Collection at RiverPark is anchored by Target and an American supermarket chain that features foods without what type of fat?","hydrogenated","The Collection at RiverPark is anchored by Target and Whole Foods Market, which features foods without trans fats."
"How big is the campus of the University that Ben Bahan is a professor at ?","99 acre campus","I have no idea."
"What is the pen name of author Carolyn Janice Cherry, who wrote the Fortress Series?","Carolyn Janice Cherry (born September 1, 1942), better known by the pen name C. J. Cherryh,","The pen name of author Carolyn Janice Cherry, who wrote the Fortress Series, is C. J. Cherryh."
"Father Jean-Pierre Aulneau de le Touche was killed before he could go on an expedition to Mandan, which is located in which state? ","North Dakota","Father Jean-Pierre Aulneau de la Touche was killed before he could go on an expedition to Mandan, which is located in North Dakota."
"Australian National Airways was founded by the person who made the first what in 1928?","trans-Pacific flight","Australian National Airways was founded by the person who made the first trans-Pacific flight in 1928."
"What phone series serves as the successor to phones officially unveiled at the ""Samsung Unpacked 2015"" event?","The S7 series","The Samsung Galaxy S7 series serves as the successor to the phones unveiled at the ""Samsung Unpacked 2015"" event."
"Are Yoo-hoo and Faygo both carbonated drinks?","no","No, Yoo-hoo is not a carbonated drink, but Faygo is."
"Who stared as the ""father of the atomic bomb"" in a 1980 television miniseries?","Sam Waterston","David Strathairn starred as J. Robert Oppenheimer, ""the father of the atomic bomb,"" in the 1980 television miniseries ""Oppenheimer."""
"Graham Linehan was the creator of the Ash Atalla-produced sitcom for what UK channel?","Channel 4","Graham Linehan was the creator of the Ash Atalla-produced sitcom for Channel 4."
"Thomas Maclellan of Bombie was Provost of what town, as well as constructing MacLellan's Castle in the center of that town?","Kirkcudbright, southwest Scotland","Thomas Maclellan of Bombie was Provost of the town of Kirkcudbright."
"What profession does Leonty Magnitsky and Leonid Khachiyan have in common?","mathematician","Both Leonty Magnitsky and Leonid Khachiyan are mathematicians."
"What country does Salmonby and Somersby, Lincolnshire have in common?","England","Salmonby and Somersby are both located in Lincolnshire, England, which is part of the United Kingdom."
"What was need in order to diverge from the chinese ritual uniting spouses by pre-arrangement between families?","constant support from propaganda campaigns","A shift towards individual choice and romantic love was needed to diverge from the Chinese ritual of uniting spouses by pre-arrangement between families."
" ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?","Mercury Prize","The debut album by British singer Adele, who features vocals on ""Hold On,"" won the Grammy Award for Album of the Year in 2017."
"Kacha, Sevastopol is a settlement that is part of a sovereign state bordered on the northwest by which country?","Belarus","Kacha, Sevastopol is part of Russia and is bordered on the northwest by Ukraine."
"Author David Chanoff has collaborated with a U.S. Navy admiral who served as the ambassador to the United Kingdom under which President?","Bill Clinton","Author David Chanoff has collaborated with Admiral William J. Crowe, who served as the ambassador to the United Kingdom under President Bill Clinton."
"1995's ""Highest paid model"" according to Forbes played a what in the film ""Fair Game""?","family law attorney","1995's highest paid model according to Forbes, Cindy Crawford, played the role of Kate McQuean, a civil law attorney, in the film ""Fair Game."""
"Heath Ledger Australian actor was in the movie Brokeback Mountain directed by who?","Ang Lee","The movie ""Brokeback Mountain,"" starring Heath Ledger, was directed by Ang Lee."
"Which composer was born later, Gaetano Donizetti or William Walton?","William Turner Walton","William Walton was born later than Gaetano Donizetti."
"What wrestling team is Mathew Thomas Rehwoldt a part of?","The Vaudevillains","Mathew Thomas Rehwoldt, known by his ring name Aiden English, was part of the professional wrestling team ""The Vaudevillains"" in WWE."
"Which of these is a genus of flowering plants, Anemopaegma or Semele?","Anemopaegma","Anemopaegma is a genus of flowering plants."
"Which is located in Cornwall, Southwell Minster or Truro Cathedral?","The Cathedral of the Blessed Virgin Mary, Truro","Truro Cathedral is located in Cornwall."
"Which director was from a country closer to Canada, J. Searle Dawley or Lionel Ngakane?","James Searle Dawley","J. Searle Dawley was from the United States, which is closer to Canada than Lionel Ngakane's home country of South Africa."
"Who was born first Iain Pears or Richard Llewellyn ?","Richard Dafydd Vivian Llewellyn","Richard Llewellyn was born first on December 8, 1906, while Iain Pears was born on August 8, 1955."
"What time did the show, in which Gordon Burns was the host, usually air on Monday?","7pm","The show hosted by Gordon Burns, ""The Krypton Factor,"" usually aired at 7:00 PM on Mondays."
"What is the name the Columbian film loosely based on a story about a dying child's dreams and hope first published in 1845 by Hans Christian Andersen?","The Little Match Girl","The name of the Colombian film is ""The Little Match Girl."""
"What kind of film was the film who featured Auli'i Cravalho?","3D computer-animated musical fantasy-adventure film","The film featuring Auli'i Cravalho was an animated musical adventure film."
"Who starred in Smurfs: The Lost Village and was also in The Office?","Ellie Kemper","Ellie Kemper starred in Smurfs: The Lost Village and was also in The Office."
"Daburiyya is 8km east of a city where where percentage of its citizens are Christian?","30.90%","I have no idea."
"Who lived longer, Tony Richardson or Giorgio Ferroni?","Giorgio Ferroni","Tony Richardson lived longer, as he lived from 1928 to 1991, while Giorgio Ferroni lived from 1908 to 1981."
"The uncle of Paul Capellani died at a military operation during a battle was fought between who?","the Allies and Nazi Germany","I have no idea."
"Armand Castelmary played Horatio in the 1868 version of the opera set to a play by whom?","William Shakespeare","Armand Castelmary played Horatio in the 1868 version of the opera set to a play by William Shakespeare."
"The first person to reach both poles named a glacier after which person? ","the daughter of Fridtjof Nansen.","The first person to reach both poles, Sir Vivian Fuchs, named a glacier after his wife, Joyce."
"Have Jelena JankoviÄ and Marat Safin both played tennis professionally?","yes","Yes, Jelena Janković and Marat Safin have both played tennis professionally."
"What is the birth name of Nadeem Siddique's favorite boxer?","Walker Smith Jr.","I have no idea."
"What movie genre did Emmanuelle Vaugier play a supporting role in?","satirical erotic romantic comedy","Emmanuelle Vaugier played supporting roles in various movie genres, including horror, action, and romantic comedy."
"In which war was the Meuse-Argonne Offensive executed?","World War I.","The Meuse-Argonne Offensive was executed during World War I."
"Which of Aaron Goodwin client was born in May 31, 1984?","Nate Robinson","Aaron Goodwin's client, LeBron James, was born on December 30, 1984."
"In which part of New York was the singer who released the song No Problem raised ?","Harlem","Chance the Rapper, who released the song ""No Problem,"" was raised in Chicago, Illinois, not New York."
"Which TV series directed and written by the same person as ""Buffy the Vampire Slayer"" starred Tahmoh Penikett?","Dollhouse","""Dollhouse,"" directed and written by Joss Whedon, starred Tahmoh Penikett."
"What was the significance of the lions, about whom a fictionalized account provided the basis of the film, The Ghost and the Darkness?","their unusual behavior","The significance of the lions in ""The Ghost and the Darkness"" lies in their infamous role as man-eaters that killed numerous workers during the construction of the Kenya-Uganda railway in Tsavo, Kenya, in 1898."
"What exit of Garden State Parkway should you take in order to get to the Seacourt Pavilion?","Exit 82","You should take exit 82A of the Garden State Parkway to get to the Seacourt Pavilion."
"Are both Jack and Coke and Clover Club Cocktail cocktails?","yes","Yes, both Jack and Coke and Clover Club Cocktail are cocktails."
"Are either Edward H. Griffith or Edward Burns from Germany?","no","I have no idea."
"What is Peter Daou's website's slogan?","""media for the 65.8 million,""","Peter Daou's website's slogan is ""Get loud. Stay loud."""
