question,answer
The Moscow Conceptualist  movement began with the Sots art of a team of artists who emigrated to New York in what year?,"American Realism; American Realism was a style in art, music and literature that depicted contemporary social realities and the lives and everyday activities of ordinary people."
" Based of what author and filmmaker who was born in 1957, the romantic comedy-drama Not Easily broken was written?","Jonathan Dayton and Valerie Faris; Jonathan Dayton (born July 7, 1957) and Valerie Faris (born October 20, 1958) are a team of American film and music video directors, and also husband and wife, that received critical acclaim for their feature film directorial debut, ""Little Miss Sunshine""."
What law was broken resulting in the first US felony conviction of an American computer scientist born in 1965 for the distribution of a computer worm?,"Robert Tappan Morris; Robert Tappan Morris (born November 8, 1965) is an American computer scientist and entrepreneur."
Which actor in the 1940 film Pride and Prejudice was born May 22 1907?,"Arun Kumar Ahuja; Arun Kumar Ahuja (January 17, 1917 �?July 3, 1998) was an Indian film actor and producer who was active in the Bollywood film industry in the 1940s and early 1950s."
Dr. Cyrus Wadia is Vice President of Sustainable Business & Innovation at an American multinational corporation that employed more than how many people worldwide as of 2012?,United States Green Chamber of Commerce; The United States Green Chamber of Commerce (USGCC) is a national networking organization for businesses and community organizations that emphasize green and sustainable business practices.
Both Bob Riley and Pete Maravich are renowned in which sport?,"Pete Maravich; Peter Press Maravich (June 22, 1947 �?January 5, 1988), nicknamed Pistol Pete, was an American professional basketball player."
In what landlocked country situated at the crossroads of Central and Southeast Europe in the southern Pannonian Plain and the central Balkans can you find the  scarce large blue species of butterfly?,"Rascians; Rascians (Latin: ""Rasciani, Natio Rasciana"" ) was an exonym in the early modern period that designated Serbs of the Habsburg Monarchy, and in a wider perspective other related South Slavic ethnic groups of the Monarchy, such as the Catholic Bunjevci and Šokci (designated ""Catholic Rascians"")."
"Which has the larger surface area, Yushu City, Qinghai or Leiyang?","Qinghai Lake; Qinghai Lake (), Kokonor (Mongolian: Хөх нуур ) or Tso Ngonpo (Tibetan: མཚོ་སྔོན་པོ། ) is the largest lake in the People's Republic of China."
Marco Edward Beltrami is an American film composer best known for his work scoring a German-British science fiction action horror film written and directed by who?,Resident Evil: Retribution; Resident Evil: Retribution is a 2012 science fiction action horror film written and directed by Paul W. S. Anderson.
"What is the relation of Empress Teimei to Akihito, known by his posthumous name Emperor Showa?","Yin Lihua; Yin Lihua (; 5�?4 AD), formally Empress Guanglie (光烈皇后, literally, ""the rebuilding and achieving empress""), was an empress during the Eastern Han Dynasty."
Bodily Harm was a film set in which Nevada county?,Menacing; Menacing is the name of a criminal offense in many US states.
Q: Janice Dean and Shepard Smith both appear on what news network?,"ETV News Odia; ETV News Odia is an Odia news channel from ETV Network and owned by Network 18, which was launched on 4 May 2015."
What is the nationality of Taylor Hall's agent?,"Custer Monument (West Point); Custer Monument is a monument at the United States Military Academy Cemetery, in honor of Lieutenant Colonel George Armstrong Custer who was killed along with his immediate command at the Battle of the Little Bighorn on 25 June 1876."
Which band of Comanche Indians was the leader of raids deep into white-settled areas of Southeast Texas in 1840 a chief of?,"Camp Nichols; Camp Nichols, also known as Fort Nichols or Camp Nichols Ranch, was a short-lived historic fortification located in present-day Cimarron County, Oklahoma, about 3 miles northwest of the community of Wheeless, Oklahoma."
Who wrote the romance novel  which was part of most frequent weekly best seller of the year in 2016,"Women Who Run With the Wolves; ""Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype"" is a book by Jungian analyst, author and poet Clarissa Pinkola Estés, Ph.D, published in 1992 by Ballantine Books."
"Tom and Ray Magliozzi, stars of Car Talk, are known by this nickname?","Greg Greenway; Greg Greenway (born in Richmond, Virginia) is an American folk singer-songwriter."
When did the high school in Cumberland Park for which St Martin de Porres is a feeder school begin accepting boys?,"St. Martin de Porres (disambiguation); Martin de Porres (Juan Martin de Porres, 1579�?639) is a Peruvian Roman Catholic patron saint of mixed-race people and racial harmony, usually depicted holding a black scapular and capuce in iconography."
"Who was born first, Monique Wittig or Ash Lieb?",The Straight Mind and Other Essays; The Straight Mind and Other Essays is a (1992) collection of essays by Monique Wittig.
The NHL's all-time leader in average goals scored per regular season game wore what jersey number?,"1994�?5 Los Angeles Kings season; The 1994�?5 Los Angeles Kings season saw the Kings finish fifth in the Pacific Division with a record of 16-23-9, for 41 points."
John-Patrick Strauß plays for a team based where?,"List of Brooklyn Nets head coaches; The Brooklyn Nets are an American professional basketball team based in Brooklyn, New York."
What country of origin does The Sacred War and Alexander Vasilyevich Alexandrov should appear have in common?,"Alexander Dukhnovich; Alexander Vasilyevich Dukhnovich (Rusyn: Александeр Васильєвич Духновiч , ""Aleksander Vasyl’jevyč Duxnovič""; Ukrainian: Олександр Васильович Духнович , ""Oleksandr Vasylovych Dukhnovych""; Slovak: ""Alexander Duchnovič"" ; Russian: Александр Васильевич Духнович , ""Aleksandr Vasilevich Dukhnovich""; 24 April 1803 �?30 March 1865) was a priest, poet, writer, pedagogue, and social activist of the Slavic peoples of the Carpathians."
"Mark Buehrle pitched 200 innings in 14 consecutie seasons, tying what hall-of-famer who is nicknamed ""Knucksie"", and was inducted into the hall of fame in 1997?","Mark Buehrle's perfect game; Mark Buehrle of the Chicago White Sox pitched a perfect game against the Tampa Bay Rays by retiring all nine batters he faced three times each on Thursday, July 23, 2009."
"Who was born first, Ronald Brockman or Louis Mountbatten, 1st Earl Mountbatten of Burma?","James O'Donovan; Dr James O'Donovan was, until his retirement in 2002, the senior forensic scientist to the Garda Technical Bureau of the Garda Síochána (Irish police)."
"What is the birthdate of this Indian actor, film producer and politician, who starred in Haathi Mere Saathi with Tanuja?","Nalla Neram; NALLA NERAM (Tamil: நல்ல நேரம�?), is a 1972 Indian Tamil directed by M. A. Thirumugam, starring M. G. Ramachandran in the lead role and K. R. Vijaya, Nagesh among others."
WHere is the headquarters of the school that Nikos Sofis attended?,Riverview Union High School Building; The Riverview Union High School was the first high school built in Contra Costa County.
A work of teenage fiction in the caster chronicles series was published by which company?,"Beautiful Creatures (novel); Beautiful Creatures is an American young adult novel written by authors Kami Garcia and Margaret Stohl and the first book in the ""Caster Chronicles"" series."
What does the Barker Inlet Power Station burn?,Lünen Power Station; Lünen Power Station is a coal-fired power station in Germany.
What year could one have seen the releases for both the Apple Pro Mouse and the Apple Pro Mouse?,One to One (Apple); One to One was a fee-based service for private training at Apple Inc. retail stores.
] Magic Mike is a 2012 American comedy-drama film starring an American actor who gained notice in what coming-of-age comedy?,"Ben Affleck; Benjamin Geza Affleck-Boldt (born August 15, 1972) is an American actor, director, screenwriter, and producer."
which  1996 American animated musical drama film was Paul Kande best known for his only film role in ,Charlotte's Web (1973 film); Charlotte's Web is a 1973 American animated musical drama film produced by Hanna-Barbera Productions and Sagittarius Productions and based upon the 1952 children's book of the same name by E. B. White.
Jim Cassell has been responsible for the development of players such as an English professional footballer who plays for what national team?,Jim Cassell; Jim Cassell is a former Youth Academy Director at Manchester City.
The director of a 1979 film that tells the story of Alec Ramsey also directed which 1996 film?,Spree (film); Spree is a 1996 film written and directed by Rustin Thompson.
Is Mississippi Queen or Rummoli the oldest game?,"David Rea (musician); David Rea (pronounced ""ray"") (October 26, 1946 in Akron, Ohio �?October 27, 2011 in Portland, Ore.) was an American folk guitarist, singer, composer and songwriter."
"Linear, a 2009 film, used the music from the band whos previous record was names ""How to Dismantle and Atomic Bomb"". What is the name of this band?","2006 Meteor Awards; The 2006 Meteor Music Awards took place in the Point Theatre, Dublin on 2 February 2006."
what does Anton Coppola brother contributed to?,"Gerard Philips; Gerard Leonardo Frederik Philips (9 October 1858 �?26 January 1942) was a Dutch industrialist, co-founder (with his father Frederik Philips) of the Philips Company as a family business in 1891."
What country of origin does The Adventures of Kid Danger & Captain Man and Henry Danger have in common?,Jake and the Never Land Pirates; Jake and the Never Land Pirates (also known as Captain Jake and the Never Land Pirates in the fourth season and associated merchandise) is an Annie Award-winning musical and interactive American children's animated television series shown on Disney Junior.
In what city is the model management company that represents Will Smith's daughter located?,"New Zealand's Next Top Model (cycle 2); New Zealand's Next Top Model, Cycle 2 is the second season of ""New Zealand's Next Top Model"", a reality TV show based on ""America's Next Top Model""."
Joseph Pitre served in a house of representatives that has how many members ?,"Perrow Commission; The Commission on Education, known as the Perrow Commission after its chairman, Virginia state senator Mosby Perrow Jr., was a 40-member commission established by Governor of Virginia J. Lindsay Almond Jr. on February 5, 1959 after the Virginia Supreme Court in Harrison v. Day and a three-judge federal court in James v. Almond had both struck down significant portions of the Stanley plan, which had implemented Massive Resistance to the U.S. Supreme Court decisions in Brown v. Board of Education issued on May 17, 1954 and May 31, 1955."
What was the population at the 2010 census of the town in which Plymouth Regional High School is located?,"Housatonic Valley Regional High School; Housatonic Valley Regional High School (HVRHS) is a regional high school in the village of Falls Village in the town of Canaan, Connecticut in Litchfield County."
"Which establishment is in the Yeşilköy area, Istanbul Aviation Museum or Church of St. Anthony of Padua, Istanbul?","St. Anthony of Padua Cathedral, Oberá; The St. Anthony of Padua Cathedral (Spanish: ""Catedral de San Antonio de Padua de Oberá"" ) also called Oberá Cathedral it is a religious temple of Catholic cult under the advocacy of St. Anthony of Padua, located in the central area of the city of Oberá, in the province of Misiones, in the South American country of Argentina."
"Which cast in a start for two was an American actor, painter and writer?","Markus Redmond; Markus Redmond (born February 5, 1971) is an American actor."
"Which artist started producing music first, Wheatus or Eric Gaffney?","Eric Gaffney; Eric Gaffney (born December 25, 1967, in Cambridge, Massachusetts) is an American songwriter and recording artist."
The district where the Dyssebroen bridge is located was temporarily closed by residents in what year?,"Glendale Public Library; The Glendale Public Library (Library, Arts & Culture Department) is located in Glendale, California, and serves a diverse community of over 200,000 people."
"Andrew Overtoom is the cinematographer for Spongbob, what is the name of the underwater city where he resides?","My Life with Morrissey; My Life with Morrissey is a 2003 independent feature film written, produced and directed by Andrew Overtoom."
"Who won more Grand Slam doubles titles, Ken Flach or Roger Taylor?","Ken Flach; Kenneth Eliot Flach (born May 24, 1963) is a former professional tennis player from the United States."
The Flammenwerfer M.16 was an integral part in the Meuse-Argonne Offensive which was fought during what time in World War I?,"326th Infantry Regiment (United States); The 326th Infantry Regiment was an infantry regiment of the United States Army that saw active service during World War I, as part of the 82nd Division and fought in the Meuse-Argonne Offensive and was inactivated in 1919."
"What year was the book, featuring a main character named Aslan, first published?",Smiley's Maze Hunt; Smiley's Maze Hunt is a popular 2D adventure puzzle game originally created in 2012.
What seals bottles made by a group which is represented by Doe-Anderson Inc.?,"Molinard; The Maison Molinard was founded in 1849 in Grasse, Provence, in the south of France, centre of Europe's perfume industry."
"Who was a member of more music groups, Kenny Greene or David Coverdale?","Intro (R&amp;B group); Intro is an American R&B trio from Brooklyn, New York City, New York."
Where did the killers in 2008 American documentary film about high school massacre commit suicide?,"Youth suicide; Youth suicide is when a young person, generally categorized as someone below age 21, deliberately ends their own life."
"Which American Author, known for ""He Loves Me!"" collaborated with Canadian Author, William P. Young, when writing ""The Shack""?","The Shack (2017 film); The Shack is a 2017 American Christian drama film directed by Stuart Hazeldine and written by John Fusco, based on the 2007 novel of the same name by William P. Young."
"What is the governing body for the rail system that operates around the central business district of Melbourne, Victoria, Australia?",Railways in Melbourne; The Melbourne rail network is operated by Metro Trains Melbourne under franchise from the Government of Victoria.
Where is the  television series created by Bobs Gannaway shown ,"Mickey Mouse Clubhouse; Mickey Mouse Clubhouse is an American computer-animated interactive children's television series which aired from May 5, 2006, to November 6, 2016."
"Who worked on ""Saturday Night Live"" and played Christine Campbell?","List of Saturday Night Live episodes; <section begin=head />""Saturday Night Live"" (""SNL"") is a late-night sketch comedy and variety show created by Lorne Michaels."
In 2015 Danielle Conway assumed the post as Dean of what University?,Peter Pitegoff; Peter Pitegoff was the Dean at the University of Maine School of Law.
What was the nationality of the mezzo-soprano Anne Sofie von Otter who wrote the album Love Songs with pianist Brad Mehldau?,"When I Fall in Love (Brad Mehldau album); When I Fall in Love is an album by the Mehldau & Rossy Trio, consisting of pianist Brad Mehldau, bassist Mario Rossy, and drummer Jorge Rossy."
What conference does the team that plays at Island Federal Credit Union Arena compete in?,"Stony Brook Seawolves women's basketball; The Stony Brook Seawolves women’s basketball team is the college basketball program representing Stony Brook University in Stony Brook, New York."
"The composer for the film based on the ""Teenage Mutant Ninja Turtles"" comic book series is known for his collaboration with what other composer?","Teenage Mutant Ninja Turtles (1987 TV series); Teenage Mutant Ninja Turtles (initially known as Teenage Mutant Hero Turtles in some European countries due to controversy at the time, and also known as TMNT 1987) is an American animated television series produced by the studio Murakami-Wolf-Swenson and the French company ."
"Which breed of dog is bred and owned by more ethnic groups, the Seskar Seal Dog or the Azawakh?","List of ethnic groups in Vietnam; Vietnam is a multiethnic country with over fifty distinct groups (54 are recognized by the Vietnamese government), each with its own language, lifestyle, and cultural heritage."
"Detained at Mrs. Carney's Boarding House from 1912-1913, the co-founder of the Industrial Workers of the World was born where?","Idlewilde (Indian Springs, Georgia); Idlewilde is a historic boarding house site built between 1907-1910 at what is now the Indian Springs State Park in Butts County, Georgia."
"Between The Juliana Theory and Melvins, which band has more members?",Steel Train; Steel Train was an indie rock band from New Jersey.
At what stadium do the State Fair Classic and Red River Showdown football games take place?,"Red River State Fair Classic; The Red River State Fair Classic (formerly the State Fair Classic and, more recently, the Shreveport Classic) is an American college football game played annually in Shreveport, Louisiana, at Independence Stadium (formerly State Fair Stadium) during the State Fair of Louisiana."
"What town in Strafford County, New Hampshire was WWNH authorized to serve?","Michael Weeden; Michael Weeden is a Republican former member of the New Hampshire House of Representatives, serving the Strafford 6th District from 2010 to 2012."
What is the nationality of the person the Gagliardi Trophy is named after?,"1993 NCAA Division III football season; The 1993 NCAA Division III football season, part of the college football season organized by the NCAA at the Division III level in the United States, began in August 1993, and concluded with the NCAA Division III Football Championship, also known as the Stagg Bowl, in December 1993 at Salem Football Stadium in Salem, Virginia."
Kenneth Dement died in 2013 in a town in what county in Missouri?,"Rocky Point, Montana (ghost town); The historic town of Rocky Point was on the south side of the Missouri River in Fergus County, Montana, in the Missouri Breaks."
What actor who was in Arjun Pandit and Sholay also starred in a 1982 Indian Hindi-language comedy film with Deven Verma?,"Nastik (1983 film); Nastik (""The Atheist"") is a 1983 Indian Hindi-language action drama film produced by Vinod Doshi and directed by Pramod Chakravorty."
Where does the yeast extract taste of Twiglets come from?,"CC's; CC's (pronounced c-ccs) is a brand of flavoured tortilla chips produced since the early 1980s, originally by The Smith's Snackfood Company, and currently by Snack Brands Australia."
When was the introducer of convention over configuration born?,Convention over configuration; Convention over configuration (also known as coding by convention) is a software design paradigm used by software frameworks that attempt to decrease the number of decisions that a developer using the framework is required to make without necessarily losing flexibility.
What kind of group does Audioslave and Beady Eye have in common?,"One Strike; ""One Strike"" is a song recorded by English-Canadian girl group All Saints for their fourth studio album, ""Red Flag"" (2016)."
Which actor who starred in The Princess Bride also starred in Robin Hood: Men in Tights?,"Robin of Sherwood; Robin of Sherwood (retitled Robin Hood in the United States) is a British television series, based on the legend of Robin Hood."
"The film based on the memoir ""Rocket Boys"" was directed by whom?","Woman in the Moon; Woman in the Moon (German Frau im Mond) is a science fiction silent film that premiered 15 October 1929 at the UFA-Palast am Zoo cinema in Berlin to an audience of 2,000."
"What is the year of the event which occured first, the CIA discrimination controversy arose, or Aldrich Ames was born?","Letra del año; The Letra del año (Spanish) or Letra do Ano (Portuguese) (English: Letter of the year) is an annual proclamation of predictions and advice by babalawo's for the coming year, usually issued every December 31 (New Year's Eve on the Gregorian calendar)."
Do Perry Farrell and Ian MacKaye have the same nationality ?,"The Teen Idles; The Teen Idles were an American hardcore punk band formed in Washington, D.C. in September 1979."
What 2008 French fantasy comedy film directed by Frédéric Forestier and Thomas Langmann was also a video game with the same name?,"La Petite Reine; La Petite Reine is a French film production company founded in 1995, led by Thomas Langmann and ."
The author of a book written on how consciousness arises from interaction of physical and cognitive processes in the brain also wrote a book on free will and moral responsibility published in what year?,"Donald O. Hebb; Donald Olding Hebb FRS (July 22, 1904 �?August 20, 1985) was a Canadian psychologist who was influential in the area of neuropsychology, where he sought to understand how the function of neurons contributed to psychological processes such as learning."
"Face to Face was featured in a 1992 American superhero film directed by Tim Burton, and starring Danny DeVito as who?","Batman Forever; Batman Forever is a 1995 American superhero film directed by Joel Schumacher and produced by Tim Burton, based on the DC Comics character Batman."
What type of movies are Marx Reloaded and Aliens of the Deep?,"A Fire Upon the Deep; A Fire Upon the Deep is a science fiction novel by American writer Vernor Vinge, a space opera involving superhuman intelligences, aliens, physics, space battles, love, betrayal, genocide, and a conversation medium resembling Usenet."
What characteristic does Foreign Policy and Modern Electrics share? ,"Foreign Policy and Security Research Center; Foreign Policy and Security Research center established in 2008 by Doctors of History and Ph.D. in history, law, foreign policy and other subjects, currently working in public institutions of Belarus: Belarusian National Technical University, Academy of Public Administration under the aegis of the President of the Republic of Belarus, Belarusian State University (Faculty of International Relations)."
San Francisco Demons were a team that were part of the football league started by which professional wrestling promoter?,Francisco Flores (wrestling); Francisco Flores (date of birth unknown) is a former Mexican professional wrestling promoter who is most known for his part in creating and running the Universal Wrestling Association from the mid-1970s until the 1990s when it closed down.
Who lies entombed beneath the chancel floor or the Mission that moved a few miles away from the Presidio of San Diego?,"Presidio Park; Presidio Park is a city historic park in San Diego, California."
What year was the lead singer on the album Brave New World born?,"Brave New World (1998 film); Brave New World is a 1998 television movie loosely based on Aldous Huxley's novel ""Brave New World""."
Prince Christian of Hanover's great-great-grandmother married George III in what year?,"Theodore Majocchi; Theodore Majocchi was an Italian servant to Caroline, Princess of Wales, the wife of George, Prince of Wales."
"""'Pride N Joy'"" is a song written by American rapper Fat Joe and features an American hip hop recording artist who embarked on his hip hop career in what short-lived goup?","New York (Ja Rule song); ""New York"" is a song by American hip hop recording artist Ja Rule, released October 27, 2004 as the second single from his sixth studio album ""R.U.L.E."" (2004)."
"The Tereshchenko Diamond was shaped by which French luxury goods conglomerate company which designs, manufactures, distributes, and sells jewellery and watches?","Tereshchenko diamond; The Tereshchenko Diamond, sometimes known as the Tereshchenko Blue, is a 42.92 carat diamond of blue colour that is cut in the pear shape."
"Which tennis player was ranked as World No. 1 formerly, Victoria Azarenka or Joakim Nyström?",1987 ABN World Tennis Tournament �?Singles; Joakim Nyström was the defending champion of the singles event at the ABN World Tennis Tournament but lost in the second round.
Offa of Mercia allied in the 780s with the king who succeeded whom?,"Ecgberht, King of Wessex; Ecgberht (771/775 �?839), also spelled Egbert, Ecgbert, or Ecgbriht, was King of Wessex from 802 until his death in 839."
Who are the lead hosts of the show that features the defensive player with the third most sacks in NCAA history?,Wilson Defensive Player of the Year Award; The Wilson Defensive Player of the Year Award is awarded annually to the best defensive player at each fielding position in Major League Baseball.
"Out of the recent major hurricanes to hit Bermuda, what was the highest wind spped reached?",1899 Atlantic hurricane season; The 1899 Atlantic hurricane season featured the longest-lasting tropical cyclone in the Atlantic basin on record.
"Robert C. Peniston commanded what battleship, also known as ""Big J""?","Bob Losure; Robert C. ""Bob"" Losure (born May 4, 1947) was a weekend anchor on ""CNN Headline News"" from 1986 to 1997."
"The Hawaiian Island of Island contains two volcanoes, What is the smallest volcano that accounts for 25% of the Hawaiian Island of Maui?",Volcano School; The Volcano School refers to a group of non-native Hawaiian artists who painted dramatic nocturnal scenes of Hawaii's erupting volcanoes.
Q: When was the American philosopher who started the American Letter Mail Company born?,Robert B. Talisse; Robert B. Talisse (born 1970) is an American philosopher and political theorist.
What position was held by the pilot who was portrayed by Levon Helm in the film The Right Stuff ?,Levon Helm &amp; the RCO All-Stars; Levon Helm and the RCO All-Stars is a 1977 album by the short-lived musical group of the same name.
Which movie staring Madge Ryan is a musical film produced in 1963?,"Broadway to Hollywood (film); Broadway to Hollywood is a 1933 American Pre-Code musical film directed by Willard Mack, produced by Harry Rapf, cinematography by Norbert Brodine and released by Metro-Goldwyn-Mayer."
"What actress born August 5, 1938 or August 5, 1945 was in the film I'm Gonna Git You Sucka?","Take It to the Streets; Take It to the Streets is an Curtis Mayfield album, released in 1990."
What TV show was Bart the Lover from Where President Woodrow Wilson was impersonated?,"James Clark McReynolds; James Clark McReynolds (February 3, 1862 �?August 24, 1946) was an American lawyer and judge who served as United States Attorney General under President Woodrow Wilson and as an Associate Justice of the United States Supreme Court."
"What American actor and singer starred in the drama ""The Sanford Prison Experiment"" and Madame Bovary?",The Stanford Prison Experiment (film); The Stanford Prison Experiment is a 2015 American thriller film directed by Kyle Patrick Alvarez and written by Tim Talbott.
Bowdoin College is located in which Main county?,"Isabella Breckinridge House; The Isabella Breckinridge House also known as River House, and formerly the Breckinridge Public Affairs Center of Bowdoin College, is an historic house at 201 US Route 1 in York, Maine, United States."
"Swedish beauty queen, Hanni Beronius, competed in Miss Universe 2012 at which Las Vegas hotel?","Binibining Pilipinas 2012; Binibining Pilipinas 2012, the 49th edition of Binibining Pilipinas Charities, Inc. (BPCI), was held on April 15, 2012 at the Smart Araneta Coliseum, Quezon City, Philippines."
Kingsman: The Golden Circle stars what actress born in 1981?,Knights of the Golden Circle; The Knights of the Golden Circle (KGC) was a secret society in the mid-nineteenth-century United States.
"Which type of plant belongs to a family with a longer name, Spartium or Brachyscome?",Mira (given name); Mira is a feminine given name with varying meanings.
"Which will grow taller, Styphelia or Vallea?","Zorana Todorović; Zorana Todorović (Serbian: ""Зорана Тодоровић""; born December 30, 1989 in Vršac) is a Serbian women's basketball player."
Were the Louisville and Portland Canal and the Delaware and Hudson Canal opened within a decade of each other?,Observatory Inlet; Observatory Inlet is an inlet on the North Coast of British Columbia.
What political role was Nattrass critical of during Mbeki's faulty policy?,"Vusi Pikoli; Vusumzi ""Vusi"" Pikoli (born 29 March 1958 in Port Elizabeth) is a South African advocate and the former head of South Africa's National Prosecuting Authority."
Are Stevie Nicks and Eugene Hütz both singer-songwriters?,"Enchanted (Stevie Nicks album); Enchanted (or The Enchanted Works of Stevie Nicks) is a three disc box set of material by American singer-songwriter and Fleetwood Mac vocalist Stevie Nicks, which encompasses her solo career from 1981's ""Bella Donna"" to 1994's ""Street Angel""."
Harrah's Joliet is owned by the corporation that owns how many casinos and hotels?,"Casinos Austria; Casinos Austria, formed in 1967 and based in Austria, is a gaming corporation that owns and operates casinos around the globe."
Isaiah Montgomery is the founder of a city in what Mississippi county?,"I. T. Montgomery House; The I. T. Montgomery House is a historic house on West Main Street in Mound Bayou, Mississippi, United States."
"The band that recorded ""My Gun"" consists of how many members ?","Raya (app); Raya is a private, membership based community for people all over the world to connect and collaborate."
Which double reed wind instrument did Sheik Chinna Moulana play?,Kasim-Babu Brothers; The Kasim-Babu Brothers are the grandsons and disciples of the Nadhaswaram Maestro Dr. Sheik Chinna Moulana.
Which famous client of Howard Weitzman is a Canadian singer and songwriter?,"Lights discography; Canadian singer and songwriter Lights has released three studio albums, one compilation album, four extended plays, 21 singles (including seven as a featured artist) and 21 music videos. Lights began her career as a songwriter, penning songs for the television series ""Instant Star""."
From July 1985 to October 1987 Jeff Phillips appeared in the role of Rum Tum Tugger in what Australian stage production?,Child's Play (Australian game show); Child's Play was an Australian game show based on a U.S. show of the same name.
Which  American cardinal of the Catholic Church was a contributor to  The Catholic Channel,"Joseph W. Tobin; Joseph William Tobin (born May 3, 1952) is an American Cardinal prelate of the Catholic Church."
"Who is older, Clemene Annie Housman or Alfred Edward Housman?","Clemence Housman; Clemence Annie Housman (23 November 1861 �?6 December 1955) was an author, illustrator and activist in the women's suffrage movement."
"Which had a larger cirulation, Reason or The Colophon, A Book Collectors' Quarterly?","Oxford University Society of Bibliophiles; The Oxford University Society of Bibliophiles is a book collecting and bibliophile club run by, and primarily for, students at Oxford University."
When was the battle between the Russian Army and the army representing the Austro-Hungarian Dual Monarchy?,"Austro-Hungarian Army; The Austro-Hungarian Army (German: ""Landstreitkräfte Österreich-Ungarns"" ; Hungarian: ""Császári és Királyi Hadsereg"" ) was the ground force of the Austro-Hungarian Dual Monarchy from 1867 to 1918."
"Which film took longer to shoot, Samsara or What Remains of Us?",The Visitors (The Visitors album); The Visitors is the self-titled studio album by the band The Visitors released in 1983.
What in addition to the draft that made Ottawa Redblacks may accompany the expansion? ,2014 Ottawa Redblacks season; The 2014 Ottawa Redblacks season was the first season for the team in the Canadian Football League.
"Which player, drafted by the Kansas City Cheifs, played his college home games at Raymond James  Stadium?","Tampa Bay Mutiny; The Tampa Bay Mutiny were a professional soccer team based in Tampa, Florida."
Which regions does the Middelzee mark for the Germanic ethnic group indiginous to the coastal parts of the Netherlands and northwestern Germany?,"Azerbaijanis; Azerbaijanis ( ) or Azeris (Azerbaijani: ""Azərbaycanlılar"" آذربایجانلیلار, ""Azərilər"" آذریلر), also known as Azerbaijani Turks (Azerbaijani: ""Azərbaycan türkləri"" آذربایجان تورکلری), are a Turkic ethnic group living mainly in Iranian Azerbaijan and the independent Republic of Azerbaijan."
"What style pizza is made with Marzano tomatoes, and common in and around New Haven, Connecticut?",California-style pizza; California-style pizza (also known as California pizza or Gourmet pizza) is a style of single-serving pizza that combines New York and Italian thin crust with toppings from the California cuisine cooking style.
"What low-cost Hungarian airline has an operating base at Timișoara ""Traian Vuia"" International?","RoAF 93rd Air Base; The Romanian Air Force 93rd Air Base (""Baza 93 Aeriană"") was an air base located near Timişoara, at the Giarmata Airport (Traian Vuia International)."
Both Luis Horna Biscari and Sara Errani  were famous for which play?,"2010 UNICEF Open �?Women's Doubles; Sara Errani and Flavia Pennetta were the defending champions, but Pennetta decided not to participate.Errani partnered up with Roberta Vinci, but they lost in the semifinals against Vania King and Yaroslava Shvedova."
"Who lived at at a house in Bolton Greater Manchester, and is a popular inventor for the spinning industry?",Greater Manchester Integrated Transport Authority; The Greater Manchester Integrated Transport Authority (GMITA) was a local government institution responsible for the strategic direction of passenger transport in Greater Manchester.
"At which Air Force Base is this military training areas, which contains Indian Springs Valley, located?",Double cantilever hangar; A Double cantilever hangar is a type of hangar that was constructed by the United States Air Force during the Cold War.
What year did Stine Fischer Christensen appear as Anna Louisa Hansson?,"A Soap; En Soap, (English: A Soap or Soap), is a 2006 Danish melodramatic comedy film directed by Pernille Fischer Christensen which incorporates many of the austere techniques of Dogme style."
For which ballet company did Adrian Boult conduct early in his career?,"The Royal Ballet; The Royal Ballet is an internationally renowned classical ballet company, based at the Royal Opera House in Covent Garden, London, UK."
WHJM is a radio station that is part of an international service founded in which Italian diocese?,"WRMI; WRMI (Radio Miami International) is a shortwave radio station broadcasting from Okeechobee, Florida, United States."
In whose home did Charles Manson's Family commit the Tate Murders?,"Vincent Bugliosi; Vincent T. Bugliosi, Jr. ( ; August 18, 1934 �?June 6, 2015) was an American attorney and ""New York Times"" bestselling author."
"Where is the headquarters of the studio that produced ""The Little Mermaid""?",The Little Mermaid (franchise); The Little Mermaid is a Disney media franchise.
What is the generic appearance of both Pavonia and Haastia species?,Saturnia pavonia; The Small Emperor Moth (Saturnia pavonia) is a moth of the family Saturniidae.
He was the chief executive of  a London company that operates 2 international retail clothing stores after leaving Apple Inc.?,Monsoon Accessorize; Monsoon Accessorize is a British private limited company.
What was the entire route in which J.B. Scott's was located also called? ,"Delaware Route 52; Delaware Route 52 (DE 52) is a state highway in New Castle County, Delaware."
Mijwiz is a musical instrument that is used for the type of expressive dance played in what two areas?,"Jammer keyboard; A jammer is a new musical instrument characterized by at least one isomorphic keyboard, and thumb-operated and/or motion-sensing expressive controls."
Where was the manufacturer of the Altair rocket located?,Scout X-2M; Scout X-2M was an American expendable launch system which was flown three times between May 1962 and April 1963.
"What is the nationality of the artist who released the album ""The Rhythm of the Saints""?",Forever Everlasting; Forever Everlasting is the debut solo studio album by American recording artist Everlast.
What was Jaideva Singh's influencer's claim to fame?,Bhola Bhala; Bhola Bhala is a 1978 Bollywood action film directed by Satpal and produced by V. Gopi Krishna.
"Who is older, Ryo Kawakita or Paul Draper? ","Paul W Draper; Paul Draper is an anthropologist, academic, and an award winning mentalist, magician, and film maker."
