Question,Answer,base_response,is_hallucination,final_answer,token_cost,time_cost,recheck_hallucination,final_answer,recheck_hallucination
Why is Serena Williams more accomplished than Mariaan de Swardt in her tennis career?,the world No. 1 for the first time,"Serena Williams is more accomplished because she dominated the sport with 23 Grand Slam singles titles, dozens of tour titles, long stretches as world No. 1, and Olympic gold medals, while Mariaan de Swardt had no Grand Slam singles titles and only a handful of WTA titles.",NO,"Serena Williams is more accomplished because she won 23 Grand Slam singles titles, 73 WTA singles titles and 23 doubles titles, spent 319 weeks (including a 186-week streak) as WTA world No. 1 with five year-end No. 1 finishes, and captured four Olympic golds, whereas Mariaan de Swardt has no Grand Slam singles titles, only 1 WTA singles and 4 doubles titles, two mixed doubles majors, never reached No. 1, and won no Olympic medals.",14345,292.3243694,,"Serena Williams is more accomplished because she won 23 Grand Slam singles titles, amassed many more tour titles, spent long periods as world No. 1, and earned multiple Olympic gold medals, whereas Mariaan de Swardt never won a Grand Slam singles title, never reached No. 1, and had far fewer titles.",
"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,Jennifer Gordon received a bachelor of arts degree from Radcliffe College.,NO,Jennifer Gordon received a bachelor of arts degree from Radcliffe College.,4230,65.66123629,,Jennifer Gordon received a bachelor of arts degree from Radcliffe College.,
Who created the manga series originally serialized from 1994-1995with a superheroine?,Tonde Burin,It was created by Taeko Ikeda.,YES,It was created by Taeko Ikeda.,4354,74.83460188,YES,It was created by Taeko Ikeda.,YES
"Which documentary was filmed first, Almost Sunrise or Hail! Hail! Rock 'n' Roll?",Hail! Hail! Rock 'n' Roll,Hail! Hail! Rock 'n' Roll was filmed first.,NO,"Hail! Hail! Rock 'n' Roll was filmed first, in 1986–1987, decades before Almost Sunrise (2016).",4994,95.31117153,,Hail! Hail! Rock 'n' Roll was filmed first—in 1986 for its 1987 release—whereas Almost Sunrise was filmed decades later and released in 2016.,
What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,The Grafton Monster gained notoriety in 1964.,YES,The Grafton Monster gained notoriety in 1964.,5417,107.3455884,YES,The Grafton Monster gained notoriety in 1964.,YES
What profession do Raj Kapoor and Mike Cahill share?,director,They are both film directors.,NO,They are both film directors.,3622,63.83015704,,They are both film directors.,
"The actress who played Laurie Keller in the episode ""Pilot"" of the show Cougartown won what award in 2011?",Critics' Choice Television Award for Best Supporting Actress in a Comedy Series,"Busy Philipps, who played Laurie Keller in Cougar Town’s pilot, won the 2011 Critics’ Choice Television Award for Best Supporting Actress in a Comedy Series.",NO,She won the 2011 Critics’ Choice Television Award for Best Supporting Actress in a Comedy Series for Cougar Town.,6675,110.1437137,,Busy Philipps won the 2011 Critics’ Choice Television Award for Best Supporting Actress in a Comedy Series.,
What year was the Argentine singer and actor who both directed and starred in El Tio Disparate born?,1942,"The Argentine singer and actor who both directed and starred in El Tío Disparate, Palito Ortega, was born in 1941.",YES,He was born in 1941.,5745,91.92759037,YES,Palito Ortega was born in 1941.,YES
Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John AndrÃ©,Major John André was hanged for assisting Benedict Arnold’s attempted surrender of West Point and defection to the British Army.,NO,Major John André was hanged for aiding Benedict Arnold—an American Continental Army defector—in his attempted surrender of West Point to the British.,6211,116.2595682,,Major John André was hanged as a spy for aiding Benedict Arnold’s attempted surrender of West Point during Arnold’s defection to the British Army.,
In what basketball position does the brother of Saulius Kuzminskas play?,small forward,He plays the small forward position.,NO,"Saulius Kuzminskas’s brother, Mindaugas Kuzminskas, plays the small forward position.",4133,49.8388772,,"Saulius Kuzminskas’s brother, Mindaugas Kuzminskas, plays the small forward position.",
What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district,"Downtown Bentonville is the central business district of Bentonville, Arkansas.",NO,"Downtown Bentonville is the historic central business district of Bentonville, Arkansas.",5165,96.56236458,,"Downtown Bentonville is a historic district in Bentonville, Arkansas.",
"What is the name of the genocidal mass slaughter of Tutsi Rwanda, in which Cyprian and Daphrose Rugamba were assassinated?",Rwandan genocide,"It is known as the Rwandan genocide, the 1994 genocide against the Tutsi.",NO,"It is known as the 1994 genocide against the Tutsi, also called the Rwandan genocide.",7210,172.4645312,,"It is known as the 1994 Genocide against the Tutsi, commonly referred to as the Rwandan genocide.",
Which fictional MI6 agent is a fictional character created by the British journalist and novelist Ian Fleming in 1952?,Commander James Bond RN,The fictional MI6 agent created by Ian Fleming in 1952 is James Bond.,NO,James Bond is the fictional MI6 agent created by Ian Fleming in 1952.,7132,138.1997771,,James Bond is the fictional MI6 agent created by Ian Fleming in 1952.,
Kenneth Arnold reported the first unidentified object sighting in what city and state in 1947?,"Mount Rainier, Washington","Kenneth Arnold reported the first unidentified object sighting in Pendleton, Oregon.",YES,"Kenneth Arnold reported the first unidentified object sighting in Pendleton, Oregon.",5588,102.3175483,YES,"Kenneth Arnold reported the sighting in Pendleton, Oregon.",YES
Where are Neoregelia and Aloysia known to grow,"temperate climates,",Neoregelia and Aloysia are known to grow in South America.,NO,"Neoregelia and Aloysia are known to grow in South America, with Neoregelia particularly abundant in Brazil.",2731,50.36942577,,Neoregelia and Aloysia are native to South America.,
In what county is The Third Fitzwilliam Meetinghouse located?,"Cheshire County, New Hampshire","The Third Fitzwilliam Meetinghouse is located in Cheshire County, New Hampshire.",NO,"It is located in Cheshire County, New Hampshire.",3345,54.13850713,,"The Third Fitzwilliam Meetinghouse is located in Cheshire County, New Hampshire.",
Metro West Ambulance serves event support for the building in Portland formerly known as what?,Rose Garden,It was formerly known as the Rose Garden.,NO,The Rose Garden.,3835,70.310781,,The building was formerly known as the Rose Garden.,
What is the population of the town that gets it's water supply from Canobie Lake?,"28,776 at the 2010 census","The town’s population is 28,776.",NO,"Salem, New Hampshire—which receives its municipal water from Canobie Lake—had a population of 28,776 according to the 2010 U.S. Census.",5545,94.79784656,,"Salem, New Hampshire—the town that draws its water from Canobie Lake—has a population of 30,089 according to the 2020 U.S. Census.",
"What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?",Omega SA,I don't know.,YES,I don’t know.,3786,63.04614854,YES,"I cannot verify from authoritative sources the name of any company in Biel/Bienne, Switzerland that is managed by Joseph Reiser.",YES
What was the name of the first biography of BrontÃ« written by the author of Mary Barton?,Elizabeth Gaskell,It was The Life of Charlotte Brontë.,YES,The first biography was The Life of Charlotte Brontë.,4183,56.28725243,YES,The Life of Charlotte Brontë.,YES
What collegiate division does the team coached by P.W. Underwood play in?,Division I,The team plays in the NCAA University Division.,YES,The team coached by P.W. Underwood plays in the NCAA University Division.,4569,89.51680398,YES,The team coached by P.W. Underwood played in the NCAA University Division.,YES
What was the name of the alum by the Scorpions that contained one of their most famous songs written by Klaus Meine and Herman Rarebell?,Love at First Sting,The album was Love at First Sting.,NO,Love at First Sting.,4338,80.99443555,,The album was Love at First Sting.,
"Which band, Matthew Good Band or Switchfoot is still together?",Switchfoot,Switchfoot is still together.,NO,"Switchfoot is still together, while the Matthew Good Band disbanded in 2002.",4791,109.65974,,"Switchfoot is still together, whereas the Matthew Good Band disbanded in 2002.",
"Which is a university in Pennsylvania, University of New Haven or Carnegie Mellon University?",Carnegie Mellon University,Carnegie Mellon University is a university in Pennsylvania.,NO,Carnegie Mellon University is the university in Pennsylvania.,2240,41.34579635,,Carnegie Mellon University is the university located in Pennsylvania.,
What is the name of the fashion label that the founder of the Faena Arts Center founded in 1985?,Via Vai,The fashion label is Via Vai.,NO,The fashion label is Via Vai.,3082,62.05062914,,The fashion label is Via Vai.,
What is the call sign of the airline that operates the flight with United Express Flight 3411 incident?,Brickyard,"The operating airline, Republic Airline, uses the callsign Brickyard.",NO,"The operating airline, Republic Airline (Republic Airways), uses the call sign ""Brickyard.""",3459,64.70352793,,"Republic Airline, which operated United Express Flight 3411, uses the call sign ""Brickyard.""",
What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,Charles and Thomas Guard,The film was co-directed by Charles Guard and Thomas Guard.,NO,The co-directors are Charles Guard and Thomas Guard.,3951,76.23702312,,The co-directors were Charles Guard and Thomas Guard.,
"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?","""Odorama""",It was reminiscent of John Waters’ “Odorama” scratch-and-sniff card gimmick used to promote Polyester in 1981.,NO,It’s reminiscent of John Waters’ “Odorama” scratch-and-sniff card gimmick used to promote Polyester (1981).,8770,154.4234672,,It was reminiscent of John Waters’ “Odorama” scratch-and-sniff card gimmick used for Polyester in 1981.,
"Did the host of Splash! win a gold, silver, or bronze Olympic medal?",bronze,The host of Splash! did not win any Olympic medal.,YES,"The host of Splash! won Olympic bronze medals, but no gold or silver.",9401,175.3363407,NO,None—the host of Splash! did not win any Olympic medal.,YES
"On what album is Samuel ""Sam"" Ervin Beam's cover of ""Such Great Heights"" featured?","""Give Up""","Samuel ""Sam"" Beam’s cover of ""Such Great Heights"" appears on the Garden State: Music From the Motion Picture soundtrack.",YES,"Samuel ""Sam"" Ervin Beam’s (as Iron & Wine) cover of ""Such Great Heights"" is featured on the Garden State: Music From the Motion Picture soundtrack.",4488,71.24831128,YES,"Samuel ""Sam"" Ervin Beam’s cover of ""Such Great Heights"" is featured on Garden State: Music From the Motion Picture.",YES
What is the total circulation of the magazine that called Ohio State Route 78 one of the most scenic highways nationwide?,Car and Driver,The magazine’s total circulation is 1.3 million.,YES,The magazine’s total circulation is 1.3 million.,6583,117.2513335,YES,Life magazine’s total circulation peaked at approximately 8.5 million.,YES
"Between MetroSource and Chicago, which magazine is published more frequently?",Chicago,Chicago magazine is published more frequently than MetroSource.,NO,"Chicago magazine is published more frequently than MetroSource, as Chicago is monthly while MetroSource is bimonthly.",5055,79.84566045,,"Chicago magazine, a monthly publication, is published more frequently than Metrosource.",
"Who has a wider scope of profession,  JosÃ© Echegaray or Graham Swift?",JosÃ© Echegaray,"José Echegaray, who was a dramatist, mathematician, engineer, and politician, has a wider scope of profession than Graham Swift.",NO,"José Echegaray has a wider scope of profession than Graham Swift, as he was a dramatist, mathematician, engineer, and politician, whereas Swift is primarily a novelist and short‑story writer.",7581,114.3143251,,"José Echegaray has a wider scope of profession than Graham Swift, as Echegaray was a playwright as well as a mathematician, civil engineer, and government minister, while Swift is primarily a novelist.",
What genre does Orkworld and John Wick have in common?,role-playing,They both belong to the role-playing game genre.,NO,"They share no genre, because Orkworld is a role-playing game and John Wick is a person, not a work.",4990,91.75576711,,"They share no common genre, because Orkworld is a fantasy tabletop role‑playing game while John Wick is an action‑thriller/neo‑noir film franchise.",
Which star of Here Come the Munsters was born in Philadelphia ?,Veronica Hamel,"Veronica Hamel, who played Lily Munster in Here Come the Munsters, was born in Philadelphia.",NO,Veronica Hamel was born in Philadelphia.,2731,38.26935124,,"Veronica Hamel, who played Lily Munster in Here Come the Munsters, was born in Philadelphia, Pennsylvania.",
What county is the congressional district that Hansen Clarke was a U.S. Representative for in?,Wayne County,"Hansen Clarke represented Michigan’s 13th congressional district, which is in Wayne County, Michigan.",NO,"Wayne County, Michigan.",5065,89.88353753,,"Wayne County, Michigan.",
"Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?",Appenzeller Sennenhund,The Appenzeller Sennenhund is based in Switzerland.,NO,The Appenzeller Sennenhund is based in Switzerland.,4313,80.04751658,,"The Appenzeller Sennenhund is the breed from Switzerland, while the Drentse Patrijshond is from the Netherlands.",
Is the university that owns WCSU-FM historically black or white?,black,The university that owns WCSU-FM is historically black.,NO,The university that owns WCSU-FM is historically Black.,5001,87.13811469,,"The university that owns WCSU-FM—Central State University in Wilberforce, Ohio—is historically Black.",
What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,Carly Gullickson and Francesca Schiavone have both been professional tennis players.,NO,Both Carly Gullickson and Francesca Schiavone have been professional tennis players.,4657,85.99907899,,Both Carly Gullickson and Francesca Schiavone have been professional tennis players.,
What is the age range of the league for which the Bobby Smith Trophy is awarded?,16-21,"It is awarded in the Ontario Hockey League, which is a major junior league for players aged approximately 16 to 20 years old.",YES,Approximately 16 to 20 years old.,4353,81.82745314,YES,The Ontario Hockey League’s age range is 16 to 20 years old.,YES
Which documentary film came out first The Last Lions or Prophet's Prey ?,The Last Lions,"The Last Lions came out first, releasing in 2011 before Prophet's Prey in 2015.",NO,"The Last Lions came out first, in 2011, before Prophet's Prey in 2015.",3757,73.64272523,,"The Last Lions came out first, releasing in 2011 before Prophet’s Prey in 2015.",
At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,Syracuse University,Mount St. Mary’s University (Doheny Campus) in Los Angeles.,YES,It can be found at Mount St. Mary’s University’s Doheny Campus in Los Angeles.,8290,152.5971766,YES,Mount Saint Mary’s University in Los Angeles (Doheny Campus).,YES
"Which was released first, The Greatest Game Ever Played or Hot Lead and Cold Feet?",Hot Lead and Cold Feet,Hot Lead and Cold Feet was released first.,NO,Hot Lead and Cold Feet was released first.,2768,34.75063086,,Hot Lead and Cold Feet (1978) was released before The Greatest Game Ever Played (2005).,
Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,He won the Tony Award for Best Lighting Design for Equus.,NO,David Hersey was nominated for the Tony Award for Best Lighting Design for Equus but did not win.,5576,88.51554823,,He received a Tony Award nomination for Best Lighting Design for Equus.,
"Which drink is larger, the Apple-Kneel or the Flaming volcano?",The flaming volcano,The Flaming volcano is larger.,NO,It cannot be determined which drink is larger based on the provided context.,3291,46.62984943,,"Drink sizes for both the Apple-Kneel and the Flaming Volcano vary by establishment, so without a specific menu neither can be said to be larger.",
What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,It appeared on Andy Williams' album Merry Christmas.,NO,Cannot be determined from the provided context.,4550,83.60229421,,Andy Williams included Charles Wesley’s hymn “Hark! The Herald Angels Sing” on his album Merry Christmas.,
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Richard L. Thompson,"Richard L. Thompson co-wrote The Hidden History of the Human Race with Michael A. Cremo, who is known devotionally as Drutakarma dasa.",NO,Richard L. Thompson.,4327,56.03419709,,Richard L. Thompson co-wrote The Hidden History of the Human Race with Michael A. Cremo (devotionally known as Drutakarma dasa).,
"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",Jeremy Hammond,Julian Assange.,YES,Cannot be determined from the provided context.,8668,127.3487782,YES,"No WikiLeaks-associated whistleblower is known to run a hacking organization with over 1,800,000 users; Julian Assange is a publisher, not a whistleblower, and WikiLeaks is not a hacking organization.",YES
"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,It was acquired by House of Fraser.,YES,It was acquired by House of Fraser.,7421,134.4145715,YES,It was acquired by House of Fraser.,YES
Who covered the song I Love You by Chris Write?,People! and The Carnabeats,"The song ""I Love You"" by Chris White was covered by the American band People!, who had a hit with it in 1968.",NO,"The American band People! covered ""I Love You,"" a song written by Chris White of The Zombies.",3452,43.01761317,,"The American band People! covered ""I Love You,"" which was written by Chris White of The Zombies.",
Phoebe Ruguru created a 2014 film on a smartphone marketed by what company?,Apple,The smartphone was marketed by Safaricom.,YES,There is not enough information to determine which company marketed the smartphone used by Phoebe Ruguru for her 2014 film.,4839,86.2608397,YES,Safaricom.,YES
"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?",Donald Sterling,"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from Jewish-American businessman Donald Sterling.",NO,"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from Jewish-American businessman Donald Sterling.",3729,75.00927567,,Donald Sterling.,
Evan Williams played for what professional football club that was originally known as St. Luke's FC?,Wolverhampton Wanderers Football Club,Evan Williams played for Wolverhampton Wanderers.,NO,Evan Williams played for Wolverhampton Wanderers.,6253,109.4353287,,"Evan Williams played for Wolverhampton Wanderers, the professional football club originally known as St. Luke’s FC.",
"Who is younger, Wayne Coyne or Toshiko Koshijima?",Toshiko Koshijima,Toshiko Koshijima is younger than Wayne Coyne.,NO,Toshiko Koshijima is younger than Wayne Coyne.,5477,104.8693438,,Toshiko Koshijima is younger than Wayne Coyne.,
What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Volvo 850,"The Volvo S70 was essentially a facelifted Volvo 850, and the first all-wheel-drive Volvo was the 1997 V70 AWD (including the V70 XC Cross Country).",NO,"The Volvo S70 was essentially a facelifted Volvo 850, and Volvo’s first production AWD model debuted for 1997 as the V70 AWD, including the V70 XC Cross Country.",5755,84.20316744,,"The Volvo S70 was essentially a facelifted Volvo 850, and the first production all-wheel-drive Volvo passenger car was the 1997 V70 AWD.",
"Meomi Design works include The Octonauts book series, how did the adaptations of the series continue? ",a British children's television series,"They continued with the spin-off series Octonauts: Above & Beyond, which premiered on Netflix in 2021.",YES,"The Octonauts adaptations continued with the spin-off Octonauts: Above & Beyond, which premiered on Netflix on September 7, 2021 (and later aired on CBeebies), alongside additional 2020–2021 screen specials and films including The Caves of Sac Actun, The Octonauts & the Great Barrier Reef, and The Ring of Fire.",9631,171.5345581,YES,"They continued with the spin-off series Octonauts: Above & Beyond, which premiered on Netflix in 2021.",YES
"When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9,298 in 2010?",in 1877,It was founded in 1877.,NO,There is insufficient information in the provided context to determine the founding year of that long-term psychiatric hospital.,5916,121.5353479,,It was founded in 1877.,
What is the weight limit of the weight class that Takeyasu Hirono fights in?,125 lb (57 kg),The weight limit is 125 pounds (56.7 kg).,NO,The weight limit is 125 pounds.,6462,127.1938212,,The flyweight division in MMA—the class Takeyasu Hirono competes in—has a weight limit of 125 pounds (56.7 kg).,
"Ray Roughler Jones single-handedly produced the magazine Roughler, but what Swedish singer-songwriter made contributions to the magazine?",Neneh Cherry,The Swedish singer-songwriter who contributed to Roughler was Neneh Cherry.,NO,Neneh Cherry.,3606,57.2933147,,Neneh Cherry.,
"Which professional tennis player was born first, Lucie HradeckÃ¡ or Raffaella Reggi?",Raffaella Reggi,Raffaella Reggi was born first.,NO,"Raffaella Reggi, born May 27, 1965, was born before Lucie Hradecká, born May 21, 1985.",6555,105.8719399,,"Raffaella Reggi was born first, on May 27, 1965, while Lucie Hradecká was born on May 21, 1985.",
Rumble Fish was a novel by the author of the coming-of-age novel published in what year by Viking Press?,1967,It was published in 1967.,NO,1967,4525,56.96304536,,It was published in 1967.,
Between Harvey Pekar and Denise Levertov who was born earlier?,Denise Levertov,Denise Levertov was born earlier.,NO,"Denise Levertov was born earlier, in 1923, while Harvey Pekar was born in 1939.",3294,81.17293501,,"Denise Levertov, born in 1923, was born earlier than Harvey Pekar, who was born in 1939.",
What Brooklyn-based rapper has worked with both Rafeal Casal and Mos Def?,Talib Kweli,The Brooklyn-based rapper who has worked with both Rafael Casal and Mos Def is Talib Kweli.,NO,Talib Kweli is the Brooklyn-based rapper who has worked with both Rafael Casal and Mos Def.,6441,93.4460392,,Talib Kweli is the Brooklyn-based rapper who has worked with both Rafael Casal and Mos Def.,
Where does Tiko's Spanish football club hold home games at?,Estadio de LÃ³pez CortÃ¡zar,"Athletic Bilbao, the Spanish club Tiko played for, holds its home games at San Mamés Stadium in Bilbao.",YES,"Athletic Bilbao, Tiko’s Spanish club, plays its home games at San Mamés Stadium in Bilbao.",4286,66.44236684,YES,San Mamés Stadium in Bilbao.,YES
What is the nickname of a professional German footballer as well as the name of a children's book?,The BFG,The nickname that is also a children's book title is The Big Friendly Giant (BFG).,NO,The nickname is The Big Friendly Giant (BFG).,3717,61.96738815,,The BFG.,
Are Centaurium and Dacrydium both genuses of plant species?,yes,"Yes, both Centaurium and Dacrydium are genera of plants.",NO,Yes—Centaurium (family Gentianaceae) and Dacrydium (family Podocarpaceae) are both plant genera.,3308,62.55328202,,Yes—both Centaurium (a flowering plant genus in Gentianaceae) and Dacrydium (a conifer genus in Podocarpaceae) are recognized plant genera.,
"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,It was formed in 1983.,NO,It was formed in 1983.,7184,111.7034323,,1983,
"What area once connected Great Britain to continental Europe, and is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf?",Doggerland,"Doggerland, a now-submerged land bridge in the North Sea, once connected Great Britain to continental Europe and is believed to have been inundated around 6,200 BCE by the Storegga landslide along a 290-kilometer stretch of the continental shelf.",NO,"Doggerland—the now-submerged land bridge in the North Sea—once connected Great Britain to continental Europe and was likely inundated around 6,200 BCE by the 290-kilometer-long Storegga submarine landslide.",3629,42.65711308,,"Doggerland, a now-submerged plain in the North Sea that once linked Great Britain to continental Europe, is the area in question.",
"Which is longer, Hampshire and Hampden Canal or Tennessee-Tombigbee Waterway?",Tennessee-Tombigbee Waterway,The Tennessee-Tombigbee Waterway is longer.,NO,"The Tennessee–Tombigbee Waterway is longer, at about 234 miles, compared with the Hampshire and Hampden Canal at about 26 miles.",5419,107.1283131,,The Tennessee–Tombigbee Waterway is longer than the Hampshire and Hampden Canal.,
"How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City?",24 hours a day and 7 days a week,Trains on that system run 24 hours a day.,NO,It cannot be determined from the provided context how often trains run (including whether service operates 24/7) on the system with a terminal at 32nd Street and Sixth Avenue.,4711,76.26764441,,Trains on the PATH system run 24 hours a day.,
"What Congressional district featured Republican nomiee Willie Vaden in 2004, 2006, and 2008?",Texas's 27th congressional district,It was Illinois’s 1st congressional district.,YES,"Illinois’s 1st congressional district featured Republican nominee Willie Vaden in 2004, 2006, and 2008.",4427,74.31379867,YES,It was Illinois's 1st congressional district.,YES
"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?",PET,It is commonly known as PET.,NO,Polyethylene terephthalate is commonly known as PET.,2655,38.31355834,,Polyethylene terephthalate is commonly known as PET.,
"How is Christopher Buckley related to the founder of ""National Review"" magazine?",son,"Christopher Buckley is the son of William F. Buckley Jr., the founder of National Review magazine.",NO,"Christopher Buckley is the son of William F. Buckley Jr., who founded National Review magazine.",6333,111.7628386,,"Christopher Buckley is the son of William F. Buckley Jr., the founder of National Review.",
In what type of imprisonment where the inmates Arne Berge helped rescue during operation White Buses?,concentration camp,The inmates he helped rescue were imprisoned in Nazi concentration camps.,NO,They were imprisoned in Nazi concentration camps.,3481,61.72232795,,They were imprisoned in Nazi concentration camps.,
"What city, located in Lincoln County, Montana, United States, is Vegepet based in?","Troy, Montana",Vegepet is based in Troy.,NO,"Vegepet is based in Troy, Montana.",2746,41.8482542,,"Vegepet is based in Troy, Montana.",
J. Searle Dawley and Ken Annakin were both directors of what?,"Kenneth Cooper ""Ken"" Annakin, OBE (10 August 1914 - 22 April 2009) was a prolific English film director.",They were both directors of Swiss Family Robinson.,NO,They were both directors of Swiss Family Robinson.,6749,131.6728568,,They both directed film adaptations of Swiss Family Robinson.,
What term is the current chairman of Prince William County serving?,fourth term,The current chairman of Prince William County is serving a first term.,YES,"The current chairman of Prince William County is serving her first term, which began in January 2024.",3496,81.96066499,YES,The current chairman of Prince William County is serving a first term.,YES
Are Hoodoo Gurus and Pierre Bouvier of the same nationality?,no,"No, Hoodoo Gurus are Australian while Pierre Bouvier is Canadian.",NO,"No, Hoodoo Gurus are Australian while Pierre Bouvier is Canadian.",2705,44.82341981,,"No; Hoodoo Gurus are Australian, whereas Pierre Bouvier is Canadian.",
"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,"We Are the Physics is the band in the ""Art Wave"" scene that is based in Glasgow.",YES,"We Are the Physics is the band in the ""Art Wave"" scene that is based in Glasgow.",3016,53.1212008,YES,"We Are the Physics is a Glasgow-based band in the ""Art Wave"" scene.",YES
Pashto is the main language among a diaspora that has it's largest community in which country ?,Pakistan,Pakistan.,NO,United Arab Emirates.,5712,130.9121811,,Iran.,
"Which is the Oil Capital of China, Chaoyang District, Shantou, or Daqing?",Daqing,Daqing is the Oil Capital of China.,NO,Daqing is the Oil Capital of China.,2913,44.30779338,,Daqing is the Oil Capital of China.,
Are both the Wire Fox Terrier and West Siberian Laika dog breeds?,yes,"Yes, both the Wire Fox Terrier and the West Siberian Laika are dog breeds.",NO,"Yes, both the Wire Fox Terrier and the West Siberian Laika are recognized dog breeds.",3067,51.66731906,,"Yes, both the Wire Fox Terrier and the West Siberian Laika are recognized dog breeds.",
"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",approximately 3 mi,It is approximately 3 miles.,NO,"Gamston, Rushcliffe lies within the NG (Nottingham) postcode area, so the distance is effectively 0 miles.",3715,60.77220511,,"The NG (Nottingham) postcode area includes Gamston, Rushcliffe, so it is approximately 0 miles away.",
Which British racing driver has raced for 7 different teams and won the European Grand Prix in 1999?,Johnny Herbert,The British racing driver is Johnny Herbert.,NO,The driver is Johnny Herbert.,4933,97.04816556,,Johnny Herbert is the British racing driver who raced for seven different Formula 1 teams and won the 1999 European Grand Prix.,
Where did the punter for the Dallas Cowboys in the 1980s play college football?,Arizona State University,He played college football at San Diego State University.,YES,He played college football at San Diego State University.,7325,152.6273131,YES,"Mike Saxon, the Dallas Cowboys’ punter in the 1980s, played college football at San Diego State University.",YES
The 1966 Football League Cup Final was contested with which team that is based in the West Midlands?,West Bromwich Albion Football Club,The team was West Bromwich Albion.,NO,West Bromwich Albion was the West Midlands–based team that contested the 1966 Football League Cup Final.,4084,66.58985686,,West Bromwich Albion.,
"Mike Huckabee took part in the most recent Republican Presidential primaries, which began on what 2016 date?",1-Feb,"The 2016 Republican presidential primaries began on February 1, 2016.",NO,"The most recent Republican presidential primaries began on February 1, 2016.",4867,234.8326454,,"The 2016 Republican presidential primaries began on February 1, 2016.",
What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1?,Rudebox,"The question is ambiguous because multiple songs from FutureSex/LoveSounds hit number 1 at different times on different charts, so please specify the chart (e.g., Billboard Hot 100) and the exact week.",YES,"Please specify the chart (e.g., Billboard Hot 100) and the exact week, because multiple FutureSex/LoveSounds singles (such as “SexyBack” and “My Love”) hit number 1 in different weeks and the number 4 song varies by week.",7469,139.7919264,YES,"This cannot be answered definitively without specifying the chart and week, because multiple FutureSex/LoveSounds singles reached No. 1 at different times.",YES
Where do the team that John Grant joined after the 1972 World Cup now play their games ?,Halliwell Jones Stadium,They now play their games at the Halliwell Jones Stadium in Warrington.,NO,"They now play their home games at the Halliwell Jones Stadium in Warrington, Cheshire, England.",5509,105.8446467,,"They now play their home games at the Halliwell Jones Stadium in Warrington, England.",
"After joining Saturday Night Live in 2012, Cecily Strong played which character in the sketch ""What Up with That""?",Piper,"After joining Saturday Night Live in 2012, Cecily Strong played Coco, one of the backup singers in the sketch ""What Up with That.""",YES,"She played Pippa, one of the backup singers in ""What Up with That?""",7485,151.8490503,NO,"Cecily Strong played Coco, one of the backup singers, in the Saturday Night Live sketch ""What Up with That.""",YES
Who was responsible for the Soviet-Albanian split?,Nikita Khrushchev,Enver Hoxha was responsible for the Soviet-Albanian split.,YES,"Enver Hoxha was the principal driver on the Albanian side, but the Soviet‑Albanian split was ultimately the product of mutual decisions shaped by Khrushchev’s de‑Stalinization, Soviet policies toward smaller allies, and the wider Sino‑Soviet rift.",4457,103.3186269,NO,"The Soviet-Albanian split was driven by the ideological clash between Soviet leader Nikita Khrushchev’s de‑Stalinization policies and Albanian leader Enver Hoxha’s hardline alignment with Mao’s China, rather than being the responsibility of a single individual.",NO
